"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498907400.000153,"01/07/2017 19:10:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.147221565246582,7214600,9971863.604343569,5.3187678757252606,0.002188444137573242,14.998757362365723,0,"[0, 0, 9971863.604343569]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498907415.0010989,"01/07/2017 19:10:15",2,1,0.7937005259840998,41250000.0,"[0.8254134472425332, 0.8254134472425332, 1.0]","[0.32880429196400984, 0.32880429196400984, 0.3423914160719803]",2,2,4.045865297317505,2410920,3301578.730737686,1.7611238442925163,0.013719797134399414,14.997599363327026,2960,"[0, 3301578.730737686, 9971863.604343569]","[0, 1, 1]","[9971863.604343569]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498907430.012418,"01/07/2017 19:10:30",3,1,0.6933612743506348,41250000.0,"[0.8254134472425332, 0.8565231687907757, 1.0]","[0.32549391820735685, 0.3290508424515133, 0.3454552393411298]",2,1,3.8586926460266113,2626672,3536561.5080450447,1.8864202806761092,0.011720657348632812,14.997979164123535,0,"[3536561.5080450447, 3301578.730737686, 9971863.604343569]","[1, 1, 1]","[3301578.730737686]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498907445.0221179,"01/07/2017 19:10:45",4,2,0.6299605249474366,41250000.0,"[0.84040808889461, 0.8565231687907757, 1.0]","[0.3252972216072126, 0.327508333102255, 0.3471944452905324]",0,1,0,6414640,6414640.0,3.4186583533449793,0,15.010894536972046,0,"[9951201.508045044, 3301578.730737686, 9971863.604343569]","[2, 1, 1]","[3536561.5080450447]","['; gamma used= 0.6299605249474366', 'current gain: 3536561.5080450447, prev block gain: [3301578.730737686]', 'flipped coin but will not select greedily...', 'choosing randomly']"
5,1498907460.0330124,"01/07/2017 19:11:00",4,2,0.6299605249474366,41250000.0,"[0.9224884847673943, 0.8565231687907757, 1.0]","[0.33275831583707594, 0.3229028101442296, 0.3443388740186945]",0,1,0,6038160,6038160.0,3.215739580557672,0,15.021514892578125,0,"[15989361.508045044, 3301578.730737686, 9971863.604343569]","[3, 1, 1]","[3536561.5080450447]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498907475.0545273,"01/07/2017 19:11:15",5,2,0.5848035476425733,41250000.0,"[1.0, 0.8505163932689696, 0.9929870250558587]","[0.34095032499918415, 0.319123355212427, 0.33992631978838883]",1,3,4.286510229110718,1717328,2404594.023268252,1.282658361295142,0.013039588928222656,14.997565031051636,7400,"[15989361.508045044, 3301578.730737686, 12376457.627611822]","[3, 1, 2]","[6414640.0, 6038160.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[5329787.169348348, 3301578.730737686, 9971863.604343569], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498907490.065132,"01/07/2017 19:11:30",6,2,0.5848035476425733,41250000.0,"[0.9857534853506038, 0.8383994990127116, 1.0]","[0.34039806004214557, 0.3169354633210353, 0.34266647663681915]",-1,1,4.257609128952026,4917472,6867569.065555586,3.664210605515279,0.017374038696289062,14.993830442428589,2960,"[22856930.573600627, 3301578.730737686, 12376457.627611822]","[4, 1, 2]","[2404594.023268252]","['; gamma used= 0.5503212081491045', 'current gain: 2404594.023268252, prev block gain: [6414640.0, 6038160.0]', ' ----- switch back']"
8,1498907505.0763364,"01/07/2017 19:11:45",6,2,0.5503212081491045,41250000.0,"[1.0, 0.8261967722782487, 0.9854452122778786]","[0.3439904943212322, 0.31448950960844063, 0.3415199960703272]",-1,1,0,7183464,7183464.0,3.828108373961525,0,15.012038946151733,0,"[30040394.573600627, 3301578.730737686, 12376457.627611822]","[5, 1, 2]","[2404594.023268252]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498907520.0883753,"01/07/2017 19:12:00",7,2,0.5227579585747102,41250000.0,"[1.0, 0.8015022769326478, 0.9559908824808298]","[0.3473236321265225, 0.3129694368127309, 0.3397069310607467]",1,3,4.229369163513184,1251104,1742509.848457975,0.9295113847187217,0.012987375259399414,14.997211456298828,2928,"[30040394.573600627, 3301578.730737686, 14118967.476069797]","[5, 1, 3]","[6867569.065555586, 7183464.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[6008078.9147201255, 3301578.730737686, 6188228.813805911], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498907535.0985742,"01/07/2017 19:12:15",8,2,0.5227579585747102,41250000.0,"[1.0, 0.8015022769326478, 0.9695473019280484]","[0.3471037125478784, 0.3112873697834585, 0.341608917668663]",-1,1,4.758136749267578,1177224,1724388.0160790307,0.9199634981710113,0.020474910736083984,14.995273351669312,4312,"[31764782.58967966, 3301578.730737686, 14118967.476069797]","[6, 1, 3]","[1742509.848457975]","['; gamma used= 0.5', 'current gain: 1742509.848457975, prev block gain: [6867569.065555586, 7183464.0]', ' ----- switch back']"
