"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498483500.0000954,"26/06/2017 21:25:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.517833709716797,3171120,4537990.73618452,2.420400260850155,0.001504659652709961,14.999141454696655,0,"[0, 0, 4537990.73618452]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498483515.0007415,"26/06/2017 21:25:15",2,1,0.7937005259840998,41250000.0,"[0.9163870130355043, 0.9163870130355043, 1.0]","[0.3313036014553317, 0.3313036014553317, 0.33739279708933656]",2,1,4.865829944610596,1408904,2085471.86717151,1.1123576037356224,0.008467435836791992,14.998571395874023,0,"[2085471.86717151, 0, 4537990.73618452]","[1, 0, 1]","[4537990.73618452]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498483530.0077803,"26/06/2017 21:25:30",3,1,0.6933612743506348,41250000.0,"[0.9380546788055272, 0.9163870130355043, 1.0]","[0.3318910560844175, 0.3295634046075954, 0.33854553930798703]",2,2,3.3827779293060303,1982568,2559940.4650960015,1.3654398300143773,0.008378267288208008,14.998481273651123,0,"[2085471.86717151, 2559940.4650960015, 4537990.73618452]","[1, 1, 1]","[2085471.86717151]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498483545.0146399,"26/06/2017 21:25:45",4,2,0.6299605249474366,41250000.0,"[0.9380546788055272, 0.9284071598001592, 1.0]","[0.33108291076152696, 0.3298374858895732, 0.3390796033488998]",1,3,4.766096830368042,2955368,4331959.385000156,2.310639391510398,0.009255647659301758,14.998305320739746,5536,"[2085471.86717151, 2559940.4650960015, 8869950.121184677]","[1, 1, 2]","[2559940.4650960015]","['; gamma used= 0.6299605249474366', 'current gain: 2559940.4650960015, prev block gain: [2085471.86717151]', 'flipped coin and will select greedily...', 'averageBytePerNet:[2085471.86717151, 2559940.4650960015, 4537990.73618452], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498483560.0222008,"26/06/2017 21:26:00",4,2,0.6299605249474366,41250000.0,"[0.9004235712038375, 0.8911630731621544, 1.0]","[0.3288557298748247, 0.32747840349245017, 0.34366586663272514]",1,3,0,3596992,3596992.0,1.91741789365492,0,15.007649660110474,0,"[2085471.86717151, 2559940.4650960015, 12466942.121184677]","[1, 1, 3]","[2559940.4650960015]","['; gamma used= 0.5848035476425733', 'current gain: 4331959.385000156, prev block gain: [2559940.4650960015]', 'no selection ----- in the middle of a block']"
6,1498483575.0298505,"26/06/2017 21:26:15",5,2,0.5848035476425733,41250000.0,"[0.8703268087227561, 0.8613758439040253, 1.0]","[0.32721706977660175, 0.3258565963611151, 0.34692633386228316]",0,2,3.4397621154785156,819128,1062959.442588806,0.5670890821004017,0.010908842086791992,14.99530816078186,8880,"[2085471.86717151, 3622899.9076848077, 12466942.121184677]","[1, 2, 3]","[4331959.385000156, 3596992.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498483590.0360675,"26/06/2017 21:26:30",6,2,0.5848035476425733,41250000.0,"[0.8703268087227561, 0.8739624242406583, 1.0]","[0.3260520134609387, 0.3266477448343257, 0.3473002417047356]",-1,3,4.5987725257873535,1545016,2228317.5405728044,1.1886676920699686,0.012007713317871094,14.997076511383057,0,"[2085471.86717151, 3622899.9076848077, 14695259.66175748]","[1, 2, 4]","[1062959.442588806]","['; gamma used= 0.5503212081491045', 'current gain: 1062959.442588806, prev block gain: [4331959.385000156, 3596992.0]', ' ----- switch back']"
8,1498483605.0451517,"26/06/2017 21:26:45",6,2,0.5503212081491045,41250000.0,"[0.8621727757865181, 0.8657743294688207, 1.0]","[0.3250858910779173, 0.32571596664951974, 0.34919814227256296]",-1,3,0,1734704,1734704.0,0.9247123796968602,0,15.007511854171753,0,"[2085471.86717151, 3622899.9076848077, 16429963.66175748]","[1, 2, 5]","[1062959.442588806]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498483620.0526636,"26/06/2017 21:27:00",7,2,0.5227579585747102,41250000.0,"[0.8558779333394317, 0.8594531915811551, 1.0]","[0.3246803220176342, 0.3253087034059087, 0.35001097457645713]",1,3,0,3289856,3289856.0,1.7538767977902305,0,15.006098508834839,0,"[2085471.86717151, 3622899.9076848077, 19719819.66175748]","[1, 2, 6]","[2228317.5405728044, 1734704.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[2085471.86717151, 1811449.9538424038, 3285992.732351496], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498483635.058762,"26/06/2017 21:27:15",7,2,0.5227579585747102,41250000.0,"[0.8334244613126884, 0.8369059246827463, 1.0]","[0.3227193531963164, 0.3233712319653849, 0.35390941483829863]",1,3,0,1359828,1359828.0,0.7249000425471422,0,15.007067680358887,0,"[2085471.86717151, 3622899.9076848077, 21079647.66175748]","[1, 2, 7]","[2228317.5405728044, 1734704.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498483650.0658298,"26/06/2017 21:27:30",8,2,0.5,41250000.0,"[0.8243165021357057, 0.8277599188348023, 1.0]","[0.32207631014784, 0.32272550273366984, 0.35519818711849005]",0,1,4.385931968688965,5024560,7101896.37172778,3.7890900024128453,0.012871980667114258,14.994410514831543,0,"[9187368.23889929, 3622899.9076848077, 21079647.66175748]","[2, 2, 7]","[3289856.0, 1359828.0]","['; gamma used= 0.5', 'flipped coin but will not select greedily...', 'choosing randomly']"
