"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498483500.0001445,"26/06/2017 21:25:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.232412099838257,3239176,4512537.285512535,2.406875805994784,0.0020904541015625,14.998820543289185,0,"[0, 4512537.285512535, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498483515.0010555,"26/06/2017 21:25:15",2,1,0.7937005259840998,41250000.0,"[0.9168359285982001, 1.0, 0.9168359285982001]","[0.3313151386785028, 0.3373697226429943, 0.3313151386785028]",2,3,3.968273401260376,7050344,9586949.352626821,5.113771348155924,0.012739896774291992,14.997853755950928,0,"[0, 4512537.285512535, 9586949.352626821]","[0, 1, 1]","[4512537.285512535]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498483530.0116491,"26/06/2017 21:25:30",3,1,0.6933612743506348,41250000.0,"[0.8981395617207701, 0.979607728826666, 1.0]","[0.3268217991071208, 0.335502649932486, 0.33767555096039314]",2,1,4.226047515869141,1359672,1893270.550076213,1.0101136782253555,0.01672959327697754,14.99451470375061,11840,"[1893270.550076213, 4512537.285512535, 9586949.352626821]","[1, 1, 1]","[9586949.352626821]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498483545.0228934,"26/06/2017 21:25:45",4,2,0.6299605249474366,41250000.0,"[0.9068375566761439, 0.979607728826666, 1.0]","[0.3262425334219189, 0.3355715986348675, 0.33818586794321354]",-1,3,3.8718738555908203,6893288,9292150.164263977,4.95648826120742,0.012981653213500977,14.997957706451416,0,"[1893270.550076213, 4512537.285512535, 18879099.516890798]","[1, 1, 2]","[1893270.550076213]","['; gamma used= 0.6299605249474366', 'current gain: 1893270.550076213, prev block gain: [9586949.352626821]', ' ----- switch back']"
5,1498483560.0338328,"26/06/2017 21:26:00",4,2,0.6299605249474366,41250000.0,"[0.8678783522584249, 0.9375222004146958, 1.0]","[0.32337963670047043, 0.33368685598701775, 0.3429335073125118]",-1,3,0,9973824,9973824.0,5.308827217522591,0,15.029796361923218,0,"[1893270.550076213, 4512537.285512535, 28852923.516890798]","[1, 1, 3]","[1893270.550076213]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498483575.0636292,"26/06/2017 21:26:15",5,2,0.5848035476425733,41250000.0,"[0.8279215511204232, 0.8943590220418847, 1.0]","[0.3212073527972025, 0.3313402547846517, 0.34745239241814585]",0,2,5.0853271484375,713864,1080444.3427421418,0.5766871346395499,0.021891117095947266,14.988291263580322,1480,"[1893270.550076213, 5592981.628254676, 28852923.516890798]","[1, 2, 3]","[9292150.164263977, 9973824.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498483590.0738115,"26/06/2017 21:26:30",6,2,0.5848035476425733,41250000.0,"[0.8279215511204232, 0.907422649871454, 1.0]","[0.31954713572647714, 0.3326167735527583, 0.3478360907207645]",-1,3,4.748795747756958,2847648,4167268.83145048,2.2230829061431647,0.014751434326171875,14.996359586715698,0,"[1893270.550076213, 5592981.628254676, 33020192.34834128]","[1, 2, 4]","[1080444.3427421418]","['; gamma used= 0.5503212081491045', 'current gain: 1080444.3427421418, prev block gain: [9292150.164263977, 9973824.0]', ' ----- switch back']"
8,1498483605.0849226,"26/06/2017 21:26:45",6,2,0.5503212081491045,41250000.0,"[0.8134745023961991, 0.8915883244834795, 1.0]","[0.31777029256452227, 0.33155156209587267, 0.3506781453396051]",-1,3,0,3375160,3375160.0,1.798681400006769,0,15.01170802116394,0,"[1893270.550076213, 5592981.628254676, 36395352.34834128]","[1, 2, 5]","[1080444.3427421418]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498483620.0966306,"26/06/2017 21:27:00",7,2,0.5227579585747102,41250000.0,"[0.8019585088721437, 0.8789665086298408, 1.0]","[0.31701245158962366, 0.3307209495037823, 0.3522665989065941]",0,1,4.332907199859619,3036904,4271173.98129964,2.27887637443909,0.015711307525634766,14.993964672088623,0,"[6164444.531375852, 5592981.628254676, 36395352.34834128]","[2, 2, 5]","[4167268.83145048, 3375160.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498483635.1063066,"26/06/2017 21:27:15",7,2,0.5227579585747102,41250000.0,"[0.8468250043316008, 0.8789665086298408, 1.0]","[0.3220022820842167, 0.3278980932908706, 0.35009962462491273]",0,1,0,3338640,3338640.0,1.7791498589246157,0,15.012293577194214,0,"[9503084.531375851, 5592981.628254676, 36395352.34834128]","[3, 2, 5]","[4167268.83145048, 3375160.0]","['; gamma used= 0.5', 'current gain: 4271173.98129964, prev block gain: [4167268.83145048, 3375160.0]', 'no selection ----- in the middle of a block']"
