"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498980660.0001383,"02/07/2017 15:31:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.318396091461182,8381440,11770306.900367549,6.278010314187525,0.0021228790283203125,14.998773574829102,0,"[0, 0, 11770306.900367549]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498980675.0010347,"02/07/2017 15:31:15",2,1,0.7937005259840998,41250000.0,"[0.7973391783608627, 0.7973391783608627, 1.0]","[0.32796223459971763, 0.32796223459971763, 0.3440755308005647]",2,2,4.20453667640686,1459584,2028329.213130111,1.0821553134670772,0.017527103424072266,14.994736433029175,7400,"[0, 2028329.213130111, 11770306.900367549]","[0, 1, 1]","[11770306.900367549]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498980690.0132983,"02/07/2017 15:31:30",3,1,0.6933612743506348,41250000.0,"[0.7973391783608627, 0.8156695316771461, 1.0]","[0.3246888344959375, 0.3268399165646712, 0.34847124893939124]",2,1,4.369144439697266,796400,1123848.8521005393,0.5995660827788571,0.01655268669128418,14.995496034622192,1448,"[1123848.8521005393, 2028329.213130111, 11770306.900367549]","[1, 1, 1]","[2028329.213130111]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498980705.025347,"02/07/2017 15:31:45",4,2,0.6299605249474366,41250000.0,"[0.8019138722873342, 0.8156695316771461, 1.0]","[0.3233508658438069, 0.3252954598429508, 0.35135367431324227]",-1,2,3.9986631870269775,1348088,1838185.82063047,0.9805233353396986,0.014008045196533203,14.997589588165283,0,"[1123848.8521005393, 3866515.033760581, 11770306.900367549]","[1, 2, 1]","[1123848.8521005393]","['; gamma used= 0.6299605249474366', 'current gain: 1123848.8521005393, prev block gain: [2028329.213130111]', ' ----- switch back']"
5,1498980720.0369446,"02/07/2017 15:32:00",4,2,0.6299605249474366,41250000.0,"[0.8019138722873342, 0.822785861994829, 1.0]","[0.3217878052385327, 0.32508950713113516, 0.35312268763033217]",-1,2,0,3021976,3021976.0,1.6093682786337844,0,15.021924018859863,0,"[1123848.8521005393, 6888491.033760581, 11770306.900367549]","[1, 3, 1]","[1123848.8521005393]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498980735.0588686,"02/07/2017 15:32:15",5,2,0.5848035476425733,41250000.0,"[0.8019138722873342, 0.8346202927412144, 1.0]","[0.3212184075467571, 0.32636895326009685, 0.352412639193146]",0,2,0,3010392,3010392.0,1.604494899651777,0,15.009792804718018,0,"[1123848.8521005393, 9898883.033760581, 11770306.900367549]","[1, 4, 1]","[1838185.82063047, 3021976.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498980750.0686615,"02/07/2017 15:32:30",5,2,0.5848035476425733,41250000.0,"[0.8019138722873342, 0.869567446252168, 1.0]","[0.3184230652400139, 0.3298108961014079, 0.35176603865857825]",0,2,0,4164448,4164448.0,2.219465911365322,0,15.010631084442139,0,"[1123848.8521005393, 14063331.033760581, 11770306.900367549]","[1, 5, 1]","[1838185.82063047, 3021976.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498980765.0792925,"02/07/2017 15:32:45",6,2,0.5503212081491045,41250000.0,"[0.8019138722873342, 0.9203369570488551, 1.0]","[0.31590566174856893, 0.33546754381650545, 0.34862679443492556]",0,1,4.119641304016113,1068624,1473458.4622600195,0.7861547787966078,0.01604294776916504,14.994080066680908,4440,"[2597307.314360559, 14063331.033760581, 11770306.900367549]","[2, 5, 1]","[3010392.0, 4164448.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498980780.0894156,"02/07/2017 15:33:00",7,2,0.5503212081491045,41250000.0,"[0.8178707961259388, 0.9203369570488551, 1.0]","[0.3167992977987873, 0.334658117955573, 0.3485425842456398]",-1,2,4.323082208633423,1494336,2099543.931438873,1.119956368593206,0.014519929885864258,14.997326612472534,0,"[2597307.314360559, 16162874.965199454, 11770306.900367549]","[2, 6, 1]","[1473458.4622600195]","['; gamma used= 0.5227579585747102', 'current gain: 1473458.4622600195, prev block gain: [3010392.0, 4164448.0]', ' ----- switch back']"
10,1498980795.101262,"02/07/2017 15:33:15",7,2,0.5227579585747102,41250000.0,"[0.8178707961259388, 0.9281773889757376, 1.0]","[0.3155844461439514, 0.3356690523515651, 0.3487465015044835]",-1,2,0,2739616,2739616.0,1.4600035001186729,0,15.011558532714844,0,"[2597307.314360559, 18902490.965199456, 11770306.900367549]","[2, 7, 1]","[1473458.4622600195]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
