"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498672800.0001442,"29/06/2017 02:00:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,3.4222559928894043,653048,846106.257268112,0.45130056353291875,0.0024330615997314453,14.998541116714478,0,"[0, 846106.257268112, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498672815.0011184,"29/06/2017 02:00:15",2,1,0.7937005259840998,41250000.0,"[0.9838516841679646, 1.0, 0.9838516841679646]","[0.33295915071365334, 0.3340816985726934, 0.33295915071365334]",2,1,5.370137453079224,758752,1182196.9911516483,0.6308143802298335,0.01842975616455078,14.992644786834717,0,"[1182196.9911516483, 846106.257268112, 0]","[1, 1, 0]","[846106.257268112]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498672830.012193,"29/06/2017 02:00:30",3,1,0.6933612743506348,41250000.0,"[0.9969719818465255, 1.0, 0.9838516841679646]","[0.3336793991727581, 0.3339908928174211, 0.33232970800982076]",2,3,4.237959146499634,6277456,8749981.769783935,4.66738953220185,0.01339101791381836,14.997645616531372,1480,"[1182196.9911516483, 846106.257268112, 8749981.769783935]","[1, 1, 1]","[1182196.9911516483]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498672845.0232296,"29/06/2017 02:00:45",4,2,0.6299605249474366,41250000.0,"[0.9691895601712598, 0.9721331971397943, 1.0]","[0.331917831772808, 0.33228816239221187, 0.3357940058349801]",1,3,0,9130768,9130768.0,4.866038793466557,0,15.011418342590332,0,"[1182196.9911516483, 846106.257268112, 17880749.769783936]","[1, 1, 2]","[8749981.769783935]","['; gamma used= 0.6299605249474366', 'current gain: 8749981.769783935, prev block gain: [1182196.9911516483]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1182196.9911516483, 846106.257268112, 8749981.769783935], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498672860.034648,"29/06/2017 02:01:00",4,2,0.6299605249474366,41250000.0,"[0.8890575297277661, 0.8917577884998459, 1.0]","[0.3276774311924355, 0.3280805999520672, 0.3442419688554974]",1,3,0,2922064,2922064.0,1.557471101234242,0,15.009274959564209,0,"[1182196.9911516483, 846106.257268112, 20802813.769783936]","[1, 1, 3]","[8749981.769783935]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498672875.043923,"29/06/2017 02:01:15",5,2,0.5848035476425733,41250000.0,"[0.8648399292199911, 0.86746663393508, 1.0]","[0.32635405544180307, 0.3267532048248928, 0.34689273973330415]",0,1,5.109639883041382,1256864,1906669.4289854886,1.0173796100850985,0.01656508445739746,14.992786645889282,0,"[3088866.420137137, 846106.257268112, 20802813.769783936]","[2, 1, 3]","[9130768.0, 2922064.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498672890.0532746,"29/06/2017 02:01:30",6,2,0.5848035476425733,41250000.0,"[0.8876038519038875, 0.86746663393508, 1.0]","[0.32831387503509807, 0.3250271061868978, 0.3466590187780042]",-1,3,4.899322271347046,3801752,5646505.533781659,3.012259135628492,0.017487287521362305,14.996068477630615,0,"[3088866.420137137, 846106.257268112, 26449319.303565595]","[2, 1, 4]","[1906669.4289854886]","['; gamma used= 0.5503212081491045', 'current gain: 1906669.4289854886, prev block gain: [9130768.0, 2922064.0]', ' ----- switch back']"
8,1498672905.0668304,"29/06/2017 02:01:45",6,2,0.5503212081491045,41250000.0,"[0.8666827209755621, 0.8470201442250797, 1.0]","[0.32667075151246083, 0.3232128164568527, 0.3501164320306865]",-1,3,0,5027456,5027456.0,2.679469680135293,0,15.01030158996582,0,"[3088866.420137137, 846106.257268112, 31476775.303565595]","[2, 1, 5]","[1906669.4289854886]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498672920.077132,"29/06/2017 02:02:00",7,2,0.5227579585747102,41250000.0,"[0.8484706071561873, 0.8292212116969608, 1.0]","[0.3254746276193215, 0.32204382922778046, 0.35248154315289804]",1,3,0,4620568,4620568.0,2.4627782040206783,0,15.009286642074585,0,"[3088866.420137137, 846106.257268112, 36097343.30356559]","[2, 1, 6]","[5646505.533781659, 5027456.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1544433.2100685686, 846106.257268112, 6295355.060713119], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498672935.0864186,"29/06/2017 02:02:15",7,2,0.5227579585747102,41250000.0,"[0.8173746191141057, 0.7988307035689374, 1.0]","[0.3228804416382444, 0.31933639343522524, 0.3577831649265304]",1,3,0,7628064,7628064.0,4.065759416021562,0,15.009376049041748,0,"[3088866.420137137, 846106.257268112, 43725407.30356559]","[2, 1, 7]","[5646505.533781659, 5027456.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
