"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498754100.00014,"30/06/2017 00:35:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.804635524749756,7240808,10653579.232858663,5.682464303947658,0.0024061203002929688,14.998533964157104,0,"[0, 0, 10653579.232858663]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498754115.00108,"30/06/2017 00:35:15",2,1,0.7937005259840998,41250000.0,"[0.8146571625307648, 0.8146571625307648, 1.0]","[0.3284859187408587, 0.3284859187408587, 0.3430281625182826]",2,1,4.078674077987671,1036768,1424086.0024166924,0.7596939495744888,0.014917373657226562,14.996417999267578,0,"[1424086.0024166924, 0, 10653579.232858663]","[1, 0, 1]","[10653579.232858663]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498754130.0124154,"30/06/2017 00:35:30",3,1,0.6933612743506348,41250000.0,"[0.8277618095837654, 0.8146571625307648, 1.0]","[0.32717779839105504, 0.3256570735117596, 0.3471651280971853]",2,2,4.355556964874268,3947248,5562865.943176822,2.9674605681084647,0.01440119743347168,14.996973514556885,4376,"[1424086.0024166924, 5562865.943176822, 10653579.232858663]","[1, 1, 1]","[1424086.0024166924]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498754145.0237901,"30/06/2017 00:35:45",4,2,0.6299605249474366,41250000.0,"[0.8277618095837654, 0.8380565963136082, 1.0]","[0.3248875958825636, 0.3263166045010283, 0.34879579961640805]",1,3,5.088464260101318,2389200,3617535.8365500723,1.9311694432938622,0.02603006362915039,14.985886812210083,5792,"[1424086.0024166924, 5562865.943176822, 14271115.069408735]","[1, 1, 2]","[5562865.943176822]","['; gamma used= 0.6299605249474366', 'current gain: 5562865.943176822, prev block gain: [1424086.0024166924]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1424086.0024166924, 5562865.943176822, 10653579.232858663], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498754160.035707,"30/06/2017 00:36:00",5,2,0.6299605249474366,41250000.0,"[0.799938437871983, 0.8098871882486605, 1.0]","[0.32219650541173833, 0.32377924941595215, 0.35402424517230946]",-1,2,4.7681519985198975,854320,1252652.4857470398,0.6683217915380011,0.018848419189453125,14.994602918624878,0,"[1424086.0024166924, 6815518.428923862, 14271115.069408735]","[1, 2, 2]","[3617535.8365500723]","['; gamma used= 0.5848035476425733', 'current gain: 3617535.8365500723, prev block gain: [5562865.943176822]', ' ----- switch back']"
6,1498754175.0491583,"30/06/2017 00:36:15",5,2,0.5848035476425733,41250000.0,"[0.799938437871983, 0.8144113318003469, 1.0]","[0.321033067045461, 0.32352246365634696, 0.35544446929819207]",-1,2,0,1500128,1500128.0,0.7993780002383717,0,15.01295256614685,0,"[1424086.0024166924, 8315646.428923862, 14271115.069408735]","[1, 3, 2]","[3617535.8365500723]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
7,1498754190.062111,"30/06/2017 00:36:30",6,2,0.5503212081491045,41250000.0,"[0.799938437871983, 0.8198625377476196, 1.0]","[0.3207467682170111, 0.3241666635617992, 0.3550865682211898]",0,2,0,2806224,2806224.0,1.4955363991702553,0,15.011197328567505,0,"[1424086.0024166924, 11121870.428923862, 14271115.069408735]","[1, 4, 2]","[1252652.4857470398, 1500128.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
8,1498754205.0733082,"30/06/2017 00:36:45",6,2,0.5503212081491045,41250000.0,"[0.799938437871983, 0.8503987707465827, 1.0]","[0.3182963058179933, 0.327382618379943, 0.3543210758020638]",0,2,0,2787400,2787400.0,1.4855569902059103,0,15.010666131973267,0,"[1424086.0024166924, 13909270.428923862, 14271115.069408735]","[1, 5, 2]","[1252652.4857470398, 1500128.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498754220.0839744,"30/06/2017 00:37:00",7,2,0.5227579585747102,41250000.0,"[0.799938437871983, 0.8818559960704109, 1.0]","[0.31660668576722706, 0.33118442603262144, 0.3522088882001515]",1,3,4.440770864486694,1132336,1608684.2650399157,0.858136174238256,0.012614727020263672,14.997006893157959,0,"[1424086.0024166924, 13909270.428923862, 15879799.33444865]","[1, 5, 3]","[2806224.0, 2787400.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1424086.0024166924, 2781854.0857847724, 7135557.534704368], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498754235.093596,"30/06/2017 00:37:15",8,2,0.5227579585747102,41250000.0,"[0.7896069604488172, 0.8704665254779964, 1.0]","[0.31508492740762983, 0.33028367388154656, 0.3546313987108236]",-1,2,4.950143814086914,851424,1271014.5285103275,0.6781064054200189,0.018538713455200195,14.994868278503418,5792,"[1424086.0024166924, 15180284.957434189, 15879799.33444865]","[1, 6, 3]","[1608684.2650399157]","['; gamma used= 0.5', 'current gain: 1608684.2650399157, prev block gain: [2806224.0, 2787400.0]', ' ----- switch back']"
