"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498854600.0000622,"01/07/2017 04:30:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,3.7190141677856445,1109920,1475842.6016454813,0.7871389247508181,0.0009267330169677734,14.999564170837402,0,"[0, 1475842.6016454813, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498854615.0005531,"01/07/2017 04:30:15",2,1,0.7937005259840998,41250000.0,"[0.9720023864060617, 1.0, 0.9720023864060617]","[0.3326793610060837, 0.3346412779878326, 0.3326793610060837]",2,3,4.475315809249878,7237160,10315983.50928923,5.503653624489631,0.012745380401611328,14.995105743408203,0,"[0, 1475842.6016454813, 10315983.50928923]","[0, 1, 1]","[1475842.6016454813]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498854630.0084043,"01/07/2017 04:30:30",3,1,0.6933612743506348,41250000.0,"[0.8908321545084379, 0.9164917359948596, 1.0]","[0.3284243509710476, 0.3312270989526073, 0.340348550076345]",2,1,3.995577335357666,831152,1133011.8277873602,0.6043879068311694,0.011374950408935547,14.997147560119629,1448,"[1133011.8277873602, 1475842.6016454813, 10315983.50928923]","[1, 1, 1]","[10315983.50928923]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498854645.0169268,"01/07/2017 04:30:45",4,2,0.6299605249474366,41250000.0,"[0.8959850519473318, 0.9164917359948596, 1.0]","[0.3278722015209047, 0.3305702798241813, 0.341557518654914]",-1,3,4.329877138137817,1749184,2459070.7749713617,1.3116063155116093,0.007979869842529297,14.998834609985352,0,"[1133011.8277873602, 1475842.6016454813, 12775054.284260591]","[1, 1, 2]","[1133011.8277873602]","['; gamma used= 0.6299605249474366', 'current gain: 1133011.8277873602, prev block gain: [10315983.50928923]', ' ----- switch back']"
5,1498854660.0237412,"01/07/2017 04:31:00",4,2,0.6299605249474366,41250000.0,"[0.8856332583561038, 0.9059030177361507, 1.0]","[0.32665832334430434, 0.3296731264320561, 0.3436685502236396]",-1,3,0,4293320,4293320.0,2.2887847888702013,0,15.006461143493652,0,"[1133011.8277873602, 1475842.6016454813, 17068374.284260593]","[1, 1, 3]","[1133011.8277873602]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498854675.0302024,"01/07/2017 04:31:15",5,2,0.5848035476425733,41250000.0,"[0.8678458062972257, 0.8877084588191959, 1.0]","[0.32569822629998646, 0.3286910553529036, 0.34561071834710994]",0,3,0,7625168,7625168.0,4.065029578115629,0,15.00637149810791,0,"[1133011.8277873602, 1475842.6016454813, 24693542.284260593]","[1, 1, 4]","[2459070.7749713617, 4293320.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498854690.036574,"01/07/2017 04:31:30",5,2,0.5848035476425733,41250000.0,"[0.7867413509833582, 0.8047477410193041, 1.0]","[0.3199568562492447, 0.32308135009409544, 0.35696179365665986]",0,3,0,5354704,5354704.0,2.8546117128959922,0,15.006465435028076,0,"[1133011.8277873602, 1475842.6016454813, 30048246.284260593]","[1, 1, 5]","[2459070.7749713617, 4293320.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498854705.0430393,"01/07/2017 04:31:45",6,2,0.5503212081491045,41250000.0,"[0.7343601154741212, 0.7511676401447661, 1.0]","[0.3162999810346404, 0.3193407788574826, 0.36435924010787707]",1,3,0,7008320,7008320.0,3.7368287167171093,0,15.003781080245972,0,"[1133011.8277873602, 1475842.6016454813, 37056566.28426059]","[1, 1, 6]","[7625168.0, 5354704.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[1133011.8277873602, 1475842.6016454813, 6009649.256852118], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498854720.0468204,"01/07/2017 04:32:00",6,2,0.5503212081491045,41250000.0,"[0.6921404808817466, 0.707981711856636, 1.0]","[0.3118783691857103, 0.31502825106756577, 0.37309337974672396]",1,3,0,5771728,5771728.0,3.0772807029319607,0,15.004748821258545,0,"[1133011.8277873602, 1475842.6016454813, 42828294.28426059]","[1, 1, 7]","[7625168.0, 5354704.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498854735.0515692,"01/07/2017 04:32:15",7,2,0.5227579585747102,41250000.0,"[0.6591992515030735, 0.6742865464814444, 1.0]","[0.3090713848878358, 0.31215702246115307, 0.3787715926510111]",1,3,0,5240312,5240312.0,2.7937504169760974,0,15.005812883377075,0,"[1133011.8277873602, 1475842.6016454813, 48068606.28426059]","[1, 1, 8]","[7008320.0, 5771728.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1133011.8277873602, 1475842.6016454813, 6118327.75489437], numNetworkHighestAverageByte: 1', 'choosing greedily']"
