"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498899900.000138,"01/07/2017 17:05:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.723693609237671,10302280,15038479.417417495,8.021179710987804,0.0021495819091796875,14.998770713806152,0,"[0, 0, 15038479.417417495]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498899915.0010583,"01/07/2017 17:05:15",2,1,0.7937005259840998,41250000.0,"[0.7487435348291304, 0.7487435348291304, 1.0]","[0.3264151691731031, 0.3264151691731031, 0.3471696616537938]",2,2,4.360071897506714,1067176,1504589.212385391,0.8025798155035443,0.013415098190307617,14.997528553009033,2960,"[0, 1504589.212385391, 15038479.417417495]","[0, 1, 1]","[15038479.417417495]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498899930.012002,"01/07/2017 17:05:30",3,1,0.6933612743506348,41250000.0,"[0.7487435348291304, 0.761474510416133, 1.0]","[0.32258409814574196, 0.3241392658881085, 0.35327663596614944]",2,1,5.157085418701172,1197496,1825196.5892122819,0.9737292105902255,0.014864683151245117,14.995516777038574,0,"[1825196.5892122819, 1504589.212385391, 15038479.417417495]","[1, 1, 1]","[1504589.212385391]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498899945.0223835,"01/07/2017 17:05:45",4,2,0.6299605249474366,41250000.0,"[0.7557327757488628, 0.761474510416133, 1.0]","[0.3210825631477824, 0.32192662096290364, 0.35699081588931403]",0,3,4.867701530456543,1275688,1889131.6496797355,1.0081861360504585,0.02178215980529785,14.990340232849121,8688,"[1825196.5892122819, 1504589.212385391, 16927611.06709723]","[1, 1, 2]","[1825196.5892122819]","['; gamma used= 0.6299605249474366', 'current gain: 1825196.5892122819, prev block gain: [1504589.212385391]', 'flipped coin but will not select greedily...', 'choosing randomly']"
5,1498899960.0345058,"01/07/2017 17:06:00",4,2,0.6299605249474366,41250000.0,"[0.7370681519821204, 0.7426680808143494, 1.0]","[0.3183460617546317, 0.31928368994018014, 0.3623702483051881]",0,3,0,2568752,2568752.0,1.3690044270848378,0,15.01092004776001,0,"[1825196.5892122819, 1504589.212385391, 19496363.06709723]","[1, 1, 3]","[1825196.5892122819]","['; gamma used= 0.5848035476425733', 'current gain: 1889131.6496797355, prev block gain: [1825196.5892122819]', 'no selection ----- in the middle of a block']"
6,1498899975.045426,"01/07/2017 17:06:15",5,2,0.5848035476425733,41250000.0,"[0.7124262275783745, 0.7178389375997255, 1.0]","[0.3166483298692373, 0.31757305941344727, 0.36577861071731543]",1,3,0,1668256,1668256.0,0.8891494206779603,0,15.009904623031616,0,"[1825196.5892122819, 1504589.212385391, 21164619.06709723]","[1, 1, 4]","[1889131.6496797355, 2568752.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[1825196.5892122819, 1504589.212385391, 6498787.68903241], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498899990.0553305,"01/07/2017 17:06:30",5,2,0.5848035476425733,41250000.0,"[0.7019335658435407, 0.7072665571050759, 1.0]","[0.3144567657164652, 0.3154521720526161, 0.3700910622309187]",1,3,0,4965032,4965032.0,2.6462051510830005,0,15.010270833969116,0,"[1825196.5892122819, 1504589.212385391, 26129651.06709723]","[1, 1, 5]","[1889131.6496797355, 2568752.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498900005.0656013,"01/07/2017 17:06:45",6,2,0.5503212081491045,41250000.0,"[0.6716110454455319, 0.6767136591554309, 1.0]","[0.3120466567484239, 0.31302375210659716, 0.3749295911449789]",1,3,0,6307584,6307584.0,3.361771347153674,0,15.010143995285034,0,"[1825196.5892122819, 1504589.212385391, 32437235.06709723]","[1, 1, 6]","[1668256.0, 4965032.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[1825196.5892122819, 1504589.212385391, 5225930.213419447], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498900020.0757453,"01/07/2017 17:07:00",6,2,0.5503212081491045,41250000.0,"[0.6367575891599105, 0.6415954012035975, 1.0]","[0.30763299077296735, 0.3086463575802735, 0.38372065164675917]",1,3,0,5692024,5692024.0,3.0336222212912967,0,15.010501861572266,0,"[1825196.5892122819, 1504589.212385391, 38129259.06709723]","[1, 1, 7]","[1668256.0, 4965032.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498900035.0862472,"01/07/2017 17:07:15",7,2,0.5227579585747102,41250000.0,"[0.6068607280945613, 0.6114713965643158, 1.0]","[0.30480995287534857, 0.30580187144713555, 0.3893881756775158]",1,3,0,3808208,3808208.0,2.029692655791425,0,15.009988784790039,0,"[1825196.5892122819, 1504589.212385391, 41937467.06709723]","[1, 1, 8]","[6307584.0, 5692024.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1825196.5892122819, 1504589.212385391, 5447037.009585319], numNetworkHighestAverageByte: 1', 'choosing greedily']"
11,1498900050.096236,"01/07/2017 17:07:30",7,2,0.5227579585747102,41250000.0,"[0.5884699855269806, 0.5929409289940019, 1.0]","[0.3015495494856983, 0.3025743319870738, 0.3958761185272279]",1,3,0,5398144,5398144.0,2.87721793620596,0,15.009343385696411,0,"[1825196.5892122819, 1504589.212385391, 47335611.06709723]","[1, 1, 9]","[6307584.0, 5692024.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
12,1498900065.1055794,"01/07/2017 17:07:45",8,2,0.5,41250000.0,"[0.563351945521077, 0.5676320528543435, 1.0]","[0.29884784351983745, 0.29985209961386006, 0.40130005686630243]",1,3,0,5639960,5639960.0,3.005988341115223,0,15.009931802749634,0,"[1825196.5892122819, 1504589.212385391, 52975571.06709723]","[1, 1, 10]","[3808208.0, 5398144.0]","['; gamma used= 0.5', 'flipped coin and will select greedily...', 'averageBytePerNet:[1825196.5892122819, 1504589.212385391, 5259512.340788581], numNetworkHighestAverageByte: 1', 'choosing greedily']"
13,1498900080.1155112,"01/07/2017 17:08:00",8,2,0.5,41250000.0,"[0.5391985071869961, 0.543295107017787, 1.0]","[0.2946940149785724, 0.2957154635123822, 0.40959052150904535]",1,3,0,6282872,6282872.0,3.3486045099569495,0,15.010126113891602,0,"[1825196.5892122819, 1504589.212385391, 59258443.06709723]","[1, 1, 11]","[3808208.0, 5398144.0]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
14,1498900095.1256373,"01/07/2017 17:08:15",9,2,0.4807498567691362,41250000.0,"[0.5135091222339387, 0.5174105450962309, 1.0]","[0.2915400714863777, 0.2925375577053735, 0.4159223708082488]",0,1,5.461273908615112,1257024,1977428.1291202751,1.0552909686274388,0.01961541175842285,14.990581274032593,4440,"[3802624.718332557, 1504589.212385391, 59258443.06709723]","[2, 1, 11]","[5639960.0, 6282872.0]","['; gamma used= 0.4807498567691362', 'flipped coin but will not select greedily...', 'choosing randomly']"
15,1498900110.135834,"01/07/2017 17:08:30",10,2,0.4807498567691362,41250000.0,"[0.5267405922786866, 0.5174105450962309, 1.0]","[0.29279614374765683, 0.2903504229743097, 0.4168534332780334]",-1,3,4.54025673866272,1882400,2699916.1860486628,1.4404756966046863,0.01784515380859375,14.9945809841156,2960,"[3802624.718332557, 1504589.212385391, 61958359.253145896]","[2, 1, 12]","[1977428.1291202751]","['; gamma used= 0.4641588833612779', 'current gain: 1977428.1291202751, prev block gain: [5639960.0, 6282872.0]', ' ----- switch back']"
16,1498900125.14826,"01/07/2017 17:08:45",10,2,0.4641588833612779,41250000.0,"[0.521598469178426, 0.5123595033590675, 1.0]","[0.2910174334553334, 0.2885175207486169, 0.4204650457960496]",-1,3,0,4189064,4189064.0,2.2324250523162528,0,15.011707544326782,0,"[3802624.718332557, 1504589.212385391, 66147423.253145896]","[2, 1, 13]","[1977428.1291202751]","['; gamma used= 0.4496443130226092', 'no selection ----- in the middle of a block']"
17,1498900140.1599677,"01/07/2017 17:09:00",11,2,0.4496443130226092,41250000.0,"[0.5137193764335548, 0.5046199713546106, 1.0]","[0.28996114262595907, 0.2874799397802652, 0.42255891759377573]",1,3,0,5710912,5710912.0,3.043702454949111,0,15.01043438911438,0,"[3802624.718332557, 1504589.212385391, 71858335.2531459]","[2, 1, 14]","[2699916.1860486628, 4189064.0]","['; gamma used= 0.4496443130226092', 'flipped coin and will select greedily...', 'averageBytePerNet:[1901312.3591662785, 1504589.212385391, 5088263.327165069], numNetworkHighestAverageByte: 1', 'choosing greedily']"
18,1498900155.170402,"01/07/2017 17:09:15",11,2,0.4496443130226092,41250000.0,"[0.49342085941478064, 0.4846809977701097, 1.0]","[0.2860846803562912, 0.28359624659432364, 0.4303190730493852]",1,3,0,5731184,5731184.0,3.0544249732792763,0,15.010835886001587,0,"[3802624.718332557, 1504589.212385391, 77589519.2531459]","[2, 1, 15]","[2699916.1860486628, 4189064.0]","['; gamma used= 0.43679023236814946', 'no selection ----- in the middle of a block']"
19,1498900170.181238,"01/07/2017 17:09:30",12,2,0.43679023236814946,41250000.0,"[0.47385657864903413, 0.46546325506372477, 1.0]","[0.28321233950432645, 0.2807747829218772, 0.43601287757379636]",0,1,4.615275621414185,1323472,1912003.1037065294,1.0201446708419033,0.01616835594177246,14.99397611618042,0,"[5714627.822039086, 1504589.212385391, 77589519.2531459]","[3, 1, 15]","[5710912.0, 5731184.0]","['; gamma used= 0.43679023236814946', 'flipped coin but will not select greedily...', 'choosing randomly']"
20,1498900185.1913824,"01/07/2017 17:09:45",13,3,0.43679023236814946,41250000.0,"[0.48497931308562814, 0.46546325506372477, 1.0]","[0.284665527293795, 0.2789150034575839, 0.436419469248621]",-1,3,5.106556177139282,1573976,2386593.8187401337,1.2730580697465135,0.014147281646728516,14.997548818588257,2896,"[5714627.822039086, 1504589.212385391, 79976113.07188603]","[3, 1, 16]","[1912003.1037065294]","['; gamma used= 0.42529037028299016', 'current gain: 1912003.1037065294, prev block gain: [5710912.0, 5731184.0]', ' ----- switch back']"
