"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498395120.0000749,"25/06/2017 20:52:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,2.8902266025543213,1779592,2204361.2622643104,1.1757396790657404,0.0015063285827636719,14.998975038528442,0,"[2204361.2622643104, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498395135.0005562,"25/06/2017 20:52:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.958472305260845, 0.958472305260845]","[0.33529135053413495, 0.3323543247329325, 0.3323543247329325]",2,3,4.22310209274292,7719696,10745415.879199894,5.7317484877277565,0.010071516036987305,14.997749328613281,0,"[2204361.2622643104, 0, 10745415.879199894]","[1, 0, 1]","[2204361.2622643104]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498395150.008377,"25/06/2017 20:52:30",3,1,0.6933612743506348,41250000.0,"[0.9249673982822096, 0.8865556345226756, 1.0]","[0.33200198291664845, 0.3278126043656866, 0.3401854127176649]",2,2,4.290182590484619,2709208,3794589.9719857434,2.023936182843236,0.007056474685668945,14.998852252960205,11840,"[2204361.2622643104, 3794589.9719857434, 10745415.879199894]","[1, 1, 1]","[10745415.879199894]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498395165.0142858,"25/06/2017 20:52:45",4,2,0.6299605249474366,41250000.0,"[0.9249673982822096, 0.9038474382850153, 1.0]","[0.3309825484294575, 0.3282198299901069, 0.3407976215804356]",-1,3,4.417592525482178,3246512,4601895.884079529,2.4545204226260577,0.009138107299804688,14.998924732208252,1448,"[2204361.2622643104, 3794589.9719857434, 15347311.763279423]","[1, 1, 2]","[3794589.9719857434]","['; gamma used= 0.6299605249474366', 'current gain: 3794589.9719857434, prev block gain: [10745415.879199894]', ' ----- switch back']"
5,1498395180.0223486,"25/06/2017 20:53:00",4,2,0.6299605249474366,41250000.0,"[0.9050691778262646, 0.8844035577558887, 1.0]","[0.3296486885551764, 0.32657273372344864, 0.343778577721375]",-1,3,0,5652896,5652896.0,3.0112633680985756,0,15.018004894256592,0,"[2204361.2622643104, 3794589.9719857434, 21000207.763279423]","[1, 1, 3]","[3794589.9719857434]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498395195.0403535,"25/06/2017 20:53:15",5,2,0.5848035476425733,41250000.0,"[0.8812114189137067, 0.8610905476796592, 1.0]","[0.3283537597740953, 0.32530737230237017, 0.3463388679235345]",0,1,3.008450984954834,5186736,6488277.925687286,3.4610287678177385,0.00644683837890625,14.997339487075806,0,"[8692639.187951596, 3794589.9719857434, 21000207.763279423]","[2, 1, 3]","[4601895.884079529, 5652896.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498395210.0441399,"25/06/2017 20:53:30",5,2,0.5848035476425733,41250000.0,"[0.9621507934062458, 0.8610905476796592, 1.0]","[0.33668936519822507, 0.3205927430139499, 0.3427178917878251]",0,1,0,5622584,5622584.0,2.997073556775814,0,15.008197546005249,0,"[14315223.187951596, 3794589.9719857434, 21000207.763279423]","[3, 1, 3]","[4601895.884079529, 5652896.0]","['; gamma used= 0.5503212081491045', 'current gain: 6488277.925687286, prev block gain: [4601895.884079529, 5652896.0]', 'no selection ----- in the middle of a block']"
8,1498395225.0523374,"25/06/2017 20:53:45",6,2,0.5503212081491045,41250000.0,"[1.0, 0.8293436589512776, 0.9631317649300315]","[0.34447272121243544, 0.31699153494730414, 0.3385357438402604]",1,3,4.320956468582153,1741944,2446885.3014270402,1.30515788632021,0.008832693099975586,14.99824857711792,1448,"[14315223.187951596, 3794589.9719857434, 23447093.064706463]","[3, 1, 4]","[6488277.925687286, 5622584.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[4771741.062650532, 3794589.9719857434, 7000069.254426475], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498395240.0594187,"25/06/2017 20:54:00",7,2,0.5503212081491045,41250000.0,"[1.0, 0.8293436589512776, 0.9832496133836148]","[0.34393308483520163, 0.3149760431664461, 0.3410908719983522]",-1,1,3.2298991680145264,2557168,3258986.873347817,1.738305344755977,0.008138895034790039,14.998455286026001,0,"[17574210.061299413, 3794589.9719857434, 23447093.064706463]","[4, 1, 4]","[2446885.3014270402]","['; gamma used= 0.5227579585747102', 'current gain: 2446885.3014270402, prev block gain: [6488277.925687286, 5622584.0]', ' ----- switch back']"
10,1498395255.0660129,"25/06/2017 20:54:15",7,2,0.5227579585747102,41250000.0,"[1.0, 0.8184947575860999, 0.9703874205425472]","[0.3459499665927691, 0.3134091077789179, 0.34064092562831305]",-1,1,0,3950144,3950144.0,2.1057024060069587,0,15.007416009902954,0,"[21524354.061299413, 3794589.9719857434, 23447093.064706463]","[5, 1, 4]","[2446885.3014270402]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
