"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498395120.000073,"25/06/2017 20:52:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.476106882095337,3453576,4922535.401733409,2.625423280412402,0.0008766651153564453,14.99959397315979,0,"[0, 0, 4922535.401733409]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498395135.0005436,"25/06/2017 20:52:15",2,1,0.7937005259840998,41250000.0,"[0.9096315872625551, 0.9096315872625551, 1.0]","[0.3311290982949204, 0.3311290982949204, 0.33774180341015925]",2,2,4.302629709243774,1960592,2749354.613699377,1.4665684327978277,0.011528253555297852,14.99748420715332,1352,"[0, 2749354.613699377, 4922535.401733409]","[0, 1, 1]","[4922535.401733409]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498395150.009556,"25/06/2017 20:52:30",3,1,0.6933612743506348,41250000.0,"[0.9096315872625551, 0.9380924387440831, 1.0]","[0.32906821332671365, 0.3321328358636909, 0.33879895080959543]",2,1,3.137922525405884,894896,1131675.1495391051,0.6036583698215514,0.010160207748413086,14.997557640075684,0,"[1131675.1495391051, 2749354.613699377, 4922535.401733409]","[1, 1, 1]","[2749354.613699377]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498395165.017274,"25/06/2017 20:52:45",4,2,0.6299605249474366,41250000.0,"[0.914887002110916, 0.9380924387440831, 1.0]","[0.3286502645766096, 0.33166007511612383, 0.33968966030726655]",-1,2,4.265251636505127,1600040,2235947.3935250794,1.1927219263361086,0.010636568069458008,14.997275352478027,2864,"[1131675.1495391051, 4985302.007224456, 4922535.401733409]","[1, 2, 1]","[1131675.1495391051]","['; gamma used= 0.6299605249474366', 'current gain: 1131675.1495391051, prev block gain: [2749354.613699377]', ' ----- switch back']"
5,1498395180.0251858,"25/06/2017 20:53:00",4,2,0.6299605249474366,41250000.0,"[0.914887002110916, 0.9480572365107973, 1.0]","[0.3276153527829576, 0.332425842439342, 0.33995880477770046]",-1,2,0,1818688,1818688.0,0.9687833663515746,0,15.018325567245483,0,"[1131675.1495391051, 6803990.007224456, 4922535.401733409]","[1, 3, 1]","[1131675.1495391051]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498395195.0435114,"25/06/2017 20:53:15",5,2,0.5848035476425733,41250000.0,"[0.914887002110916, 0.956240474252008, 1.0]","[0.3272371881626085, 0.3332173527728519, 0.33954545906453965]",0,3,4.631260395050049,1595760,2308974.9685575687,1.2320014988919425,0.012762784957885742,14.99332571029663,0,"[1131675.1495391051, 6803990.007224456, 7231510.370290978]","[1, 3, 2]","[2235947.3935250794, 1818688.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498395210.0496,"25/06/2017 20:53:30",5,2,0.5848035476425733,41250000.0,"[0.8876342946708945, 0.9277559271691782, 1.0]","[0.32521482323422957, 0.3316231168657682, 0.3431620599000022]",0,3,0,1918536,1918536.0,1.0226671688053164,0,15.008096933364868,0,"[1131675.1495391051, 6803990.007224456, 9150046.370290978]","[1, 3, 3]","[2235947.3935250794, 1818688.0]","['; gamma used= 0.5503212081491045', 'current gain: 2308974.9685575687, prev block gain: [2235947.3935250794, 1818688.0]', 'no selection ----- in the middle of a block']"
8,1498395225.0576968,"25/06/2017 20:53:45",6,2,0.5503212081491045,41250000.0,"[0.865608464949812, 0.9047345159897805, 1.0]","[0.3239449436387787, 0.3302958379080443, 0.34575921845317703]",0,1,3.3438425064086914,854320,1099480.433421783,0.5865358382206507,0.010492086410522461,14.996259212493896,0,"[2231155.582960888, 6803990.007224456, 9150046.370290978]","[2, 3, 3]","[2308974.9685575687, 1918536.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498395240.064448,"25/06/2017 20:54:00",7,2,0.5503212081491045,41250000.0,"[0.8781084731012313, 0.9047345159897805, 1.0]","[0.3248433552221387, 0.3294095729760764, 0.3457470718017849]",-1,3,4.608773469924927,1501576,2167680.9048466296,1.156238047616569,0.008872509002685547,14.99816346168518,0,"[2231155.582960888, 6803990.007224456, 11317727.275137607]","[2, 3, 4]","[1099480.433421783]","['; gamma used= 0.5227579585747102', 'current gain: 1099480.433421783, prev block gain: [2308974.9685575687, 1918536.0]', ' ----- switch back']"
10,1498395255.071484,"25/06/2017 20:54:15",7,2,0.5227579585747102,41250000.0,"[0.870451310625702, 0.8968451727043361, 1.0]","[0.3239413417636842, 0.32871023122631104, 0.3473484270100047]",-1,3,0,3499816,3499816.0,1.8656688011076863,0,15.00723385810852,0,"[2231155.582960888, 6803990.007224456, 14817543.275137607]","[2, 3, 5]","[1099480.433421783]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
