"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498892400.0001154,"01/07/2017 15:00:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.190411329269409,4277392,5935721.677982563,3.165951115871367,0.0017619132995605469,14.998896598815918,0,"[0, 5935721.677982563, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498892415.000774,"01/07/2017 15:00:15",2,1,0.7937005259840998,41250000.0,"[0.892070105763055, 1.0, 0.892070105763055]","[0.33066753363456164, 0.3386649327308767, 0.33066753363456164]",2,3,4.088277578353882,4716136,6484098.408790693,3.4595741114086507,0.013209819793701172,14.993980646133423,10360,"[0, 5935721.677982563, 6484098.408790693]","[0, 1, 1]","[5935721.677982563]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498892430.0079644,"01/07/2017 15:00:30",3,1,0.6933612743506348,41250000.0,"[0.892070105763055, 1.0, 0.9593006071969351]","[0.3270543695273043, 0.3386612381389032, 0.33428439233379237]",2,1,4.277035474777222,1068624,1494912.924715161,0.7973540125708034,0.008411884307861328,14.998737335205078,0,"[1494912.924715161, 5935721.677982563, 6484098.408790693]","[1, 1, 1]","[6484098.408790693]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498892445.0151136,"01/07/2017 15:00:45",4,2,0.6299605249474366,41250000.0,"[0.8988846457980978, 1.0, 0.9593006071969351]","[0.3263623642348103, 0.33945342351776536, 0.33418421224742423]",-1,3,3.9587478637695312,2158968,2933131.2746129916,1.5644608876420454,0.008733510971069336,14.998809099197388,0,"[1494912.924715161, 5935721.677982563, 9417229.683403684]","[1, 1, 2]","[1494912.924715161]","['; gamma used= 0.6299605249474366', 'current gain: 1494912.924715161, prev block gain: [6484098.408790693]', ' ----- switch back']"
5,1498892460.0226562,"01/07/2017 15:01:00",4,2,0.6299605249474366,41250000.0,"[0.8988846457980978, 1.0, 0.9726901077486229]","[0.32490282527380354, 0.33952293442876846, 0.335574240297428]",-1,3,0,4070328,4070328.0,2.1682962164613886,0,15.017608642578125,0,"[1494912.924715161, 5935721.677982563, 13487557.683403684]","[1, 1, 3]","[1494912.924715161]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498892475.0402648,"01/07/2017 15:01:15",5,2,0.5848035476425733,41250000.0,"[0.8988846457980978, 1.0, 0.9915809899194491]","[0.3240534064160443, 0.33857796461342016, 0.33736862897053554]",1,2,4.339150428771973,936856,1318248.6589669124,0.7031655900896725,0.008393526077270508,14.99787449836731,0,"[1494912.924715161, 7253970.336949475, 13487557.683403684]","[1, 2, 3]","[2933131.2746129916, 4070328.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[1494912.924715161, 5935721.677982563, 4495852.561134561], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498892490.0465329,"01/07/2017 15:01:30",6,2,0.5848035476425733,41250000.0,"[0.888407117094722, 1.0, 0.9800229792979879]","[0.32271443961526053, 0.3402086615686247, 0.3370768988161148]",-1,3,4.37293553352356,1453792,2052126.6446496053,1.094614160328109,0.01019144058227539,14.997990846633911,0,"[1494912.924715161, 7253970.336949475, 15539684.328053288]","[1, 2, 4]","[1318248.6589669124]","['; gamma used= 0.5503212081491045', 'current gain: 1318248.6589669124, prev block gain: [2933131.2746129916, 4070328.0]', ' ----- switch back']"
8,1498892505.0547152,"01/07/2017 15:01:45",6,2,0.5503212081491045,41250000.0,"[0.888407117094722, 1.0, 0.9885555448321468]","[0.3216251689461147, 0.3401366414622644, 0.338238189591621]",-1,3,0,1779592,1779592.0,0.9486223829170061,0,15.007801055908203,0,"[1494912.924715161, 7253970.336949475, 17319276.32805329]","[1, 2, 5]","[1318248.6589669124]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498892520.0625162,"01/07/2017 15:02:00",7,2,0.5227579585747102,41250000.0,"[0.888407117094722, 1.0, 0.9960150565952599]","[0.32124404338573576, 0.3397076426923926, 0.3390483139218717]",1,2,4.562781095504761,1253968,1802270.0951978136,0.9613471849228081,0.009685754776000977,14.997870683670044,2896,"[1494912.924715161, 9056240.432147289, 17319276.32805329]","[1, 3, 5]","[2052126.6446496053, 1779592.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1494912.924715161, 3626985.1684747376, 3463855.2656106576], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498892535.0700727,"01/07/2017 15:02:15",8,2,0.5227579585747102,41250000.0,"[0.875562296362105, 1.0, 0.9816144123379386]","[0.319888253153781, 0.3416645932833545, 0.3384471535628644]",-1,3,4.337107419967651,1553704,2185783.7378887637,1.165901005778599,0.008952140808105469,14.998074293136597,0,"[1494912.924715161, 9056240.432147289, 19505060.065942053]","[1, 3, 6]","[1802270.0951978136]","['; gamma used= 0.5', 'current gain: 1802270.0951978136, prev block gain: [2052126.6446496053, 1779592.0]', ' ----- switch back']"
11,1498892550.077099,"01/07/2017 15:02:30",8,2,0.5,41250000.0,"[0.875562296362105, 1.0, 0.9899852181912824]","[0.31890579219083703, 0.34145446573721416, 0.3396397420719488]",-1,3,0,3155192,3155192.0,1.6820101182890894,0,15.006768226623535,0,"[1494912.924715161, 9056240.432147289, 22660252.065942053]","[1, 3, 7]","[1802270.0951978136]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
