"time slot","timestamp","date time","max gain","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","log"
1,1498892400.0001173,"01/07/2017 15:00:00",41250000.0,1,4.371978282928467,600920,848121.5638450905,0.45233813682991725,0.0008819103240966797,14.99977993965149,0,"[848121.5638450905, 0, 0]","[1, 0, 0]","[]"
2,1498892415.0007792,"01/07/2017 15:00:15",41250000.0,2,4.385491371154785,2463048,3480708.090365578,1.8564124368077062,0.007366657257080078,14.99971890449524,0,"[848121.5638450905, 3480708.090365578, 0]","[1, 1, 0]","[]"
3,1498892430.0078647,"01/07/2017 15:00:30",41250000.0,3,3.0719876289367676,9280232,11670335.358828232,6.224252562255166,0.00657200813293457,14.99982237815857,0,"[848121.5638450905, 3480708.090365578, 11670335.358828232]","[1, 1, 1]","[]"
4,1498892445.014259,"01/07/2017 15:00:45",41250000.0,3,0,5569008,5569008.0,2.9687385577195196,0,15.007068872451782,0,"[848121.5638450905, 3480708.090365578, 17239343.35882823]","[1, 1, 2]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 11670335.358828232], numNetworkHighestAverageByte: 1']"
5,1498892460.021328,"01/07/2017 15:01:00",41250000.0,3,0,2671720,2671720.0,1.4242205096453364,0,15.007339000701904,0,"[848121.5638450905, 3480708.090365578, 19911063.35882823]","[1, 1, 3]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 8619671.679414116], numNetworkHighestAverageByte: 1']"
6,1498892475.028667,"01/07/2017 15:01:15",41250000.0,3,0,2422344,2422344.0,1.2913046497889844,0,15.007110834121704,0,"[848121.5638450905, 3480708.090365578, 22333407.35882823]","[1, 1, 4]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 6637021.119609411], numNetworkHighestAverageByte: 1']"
7,1498892490.0357778,"01/07/2017 15:01:30",41250000.0,3,0,2687488,2687488.0,1.4327835125389068,0,15.005689144134521,0,"[848121.5638450905, 3480708.090365578, 25020895.35882823]","[1, 1, 5]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 5583351.839707058], numNetworkHighestAverageByte: 1']"
8,1498892505.041467,"01/07/2017 15:01:45",41250000.0,3,0,3224696,3224696.0,1.719066132685668,0,15.006733894348145,0,"[848121.5638450905, 3480708.090365578, 28245591.35882823]","[1, 1, 6]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 5004179.071765646], numNetworkHighestAverageByte: 1']"
9,1498892520.0482008,"01/07/2017 15:02:00",41250000.0,3,0,3651856,3651856.0,1.9468131611042994,0,15.006498098373413,0,"[848121.5638450905, 3480708.090365578, 31897447.35882823]","[1, 1, 7]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 4707598.559804705], numNetworkHighestAverageByte: 1']"
10,1498892535.054699,"01/07/2017 15:02:15",41250000.0,3,0,3454928,3454928.0,1.841835084932722,0,15.006459712982178,0,"[848121.5638450905, 3480708.090365578, 35352375.35882823]","[1, 1, 8]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 4556778.194118319], numNetworkHighestAverageByte: 1']"
11,1498892550.0611587,"01/07/2017 15:02:30",41250000.0,3,0,2943784,2943784.0,1.569384064311302,0,15.006060361862183,0,"[848121.5638450905, 3480708.090365578, 38296159.35882823]","[1, 1, 9]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 4419046.919853529], numNetworkHighestAverageByte: 1']"
12,1498892565.067219,"01/07/2017 15:02:45",41250000.0,3,0,2839528,2839528.0,1.5137809286217183,0,15.006282329559326,0,"[848121.5638450905, 3480708.090365578, 41135687.35882823]","[1, 1, 10]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 4255128.817647581], numNetworkHighestAverageByte: 1']"
13,1498892580.0735013,"01/07/2017 15:03:00",41250000.0,3,0,2394992,2394992.0,1.2768311771595438,0,15.005849123001099,0,"[848121.5638450905, 3480708.090365578, 43530679.35882823]","[1, 1, 11]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 4113568.7358828234], numNetworkHighestAverageByte: 1']"
14,1498892595.0793505,"01/07/2017 15:03:15",41250000.0,3,0,3772040,3772040.0,2.010793384689469,0,15.007170915603638,0,"[848121.5638450905, 3480708.090365578, 47302719.35882823]","[1, 1, 12]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3957334.487166203], numNetworkHighestAverageByte: 1']"
15,1498892610.0865214,"01/07/2017 15:03:30",41250000.0,3,0,2790296,2790296.0,1.4875913177539077,0,15.005712747573853,0,"[848121.5638450905, 3480708.090365578, 50093015.35882823]","[1, 1, 13]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3941893.2799023525], numNetworkHighestAverageByte: 1']"
16,1498892625.0922341,"01/07/2017 15:03:45",41250000.0,3,0,2994464,2994464.0,1.596442456038295,0,15.005684614181519,0,"[848121.5638450905, 3480708.090365578, 53087479.35882823]","[1, 1, 14]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3853308.873756018], numNetworkHighestAverageByte: 1']"
17,1498892640.0979187,"01/07/2017 15:04:00",41250000.0,3,0,2575992,2575992.0,1.3733328614975124,0,15.005783796310425,0,"[848121.5638450905, 3480708.090365578, 55663471.35882823]","[1, 1, 15]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3791962.8113448736], numNetworkHighestAverageByte: 1']"
18,1498892655.1037025,"01/07/2017 15:04:15",41250000.0,3,0,2764232,2764232.0,1.4736756265345659,0,15.005918264389038,0,"[848121.5638450905, 3480708.090365578, 58427703.35882823]","[1, 1, 16]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3710898.0905885487], numNetworkHighestAverageByte: 1']"
19,1498892670.1096208,"01/07/2017 15:04:30",41250000.0,3,0,4543824,4543824.0,2.422402369159948,0,15.006009101867676,0,"[848121.5638450905, 3480708.090365578, 62971527.35882823]","[1, 1, 17]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3651731.4599267645], numNetworkHighestAverageByte: 1']"
20,1498892685.11563,"01/07/2017 15:04:45",41250000.0,3,0,3352120,3352120.0,1.7857794437984067,0,15.016949653625488,0,"[848121.5638450905, 3480708.090365578, 66323647.35882823]","[1, 1, 18]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3704207.4916957784], numNetworkHighestAverageByte: 1']"
21,1498892700.1325796,"01/07/2017 15:05:00",41250000.0,3,0,2645496,2645496.0,1.4103264915281382,0,15.006431579589844,0,"[848121.5638450905, 3480708.090365578, 68969143.35882823]","[1, 1, 19]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3684647.0754904575], numNetworkHighestAverageByte: 1']"
22,1498892715.1390111,"01/07/2017 15:05:15",41250000.0,3,0,3452032,3452032.0,1.8403057186495362,0,15.006341457366943,0,"[848121.5638450905, 3480708.090365578, 72421175.35882823]","[1, 1, 20]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3629954.9136225386], numNetworkHighestAverageByte: 1']"
23,1498892730.1453526,"01/07/2017 15:05:30",41250000.0,3,0,3648960,3648960.0,1.9453649548436955,0,15.005760192871094,0,"[848121.5638450905, 3480708.090365578, 76070135.35882823]","[1, 1, 21]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3621058.7679414116], numNetworkHighestAverageByte: 1']"
24,1498892745.1511128,"01/07/2017 15:05:45",41250000.0,3,0,3585248,3585248.0,1.91139179653929,0,15.005810976028442,0,"[848121.5638450905, 3480708.090365578, 79655383.35882823]","[1, 1, 22]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3622387.3980394397], numNetworkHighestAverageByte: 1']"
25,1498892760.1569238,"01/07/2017 15:06:00",41250000.0,3,0,4608984,4608984.0,2.456945114438868,0,15.0072021484375,0,"[848121.5638450905, 3480708.090365578, 84264367.35882823]","[1, 1, 23]","['averageBytePerNet:[848121.5638450905, 3480708.090365578, 3620699.2435831013], numNetworkHighestAverageByte: 1']"
