"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498633200.0000665,"28/06/2017 15:00:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.506123065948486,1484200,2121547.277980907,1.1315221864172547,0.0009005069732666016,14.999598264694214,0,"[0, 2121547.277980907, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498633215.0005653,"28/06/2017 15:00:15",2,1,0.7937005259840998,41250000.0,"[0.9600007932169546, 1.0, 0.9600007932169546]","[0.33239134579484103, 0.33521730841031794, 0.33239134579484103]",2,3,4.114964246749878,5400344,7442413.019764086,3.9700350181695474,0.009810686111450195,14.997173547744751,0,"[0, 2121547.277980907, 7442413.019764086]","[0, 1, 1]","[2121547.277980907]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498633230.0075495,"28/06/2017 15:00:30",3,1,0.6933612743506348,41250000.0,"[0.9199844783738182, 0.9583163731468991, 1.0]","[0.32913063379859553, 0.33321430815068176, 0.3376550580507227]",2,1,3.99865460395813,713864,973347.4728448035,0.5191415584390804,0.004568338394165039,14.999338150024414,0,"[973347.4728448035, 2121547.277980907, 7442413.019764086]","[1, 1, 1]","[7442413.019764086]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498633245.011456,"28/06/2017 15:00:45",4,2,0.6299605249474366,41250000.0,"[0.9245542334544826, 0.9583163731468991, 1.0]","[0.3286607642392576, 0.33299440461140095, 0.3383448311493414]",-1,3,4.144491672515869,2324040,3211424.6911719325,1.7128946298656793,0.007917165756225586,14.998819589614868,0,"[973347.4728448035, 2121547.277980907, 10653837.71093602]","[1, 1, 2]","[973347.4728448035]","['; gamma used= 0.6299605249474366', 'current gain: 973347.4728448035, prev block gain: [7442413.019764086]', ' ----- switch back']"
5,1498633260.0181928,"28/06/2017 15:01:00",4,2,0.6299605249474366,41250000.0,"[0.9106289634007566, 0.9438825911035066, 1.0]","[0.3273879699302239, 0.3322248003253961, 0.34038722974438]",-1,3,0,3955936,3955936.0,2.1088768868177543,0,15.006797313690186,0,"[973347.4728448035, 2121547.277980907, 14609773.71093602]","[1, 1, 3]","[973347.4728448035]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498633275.02499,"28/06/2017 15:01:15",5,2,0.5848035476425733,41250000.0,"[0.8937633410952482, 0.9264010833521542, 1.0]","[0.3265181091114477, 0.3313231746177536, 0.34215871627079864]",0,3,0,4740752,4740752.0,2.527432829964895,0,15.005746364593506,0,"[973347.4728448035, 2121547.277980907, 19350525.710936017]","[1, 1, 4]","[3211424.6911719325, 3955936.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498633290.0307364,"28/06/2017 15:01:30",5,2,0.5848035476425733,41250000.0,"[0.8403558411000083, 0.8710432905452911, 1.0]","[0.32281132562486226, 0.32790076267250434, 0.3492879117026334]",0,3,0,2771472,2771472.0,1.477512478263415,0,15.0061514377594,0,"[973347.4728448035, 2121547.277980907, 22121997.710936017]","[1, 1, 5]","[3211424.6911719325, 3955936.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498633305.036888,"28/06/2017 15:01:45",6,2,0.5503212081491045,41250000.0,"[0.8106242053214164, 0.8402259384245758, 1.0]","[0.32095119869780847, 0.3259727091026595, 0.35307609219953207]",0,1,4.25397253036499,514040,717593.7276111896,0.3828021477021145,0.010313272476196289,14.996649980545044,1448,"[1690941.200455993, 2121547.277980907, 22121997.710936017]","[2, 1, 5]","[4740752.0, 2771472.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498633320.0438511,"28/06/2017 15:02:00",7,2,0.5503212081491045,41250000.0,"[0.8183166996141286, 0.8402259384245758, 1.0]","[0.32115085440235913, 0.3250838399811369, 0.35376530561650404]",-1,3,4.40974235534668,3777832,5351229.196600541,2.854402039507536,0.009655952453613281,14.997828960418701,0,"[1690941.200455993, 2121547.277980907, 27473226.90753656]","[2, 1, 6]","[717593.7276111896]","['; gamma used= 0.5227579585747102', 'current gain: 717593.7276111896, prev block gain: [4740752.0, 2771472.0]', ' ----- switch back']"
10,1498633335.051336,"28/06/2017 15:02:15",7,2,0.5227579585747102,41250000.0,"[0.8008136689308006, 0.8222542895652674, 1.0]","[0.3193149551597231, 0.323401890948981, 0.35728315389129583]",-1,3,0,6782432,6782432.0,3.6154686031120646,0,15.007586002349854,0,"[1690941.200455993, 2121547.277980907, 34255658.90753656]","[2, 1, 7]","[717593.7276111896]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498633350.058922,"28/06/2017 15:02:30",8,2,0.5,41250000.0,"[0.7791663228971967, 0.8000273673430236, 1.0]","[0.3177150981678749, 0.32175920011430215, 0.36052570171782294]",0,3,0,7222200,7222200.0,3.8508855808820295,0,15.00371766090393,0,"[1690941.200455993, 2121547.277980907, 41477858.90753656]","[2, 1, 8]","[5351229.196600541, 6782432.0]","['; gamma used= 0.5', 'flipped coin but will not select greedily...', 'choosing randomly']"
12,1498633365.0626397,"28/06/2017 15:02:45",8,2,0.5,41250000.0,"[0.7208288010349859, 0.7401279432262315, 1.0]","[0.31234139354447454, 0.31641342056014865, 0.3712451858953769]",0,3,0,7987592,7987592.0,4.258987071014626,0,15.003740310668945,0,"[1690941.200455993, 2121547.277980907, 49465450.90753656]","[2, 1, 9]","[5351229.196600541, 6782432.0]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
13,1498633380.06638,"28/06/2017 15:03:00",9,2,0.4807498567691362,41250000.0,"[0.6613818158215455, 0.6790893514914816, 1.0]","[0.3069822031774152, 0.31091074566975274, 0.38210705115283206]",0,2,9.067141771316528,1727464,4368993.277657867,2.330638998952653,0.009241104125976562,14.99672245979309,0,"[1690941.200455993, 6490540.555638774, 49465450.90753656]","[2, 2, 9]","[7222200.0, 7987592.0]","['; gamma used= 0.4807498567691362', 'flipped coin but will not select greedily...', 'choosing randomly']"
14,1498633395.0723436,"28/06/2017 15:03:15",10,2,0.4807498567691362,41250000.0,"[0.6613818158215455, 0.7158420676495959, 1.0]","[0.30379922150078453, 0.31607490253986187, 0.38012587595935354]",-1,3,4.268473148345947,1368744,1913229.5579527635,1.020478356601595,0.008332490921020508,14.998687982559204,0,"[1690941.200455993, 6490540.555638774, 51378680.46548932]","[2, 2, 10]","[4368993.277657867]","['; gamma used= 0.4641588833612779', 'current gain: 4368993.277657867, prev block gain: [7222200.0, 7987592.0]', ' ----- switch back']"
