"timestamp","date time","EcIo","RSCP"
1495441394.2271256,"22/05/2017 16:23:14"," 134d3"," -10"," -100"
1495441395.7302096,"22/05/2017 16:23:15"," 134d3"," -9"," -98"
1495441397.2443268,"22/05/2017 16:23:17"," 134d3"," -9"," -101"
1495441398.7493842,"22/05/2017 16:23:18"," 134d3"," -13"," -98"
1495441400.2648487,"22/05/2017 16:23:20"," 134d3"," -13"," -100"
1495441401.7718396,"22/05/2017 16:23:21"," 134d3"," -13"," -100"
1495441403.2831938,"22/05/2017 16:23:23"," 134d3"," -12"," -99"
1495441404.788265,"22/05/2017 16:23:24"," 134d3"," -13"," -101"
1495441406.305724,"22/05/2017 16:23:26"," 134d3"," -13"," -101"
1495441407.812874,"22/05/2017 16:23:27"," 134d3"," -12"," -102"
1495441409.3178735,"22/05/2017 16:23:29"," 134d3"," -13"," -101"
1495441410.8346481,"22/05/2017 16:23:30"," 134d3"," -12"," -97"
1495441412.3470929,"22/05/2017 16:23:32"," 134d3"," -14"," -103"
1495441413.8585227,"22/05/2017 16:23:33"," 134d3"," -8"," -102"
1495441415.367746,"22/05/2017 16:23:35"," 134d3"," -8"," -101"
1495441416.871966,"22/05/2017 16:23:36"," 134d3"," -13"," -104"
1495441418.3762345,"22/05/2017 16:23:38"," 134d3"," -9"," -100"
1495441419.8792427,"22/05/2017 16:23:39"," fffff"," -8"," -102"
1495441421.3887684,"22/05/2017 16:23:41"," 134d3"," -7"," -100"
1495441422.8893487,"22/05/2017 16:23:42"," 134d3"," -14"," -99"
1495441424.4009926,"22/05/2017 16:23:44"," 134d3"," -14"," -100"
1495441425.9114714,"22/05/2017 16:23:45"," 134d3"," -6"," -97"
1495441427.4274194,"22/05/2017 16:23:47"," 134d3"," -10"," -97"
1495441428.9319806,"22/05/2017 16:23:48"," 134d3"," -10"," -100"
1495441430.4355261,"22/05/2017 16:23:50"," 134d3"," -10"," -95"
1495441431.953675,"22/05/2017 16:23:51"," 134d3"," -13"," -99"
1495441433.468325,"22/05/2017 16:23:53"," 134d3"," -13"," -99"
1495441434.973323,"22/05/2017 16:23:54"," 134d3"," -12"," -97"
1495441436.475915,"22/05/2017 16:23:56"," 134d3"," -13"," -99"
1495441437.9835985,"22/05/2017 16:23:57"," 134d3"," -14"," -99"
1495441439.495007,"22/05/2017 16:23:59"," 134d3"," -14"," -100"
1495441441.0092394,"22/05/2017 16:24:01"," 134d3"," -13"," -99"
1495441442.5116653,"22/05/2017 16:24:02"," 134d3"," -12"," -97"
1495441444.0250323,"22/05/2017 16:24:04"," 134d3"," -13"," -99"
1495441445.5349686,"22/05/2017 16:24:05"," 134d3"," -13"," -98"
1495441447.0461082,"22/05/2017 16:24:07"," 134d3"," -14"," -105"
1495441448.559031,"22/05/2017 16:24:08"," 134d3"," -13"," -97"
1495441450.070916,"22/05/2017 16:24:10"," 134d3"," -13"," -99"
1495441451.579152,"22/05/2017 16:24:11"," 134d3"," -13"," -98"
1495441453.0861363,"22/05/2017 16:24:13"," 134d3"," -13"," -97"
1495441454.6053326,"22/05/2017 16:24:14"," 134d3"," -12"," -95"
1495441456.1151187,"22/05/2017 16:24:16"," 134d3"," -13"," -98"
1495441457.6249197,"22/05/2017 16:24:17"," 134d3"," -13"," -98"
1495441459.136826,"22/05/2017 16:24:19"," 134d3"," -8"," -96"
1495441460.6480727,"22/05/2017 16:24:20"," 134d3"," -13"," -96"
1495441462.1567912,"22/05/2017 16:24:22"," 134d3"," -12"," -95"
1495441463.6666734,"22/05/2017 16:24:23"," 134d3"," -13"," -96"
1495441465.1819942,"22/05/2017 16:24:25"," 134d3"," -12"," -94"
1495441466.6854599,"22/05/2017 16:24:26"," 134d3"," -13"," -98"
1495441468.189278,"22/05/2017 16:24:28"," 134d3"," -13"," -96"
1495441469.7037194,"22/05/2017 16:24:29"," 134d3"," -13"," -100"
1495441471.2087944,"22/05/2017 16:24:31"," 134d3"," -12"," -96"
1495441472.7134788,"22/05/2017 16:24:32"," 134d3"," -13"," -98"
1495441474.2283025,"22/05/2017 16:24:34"," 134d3"," -13"," -98"
1495441475.741418,"22/05/2017 16:24:35"," 134d3"," -13"," -99"
1495441477.2440045,"22/05/2017 16:24:37"," 134d3"," -12"," -96"
1495441478.7497606,"22/05/2017 16:24:38"," 134d3"," -13"," -98"
1495441480.2593024,"22/05/2017 16:24:40"," 134d3"," -13"," -97"
1495441481.7636328,"22/05/2017 16:24:41"," 134d3"," -12"," -95"
1495441483.2690418,"22/05/2017 16:24:43"," 134d3"," -13"," -98"
1495441484.7777488,"22/05/2017 16:24:44"," 134d3"," -13"," -98"
1495441486.2923324,"22/05/2017 16:24:46"," 134d3"," -12"," -98"
