time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
29,1494489981.46701,11/05/17 04:06 PM,120000000,Cellular,0,10677536,10673995.7341381,5.6927977249,0,15.0049750805,0,"['averageBytePerNet:[7649900.213608615, 11781799.683039786], numNetworkHighestAverageByte: 1']"
30,1494489996.47199,11/05/17 04:06 PM,120000000,Cellular,0,9660768,9658305.16485088,5.1510960879,0,15.0038249493,0,"['averageBytePerNet:[7649900.213608615, 11742235.256293299], numNetworkHighestAverageByte: 1']"
31,1494490011.47581,11/05/17 04:06 PM,120000000,Cellular,0,12864272,12861088.9527676,6.8592474415,0,15.0037124157,0,"['averageBytePerNet:[7649900.213608615, 11670375.5979677], numNetworkHighestAverageByte: 1']"
32,1494490026.47952,11/05/17 04:07 PM,120000000,Cellular,0,11012680,11010677.1855527,5.8723611656,0,15.0027284622,0,"['averageBytePerNet:[7649900.213608615, 11710066.043127695], numNetworkHighestAverageByte: 1']"
33,1494490041.48225,11/05/17 04:07 PM,120000000,Cellular,0,10663656,10661218.8908461,5.6859834085,0,15.003428936,0,"['averageBytePerNet:[7649900.213608615, 11687505.11223818], numNetworkHighestAverageByte: 1']"
34,1494490056.48568,11/05/17 04:07 PM,120000000,Cellular,0,9555280,9553438.84517037,5.0951673841,0,15.0028908253,0,"['averageBytePerNet:[7649900.213608615, 11655433.667819679], numNetworkHighestAverageByte: 1']"
35,1494490071.48857,11/05/17 04:07 PM,120000000,Cellular,0,9996664,9992629.2779651,5.3294022816,0,15.0060565472,0,"['averageBytePerNet:[7649900.213608615, 11591736.855012124], numNetworkHighestAverageByte: 1']"
36,1494490086.49463,11/05/17 04:08 PM,120000000,Cellular,0,13173796,13170271.2034104,7.0241446418,0,15.004014492,0,"['averageBytePerNet:[7649900.213608615, 11544704.279216623], numNetworkHighestAverageByte: 1']"
37,1494490101.49864,11/05/17 04:08 PM,120000000,Cellular,0,7529668,7527380.03854121,4.0146026872,0,15.0045592785,0,"['averageBytePerNet:[7649900.213608615, 11591149.048479304], numNetworkHighestAverageByte: 1']"
38,1494490116.5032,11/05/17 04:08 PM,120000000,Cellular,0,13344520,13340978.3552601,7.1151884561,0,15.0039820671,0,"['averageBytePerNet:[7649900.213608615, 11478266.575981023], numNetworkHighestAverageByte: 1']"
39,1494490131.50718,11/05/17 04:08 PM,120000000,Cellular,0,14215432,14212741.692052,7.5801289024,0,15.0028393269,0,"['averageBytePerNet:[7649900.213608615, 11528610.137583159], numNetworkHighestAverageByte: 1']"
40,1494490146.51002,11/05/17 04:09 PM,120000000,Cellular,0,11239560,11235191.789742,5.9921022879,0,15.0058319569,0,"['averageBytePerNet:[7649900.213608615, 11599245.178490235], numNetworkHighestAverageByte: 1']"
41,1494490161.51586,11/05/17 04:09 PM,120000000,Cellular,0,11154100,11146801.3320784,5.9449607104,0,15.0098216534,0,"['averageBytePerNet:[7649900.213608615, 11589910.476214638], numNetworkHighestAverageByte: 1']"
42,1494490176.52568,11/05/17 04:09 PM,120000000,Cellular,0,14592580,14586187.442437,7.7792999693,0,15.0065739155,0,"['averageBytePerNet:[7649900.213608615, 11578832.747611232], numNetworkHighestAverageByte: 1']"
43,1494490191.53225,11/05/17 04:09 PM,120000000,Cellular,0,11833648,11828547.4848773,6.3085586586,0,15.0064680576,0,"['averageBytePerNet:[7649900.213608615, 11652182.862119177], numNetworkHighestAverageByte: 1']"
44,1494490206.53872,11/05/17 04:10 PM,120000000,Cellular,0,17287712,17278795.2938067,9.21535749,0,15.007740736,0,"['averageBytePerNet:[7649900.213608615, 11656382.019803895], numNetworkHighestAverageByte: 1']"
45,1494490221.54646,11/05/17 04:10 PM,120000000,Cellular,0,15798957,15793645.6387757,8.423277674,0,15.0050444603,0,"['averageBytePerNet:[7649900.213608615, 11787135.816873727], numNetworkHighestAverageByte: 1']"
