"timestamp","date time","EcIo","RSCP"
1495450153.367003,"22/05/2017 18:49:13"," 134d3"," -9"," -101"
1495450154.869264,"22/05/2017 18:49:14"," 134d3"," -8"," -101"
1495450156.3751388,"22/05/2017 18:49:16"," 134d3"," -7"," -100"
1495450157.8919406,"22/05/2017 18:49:17"," 134d3"," -5"," -99"
1495450159.4013634,"22/05/2017 18:49:19"," 134d3"," -7"," -100"
1495450160.907886,"22/05/2017 18:49:20"," 134d3"," -8"," -100"
1495450162.4577324,"22/05/2017 18:49:22"," 134d3"," -9"," -100"
1495450163.9769223,"22/05/2017 18:49:23"," 134d3"," -13"," -97"
1495450165.4810042,"22/05/2017 18:49:25"," 134d3"," -14"," -98"
1495450166.995592,"22/05/2017 18:49:26"," 134d3"," -13"," -99"
1495450168.50661,"22/05/2017 18:49:28"," 134d3"," -13"," -98"
1495450170.018957,"22/05/2017 18:49:30"," 134d3"," -7"," -99"
1495450171.5280638,"22/05/2017 18:49:31"," 134d3"," -13"," -97"
1495450173.036145,"22/05/2017 18:49:33"," 134d3"," -13"," -98"
1495450174.5509377,"22/05/2017 18:49:34"," 134d3"," -13"," -98"
1495450176.0649712,"22/05/2017 18:49:36"," 134d3"," -13"," -99"
1495450177.5688558,"22/05/2017 18:49:37"," 134d3"," -7"," -99"
1495450179.073939,"22/05/2017 18:49:39"," 134d3"," -8"," -99"
1495450180.5929785,"22/05/2017 18:49:40"," 134d3"," -7"," -99"
1495450182.096074,"22/05/2017 18:49:42"," 134d3"," -7"," -97"
1495450183.6118326,"22/05/2017 18:49:43"," 134d3"," -6"," -97"
1495450185.1298919,"22/05/2017 18:49:45"," 134d3"," -8"," -98"
1495450186.641057,"22/05/2017 18:49:46"," 134d3"," -7"," -98"
1495450188.1472535,"22/05/2017 18:49:48"," 134d3"," -7"," -98"
1495450189.646564,"22/05/2017 18:49:49"," 134d3"," -7"," -98"
1495450191.1567185,"22/05/2017 18:49:51"," 134d3"," -6"," -97"
1495450192.6587937,"22/05/2017 18:49:52"," 134d3"," -6"," -96"
1495450194.1735027,"22/05/2017 18:49:54"," 134d3"," -13"," -102"
1495450195.6749628,"22/05/2017 18:49:55"," 134d3"," -13"," -99"
1495450197.1868231,"22/05/2017 18:49:57"," 134d3"," -13"," -98"
1495450198.6986358,"22/05/2017 18:49:58"," 134d3"," -13"," -99"
1495450200.2074432,"22/05/2017 18:50:00"," 134d3"," -13"," -98"
1495450201.723877,"22/05/2017 18:50:01"," 134d3"," -12"," -100"
1495450203.2272756,"22/05/2017 18:50:03"," 134d3"," -13"," -99"
1495450204.7422721,"22/05/2017 18:50:04"," 134d3"," -13"," -98"
1495450206.2559094,"22/05/2017 18:50:06"," 134d3"," -13"," -99"
1495450207.7614856,"22/05/2017 18:50:07"," 134d3"," -12"," -100"
1495450209.2808204,"22/05/2017 18:50:09"," 134d3"," -11"," -100"
1495450210.7827923,"22/05/2017 18:50:10"," 134d3"," -11"," -100"
1495450212.301222,"22/05/2017 18:50:12"," 134d3"," -11"," -99"
1495450213.8168178,"22/05/2017 18:50:13"," 134d3"," -13"," -98"
1495450215.3232265,"22/05/2017 18:50:15"," 134d3"," -13"," -98"
1495450216.8377595,"22/05/2017 18:50:16"," 134d3"," -14"," -98"
1495450218.345646,"22/05/2017 18:50:18"," 134d3"," -14"," -99"
1495450219.8485928,"22/05/2017 18:50:19"," 134d3"," -13"," -97"
1495450221.3629053,"22/05/2017 18:50:21"," 134d3"," -6"," -99"
1495450222.8683183,"22/05/2017 18:50:22"," 134d3"," -13"," -98"
1495450224.3721979,"22/05/2017 18:50:24"," 134d3"," -13"," -101"
1495450225.9123845,"22/05/2017 18:50:25"," 134d3"," -13"," -98"
1495450227.3984885,"22/05/2017 18:50:27"," 134d3"," -13"," -99"
1495450228.8985727,"22/05/2017 18:50:28"," 134d3"," -12"," -98"
1495450230.4078748,"22/05/2017 18:50:30"," 134d3"," -8"," -98"
1495450231.9091425,"22/05/2017 18:50:31"," 134d3"," -13"," -100"
1495450233.4218733,"22/05/2017 18:50:33"," 134d3"," -13"," -100"
1495450234.929513,"22/05/2017 18:50:34"," 134d3"," -12"," -102"
1495450236.4498951,"22/05/2017 18:50:36"," 134d3"," -12"," -100"
1495450238.034645,"22/05/2017 18:50:38"," 134d3"," -13"," -101"
1495450239.536576,"22/05/2017 18:50:39"," 134d3"," -13"," -100"
1495450241.0460894,"22/05/2017 18:50:41"," 134d3"," -13"," -99"
1495450242.5596995,"22/05/2017 18:50:42"," 134d3"," -12"," -99"
1495450244.0632377,"22/05/2017 18:50:44"," 134d3"," -12"," -99"
1495450245.5773602,"22/05/2017 18:50:45"," 134d3"," -11"," -96"
1495450247.0890644,"22/05/2017 18:50:47"," 134d3"," -6"," -98"
1495450248.6032546,"22/05/2017 18:50:48"," 134d3"," -12"," -98"
1495450250.1172762,"22/05/2017 18:50:50"," 134d3"," -13"," -98"
1495450251.6295345,"22/05/2017 18:50:51"," 134d3"," -12"," -98"
1495450253.1338491,"22/05/2017 18:50:53"," 134d3"," -10"," -100"
1495450254.6463015,"22/05/2017 18:50:54"," 134d3"," -7"," -100"
1495450256.1566274,"22/05/2017 18:50:56"," 134d3"," -6"," -99"
1495450257.668949,"22/05/2017 18:50:57"," 134d3"," -9"," -103"
1495450259.1834757,"22/05/2017 18:50:59"," 134d3"," -7"," -100"
1495450260.7003765,"22/05/2017 18:51:00"," 134d3"," -8"," -100"
1495450262.2198029,"22/05/2017 18:51:02"," 134d3"," -11"," -100"
1495450263.7242045,"22/05/2017 18:51:03"," 134d3"," -12"," -100"
1495450265.235228,"22/05/2017 18:51:05"," 134d3"," -12"," -100"
1495450266.7473502,"22/05/2017 18:51:06"," 134d3"," -16"," -101"
1495450268.2614434,"22/05/2017 18:51:08"," 134d3"," -10"," -82"
1495450269.7719228,"22/05/2017 18:51:09"," 134d3"," -10"," -99"
1495450271.2850046,"22/05/2017 18:51:11"," 134d3"," -12"," -100"
1495450272.8049645,"22/05/2017 18:51:12"," 134d3"," -11"," -100"
1495450274.3131564,"22/05/2017 18:51:14"," 134d3"," -11"," -100"
1495450275.828724,"22/05/2017 18:51:15"," 1340bc"," -7"," -94"
1495450277.3440259,"22/05/2017 18:51:17"," 1340bc"," -6"," -90"
1495450278.851171,"22/05/2017 18:51:18"," 1340bc"," -7"," -86"
1495450280.3525612,"22/05/2017 18:51:20"," 1340bc"," -8"," -85"
1495450281.8652914,"22/05/2017 18:51:21"," 1340bc"," -11"," -85"
1495450283.3789837,"22/05/2017 18:51:23"," 1340bc"," -7"," -84"
1495450284.890302,"22/05/2017 18:51:24"," 1340bc"," -8"," -84"
1495450286.4015656,"22/05/2017 18:51:26"," 1340bc"," -6"," -83"
1495450287.912131,"22/05/2017 18:51:27"," 1340bc"," -4"," -81"
1495450289.4238622,"22/05/2017 18:51:29"," 1340bc"," -6"," -81"
1495450290.9344628,"22/05/2017 18:51:30"," 1340bc"," -4"," -80"
1495450292.4455159,"22/05/2017 18:51:32"," 1340bc"," -6"," -80"
1495450293.9561958,"22/05/2017 18:51:33"," 1340bc"," -8"," -81"
