"timestamp","date time","EcIo","RSCP"
1495890540.5990872,"27/05/2017 21:09:00"," 134d3"," -13"," -99"
1495890542.085562,"27/05/2017 21:09:02"," 134d3"," -10"," -96"
1495890543.5923238,"27/05/2017 21:09:03"," 134d3"," -12"," -96"
1495890545.1048765,"27/05/2017 21:09:05"," 134d3"," -12"," -97"
1495890546.6151764,"27/05/2017 21:09:06"," 134d3"," -9"," -97"
1495890548.1253195,"27/05/2017 21:09:08"," 134d3"," -10"," -97"
1495890549.6377163,"27/05/2017 21:09:09"," 134d3"," -12"," -97"
1495890551.149195,"27/05/2017 21:09:11"," 134d3"," -10"," -98"
1495890552.6602173,"27/05/2017 21:09:12"," 134d3"," -8"," -97"
1495890554.170465,"27/05/2017 21:09:14"," 134d3"," -16"," -99"
1495890555.6822627,"27/05/2017 21:09:15"," 134d3"," -9"," -98"
1495890557.1933193,"27/05/2017 21:09:17"," 134d3"," -12"," -99"
1495890558.7066605,"27/05/2017 21:09:18"," 134d3"," -11"," -90"
1495890560.2199466,"27/05/2017 21:09:20"," 134d3"," -13"," -94"
1495890561.731396,"27/05/2017 21:09:21"," 134d3"," -13"," -94"
1495890563.2472868,"27/05/2017 21:09:23"," 134d3"," -13"," -94"
1495890564.7586043,"27/05/2017 21:09:24"," 134d3"," -6"," -93"
1495890566.2695453,"27/05/2017 21:09:26"," 134d3"," -6"," -95"
1495890567.7794414,"27/05/2017 21:09:27"," fffff"," -7"," -92"
1495890569.289719,"27/05/2017 21:09:29"," 134d3"," -11"," -88"
1495890570.8001177,"27/05/2017 21:09:30"," 134d3"," -12"," -91"
1495890572.307942,"27/05/2017 21:09:32"," 134d3"," -11"," -91"
1495890573.8239815,"27/05/2017 21:09:33"," 134d3"," -12"," -93"
1495890575.324587,"27/05/2017 21:09:35"," 134d3"," -11"," -92"
1495890576.834073,"27/05/2017 21:09:36"," fffff"," -6"," -90"
1495890578.3401093,"27/05/2017 21:09:38"," 134d3"," -6"," -91"
1495890579.8528762,"27/05/2017 21:09:39"," 134d3"," -15"," -94"
1495890581.3629913,"27/05/2017 21:09:41"," 134d3"," -14"," -95"
1495890582.8738716,"27/05/2017 21:09:42"," 134d3"," -11"," -96"
1495890584.3857462,"27/05/2017 21:09:44"," 134d3"," -11"," -96"
1495890585.8969665,"27/05/2017 21:09:45"," 134d3"," -11"," -98"
1495890587.403344,"27/05/2017 21:09:47"," 134d3"," -9"," -98"
1495890588.918762,"27/05/2017 21:09:48"," 134d3"," -11"," -99"
1495890590.4345028,"27/05/2017 21:09:50"," 134d3"," -11"," -99"
1495890591.950293,"27/05/2017 21:09:51"," 134d3"," -10"," -99"
1495890593.4627616,"27/05/2017 21:09:53"," 1340bc"," -6"," -91"
1495890594.976589,"27/05/2017 21:09:54"," 1340bc"," -6"," -87"
1495890596.4915833,"27/05/2017 21:09:56"," 1340bc"," -5"," -83"
