time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495793401.27157,26/05/2017 18:10:01,120000000,WiFi,3.3274288177,5793192,7444597.65156723,3.9704520808,0.000525713,15.000038147,0,['<wifi_mac_address>']
2,1495793416.27213,26/05/2017 18:10:16,120000000,Cellular,2.8094530106,3345810,4116807.56653387,2.1956307022,0.0038793087,15.0002462864,2896,['']
3,1495793431.27626,26/05/2017 18:10:31,120000000,WiFi,3.9843082428,6111689,8322523.99659267,4.4386794648,0.0064744949,14.9996366501,0,"['averageBytePerNet:[7444597.65156723, 4116807.566533866], numNetworkHighestAverageByte: 1', '<wifi_mac_address>']"
4,1495793446.28237,26/05/2017 18:10:46,120000000,WiFi,0,8521480,8518909.48249792,4.5434183907,0,15.0045261383,0,"['averageBytePerNet:[7883560.824079952, 4116807.566533866], numNetworkHighestAverageByte: 1']"
5,1495793461.28689,26/05/2017 18:11:01,120000000,WiFi,0,9045656,9044829.21502661,4.8239089147,0,15.0013711452,0,"['averageBytePerNet:[8095343.710219274, 4116807.566533866], numNetworkHighestAverageByte: 1']"
6,1495793476.28827,26/05/2017 18:11:16,120000000,WiFi,0,8036400,8035335.46865573,4.2855122499,0,15.0019872189,0,"['averageBytePerNet:[8332715.086421108, 4116807.566533866], numNetworkHighestAverageByte: 1']"
7,1495793491.29025,26/05/2017 18:11:31,120000000,WiFi,0,9060136,9057680.77043376,4.8307630776,0,15.0040659904,0,"['averageBytePerNet:[8273239.162868032, 4116807.566533866], numNetworkHighestAverageByte: 1']"
8,1495793506.29432,26/05/2017 18:11:46,120000000,WiFi,0,9071720,9070019.15227956,4.8373435479,0,15.0028128624,0,"['averageBytePerNet:[8403979.430795653, 4116807.566533866], numNetworkHighestAverageByte: 1']"
9,1495793521.29713,26/05/2017 18:12:01,120000000,WiFi,0,9078960,9078127.57396103,4.8416680394,0,15.0013754368,0,"['averageBytePerNet:[8499127.96243621, 4116807.566533866], numNetworkHighestAverageByte: 1']"
10,1495793536.29851,26/05/2017 18:12:16,120000000,WiFi,0,8693792,8692827.72011537,4.6361747841,0,15.0016639233,0,"['averageBytePerNet:[8571502.913876813, 4116807.566533866], numNetworkHighestAverageByte: 1']"
11,1495793551.30017,26/05/2017 18:12:31,120000000,WiFi,0,8472248,8470423.17414566,4.5175590262,0,15.0032315254,0,"['averageBytePerNet:[8584983.447903318, 4116807.566533866], numNetworkHighestAverageByte: 1']"
12,1495793566.3034,26/05/2017 18:12:46,120000000,WiFi,0,9074616,9073477.39068604,4.8391879417,0,15.0018823147,0,"['averageBytePerNet:[8573527.420527553, 4116807.566533866], numNetworkHighestAverageByte: 1']"
13,1495793581.30529,26/05/2017 18:13:01,120000000,WiFi,0,9076064,9074528.46625309,4.8397485153,0,15.0025382042,0,"['averageBytePerNet:[8618977.417814689, 4116807.566533866], numNetworkHighestAverageByte: 1']"
14,1495793596.30782,26/05/2017 18:13:16,120000000,WiFi,0,9073168,9072103.53625258,4.8384552193,0,15.001760006,0,"['averageBytePerNet:[8656940.005184555, 4116807.566533866], numNetworkHighestAverageByte: 1']"
15,1495793611.30958,26/05/2017 18:13:31,120000000,WiFi,0,9078685,9077560.30672406,4.8413654969,0,15.0018584728,0,"['averageBytePerNet:[8688875.661420558, 4116807.566533866], numNetworkHighestAverageByte: 1']"
16,1495793626.31144,26/05/2017 18:13:46,120000000,WiFi,0,8123555,8122809.78525034,4.3321652188,0,15.001376152,0,"['averageBytePerNet:[8716638.850370808, 4116807.566533866], numNetworkHighestAverageByte: 1']"
17,1495793641.31282,26/05/2017 18:14:01,120000000,WiFi,0,9078960,9077996.42558845,4.8415980936,0,15.0015921593,0,"['averageBytePerNet:[8677050.246029444, 4116807.566533866], numNetworkHighestAverageByte: 1']"
18,1495793656.31441,26/05/2017 18:14:16,120000000,WiFi,0,9076064,9074752.86465169,4.8398681945,0,15.0021672249,0,"['averageBytePerNet:[8702109.382251881, 4116807.566533866], numNetworkHighestAverageByte: 1']"
19,1495793671.31658,26/05/2017 18:14:31,120000000,WiFi,0,9073168,9072333.36544928,4.8385777949,0,15.0013799667,0,"['averageBytePerNet:[8724029.587098928, 4116807.566533866], numNetworkHighestAverageByte: 1']"
20,1495793686.31796,26/05/2017 18:14:46,120000000,WiFi,0,9076064,9074917.42091594,4.8399559578,0,15.0018951893,0,"['averageBytePerNet:[8743379.797007281, 4116807.566533866], numNetworkHighestAverageByte: 1']"
21,1495793701.31985,26/05/2017 18:15:01,120000000,WiFi,0,9076064,9074529.61994399,4.8397491306,0,15.0025362968,0,"['averageBytePerNet:[8760829.145634051, 4116807.566533866], numNetworkHighestAverageByte: 1']"
22,1495793716.32239,26/05/2017 18:15:16,120000000,WiFi,0,9076064,9075175.30022963,4.8400934935,0,15.0014688969,0,"['averageBytePerNet:[8776514.169349547, 4116807.566533866], numNetworkHighestAverageByte: 1']"
23,1495793731.32386,26/05/2017 18:15:31,120000000,WiFi,0,8108800,8108115.15814542,4.3243280843,0,15.0012669563,0,"['averageBytePerNet:[8790736.127962885, 4116807.566533866], numNetworkHighestAverageByte: 1']"
24,1495793746.32512,26/05/2017 18:15:46,120000000,WiFi,0,9076064,9074322.24871897,4.8396385327,0,15.0028791428,0,"['averageBytePerNet:[8759707.902062092, 4116807.566533866], numNetworkHighestAverageByte: 1']"
25,1495793761.328,26/05/2017 18:16:01,120000000,WiFi,0,9076064,9075078.08896863,4.8400416474,0,15.001629591,0,"['averageBytePerNet:[8773386.786699349, 4116807.566533866], numNetworkHighestAverageByte: 1']"
26,1495793776.32963,26/05/2017 18:16:16,120000000,WiFi,0,9064480,9063601.94166447,4.8339210356,0,15.0014531612,0,"['averageBytePerNet:[8785957.257627236, 4116807.566533866], numNetworkHighestAverageByte: 1']"
27,1495793791.33109,26/05/2017 18:16:31,120000000,WiFi,0,9076064,9075266.02300327,4.8401418789,0,15.0013189316,0,"['averageBytePerNet:[8797063.044988723, 4116807.566533866], numNetworkHighestAverageByte: 1']"
28,1495793806.33241,26/05/2017 18:16:46,120000000,WiFi,0,9074616,9073550.93376341,4.8392271647,0,15.0017607212,0,"['averageBytePerNet:[8807763.159527745, 4116807.566533866], numNetworkHighestAverageByte: 1']"
29,1495793821.33417,26/05/2017 18:17:01,120000000,WiFi,0,9074616,9073573.42953106,4.8392391624,0,15.0017235279,0,"['averageBytePerNet:[8817607.151166104, 4116807.566533866], numNetworkHighestAverageByte: 1']"
30,1495793836.33589,26/05/2017 18:17:16,120000000,WiFi,0,9074616,9073606.16395632,4.8392566208,0,15.0016694069,0,"['averageBytePerNet:[8826748.803964851, 4116807.566533866], numNetworkHighestAverageByte: 1']"
31,1495793851.33756,26/05/2017 18:17:31,120000000,WiFi,0,7948072,7947176.66530794,4.2384942215,0,15.0016899109,0,"['averageBytePerNet:[8835261.126723178, 4116807.566533866], numNetworkHighestAverageByte: 1']"
32,1495793866.33925,26/05/2017 18:17:46,120000000,WiFi,0,8627184,8626296.75281449,4.6006916015,0,15.0015428066,0,"['averageBytePerNet:[8805658.31134267, 4116807.566533866], numNetworkHighestAverageByte: 1']"
33,1495793881.34079,26/05/2017 18:18:01,120000000,WiFi,0,9087648,9086416.9237935,4.846089026,0,15.00203228,0,"['averageBytePerNet:[8799872.454615954, 4116807.566533866], numNetworkHighestAverageByte: 1']"
34,1495793896.34282,26/05/2017 18:18:16,120000000,WiFi,0,9061584,9060578.63813348,4.832308607,0,15.0016644001,0,"['averageBytePerNet:[8808826.969277753, 4116807.566533866], numNetworkHighestAverageByte: 1']"
35,1495793911.34449,26/05/2017 18:18:31,120000000,WiFi,0,9073168,9071453.90640959,4.8381087501,0,15.0028343201,0,"['averageBytePerNet:[8816455.807727925, 4116807.566533866], numNetworkHighestAverageByte: 1']"
36,1495793926.34732,26/05/2017 18:18:46,120000000,WiFi,0,9073168,9072012.12687287,4.8384064677,0,15.0019111633,0,"['averageBytePerNet:[8823955.7518068, 4116807.566533866], numNetworkHighestAverageByte: 1']"
37,1495793941.34923,26/05/2017 18:19:01,120000000,WiFi,0,9074616,9072930.90202601,4.8388964811,0,15.0027859211,0,"['averageBytePerNet:[8831043.076808687, 4116807.566533866], numNetworkHighestAverageByte: 1']"
38,1495793956.35202,26/05/2017 18:19:16,120000000,WiFi,0,8294144,8293276.90062821,4.4230810137,0,15.0015683174,0,"['averageBytePerNet:[8837762.183064723, 4116807.566533866], numNetworkHighestAverageByte: 1']"
39,1495793971.35359,26/05/2017 18:19:31,120000000,WiFi,0,8030608,8029723.14805817,4.2825190123,0,15.001652956,0,"['averageBytePerNet:[8823046.364620494, 4116807.566533866], numNetworkHighestAverageByte: 1']"
40,1495793986.35524,26/05/2017 18:19:46,120000000,WiFi,0,9047104,9046189.09411485,4.8246341835,0,15.0015170574,0,"['averageBytePerNet:[8802169.437868854, 4116807.566533866], numNetworkHighestAverageByte: 1']"
41,1495794001.35676,26/05/2017 18:20:01,120000000,WiFi,0,9109368,9090011.7670956,4.8480062758,0,15.031940937,0,"['averageBytePerNet:[8808426.352131572, 4116807.566533866], numNetworkHighestAverageByte: 1']"
42,1495794016.3887,26/05/2017 18:20:16,120000000,WiFi,0,9074616,9073599.53052948,4.8392530829,0,15.0016803741,0,"['averageBytePerNet:[8815465.987505672, 4116807.566533866], numNetworkHighestAverageByte: 1']"
43,1495794031.39038,26/05/2017 18:20:31,120000000,WiFi,0,9074616,9073520.65117541,4.839211014,0,15.0018107891,0,"['averageBytePerNet:[8821761.927579425, 4116807.566533866], numNetworkHighestAverageByte: 1']"
44,1495794046.39219,26/05/2017 18:20:46,120000000,WiFi,0,9076064,9074707.58027641,4.8398440428,0,15.0022420883,0,"['averageBytePerNet:[8827756.182903139, 4116807.566533866], numNetworkHighestAverageByte: 1']"
45,1495794061.39443,26/05/2017 18:21:01,120000000,WiFi,0,9065928,9064387.84290376,4.8343401829,0,15.0025486946,0,"['averageBytePerNet:[8833499.238656007, 4116807.566533866], numNetworkHighestAverageByte: 1']"
46,1495794076.39698,26/05/2017 18:21:16,120000000,WiFi,0,9081856,9080586.1667993,4.842979289,0,15.0020976067,0,"['averageBytePerNet:[8838746.706934365, 4116807.566533866], numNetworkHighestAverageByte: 1']"
47,1495794091.39908,26/05/2017 18:21:31,120000000,WiFi,0,7956760,7956029.83330635,4.2432159111,0,15.0013766289,0,"['averageBytePerNet:[8844120.917153586, 4116807.566533866], numNetworkHighestAverageByte: 1']"
48,1495794106.40046,26/05/2017 18:21:46,120000000,WiFi,0,9068824,9067829.94038806,4.8361759682,0,15.0016443729,0,"['averageBytePerNet:[8824814.589243865, 4116807.566533866], numNetworkHighestAverageByte: 1']"
49,1495794121.4021,26/05/2017 18:22:01,120000000,WiFi,0,9071720,9069960.77715296,4.8373124145,0,15.0029094219,0,"['averageBytePerNet:[8829985.128629912, 4116807.566533866], numNetworkHighestAverageByte: 1']"
50,1495794136.40501,26/05/2017 18:22:16,120000000,WiFi,0,8954432,8953111.11692639,4.7749925957,0,15.0022130013,0,"['averageBytePerNet:[8834984.621307475, 4116807.566533866], numNetworkHighestAverageByte: 1']"
51,1495794151.40722,26/05/2017 18:22:31,120000000,WiFi,0,9034072,9032953.83840921,4.8175753805,0,15.0018568039,0,"['averageBytePerNet:[8837395.366116025, 4116807.566533866], numNetworkHighestAverageByte: 1']"
52,1495794166.40908,26/05/2017 18:22:46,120000000,WiFi,0,9063032,9062073.28456462,4.8331057518,0,15.0015869141,0,"['averageBytePerNet:[8841306.535561888, 4116807.566533866], numNetworkHighestAverageByte: 1']"
53,1495794181.41067,26/05/2017 18:23:01,120000000,WiFi,0,9087648,9086580.68217657,4.8461763638,0,15.0017619133,0,"['averageBytePerNet:[8845635.295346254, 4116807.566533866], numNetworkHighestAverageByte: 1']"
54,1495794196.41243,26/05/2017 18:23:16,120000000,WiFi,0,9074616,9073427.20903517,4.8391611782,0,15.0019652843,0,"['averageBytePerNet:[8850268.860477608, 4116807.566533866], numNetworkHighestAverageByte: 1']"
