"timestamp","date time","EcIo","RSCP"
1495448250.3469427,"22/05/2017 18:17:30"," 1340bc"," -7"," -82"
1495448251.8538282,"22/05/2017 18:17:31"," 1340bc"," -6"," -82"
1495448253.365568,"22/05/2017 18:17:33"," 1340bc"," -7"," -83"
1495448254.8703241,"22/05/2017 18:17:34"," 1340bc"," -7"," -83"
1495448256.381524,"22/05/2017 18:17:36"," 1340bc"," -6"," -83"
1495448257.895137,"22/05/2017 18:17:37"," 1340bc"," -6"," -82"
1495448259.40481,"22/05/2017 18:17:39"," 1340bc"," -5"," -82"
1495448260.919191,"22/05/2017 18:17:40"," 1340bc"," -6"," -81"
1495448262.4255052,"22/05/2017 18:17:42"," 1340bc"," -6"," -82"
1495448263.9313054,"22/05/2017 18:17:43"," 1340bc"," -10"," -84"
1495448265.4381542,"22/05/2017 18:17:45"," 1340bc"," -8"," -87"
1495448266.9527783,"22/05/2017 18:17:46"," 1340bc"," -6"," -85"
1495448268.4547944,"22/05/2017 18:17:48"," 1340bc"," -8"," -86"
1495448269.9686155,"22/05/2017 18:17:49"," 1340bc"," -10"," -86"
1495448271.47774,"22/05/2017 18:17:51"," 1340bc"," -6"," -85"
1495448272.9907951,"22/05/2017 18:17:52"," 1340bc"," -7"," -84"
1495448274.500899,"22/05/2017 18:17:54"," 1340bc"," -10"," -86"
1495448276.0750098,"22/05/2017 18:17:56"," 1340bc"," -8"," -85"
1495448277.584693,"22/05/2017 18:17:57"," 134d3"," -12"," -103"
1495448279.0896025,"22/05/2017 18:17:59"," 134d3"," -10"," -102"
1495448280.6023874,"22/05/2017 18:18:00"," 134d3"," -12"," -99"
1495448282.1065142,"22/05/2017 18:18:02"," 134d3"," -9"," -102"
1495448283.618275,"22/05/2017 18:18:03"," 134d3"," -9"," -101"
1495448285.1279643,"22/05/2017 18:18:05"," 134d3"," -7"," -98"
1495448286.6304088,"22/05/2017 18:18:06"," 134d3"," -6"," -100"
1495448288.1422105,"22/05/2017 18:18:08"," 134d3"," -5"," -99"
1495448289.652221,"22/05/2017 18:18:09"," 134d3"," -6"," -97"
1495448291.1649425,"22/05/2017 18:18:11"," 134d3"," -11"," -101"
1495448292.6770344,"22/05/2017 18:18:12"," 134d3"," -11"," -102"
1495448294.1805325,"22/05/2017 18:18:14"," 134d3"," -11"," -102"
1495448295.6929731,"22/05/2017 18:18:15"," 134d3"," -13"," -101"
1495448297.2031965,"22/05/2017 18:18:17"," 134d3"," -12"," -100"
1495448298.7149472,"22/05/2017 18:18:18"," 134d3"," -12"," -101"
1495448300.2262423,"22/05/2017 18:18:20"," 134d3"," -11"," -102"
1495448301.7383702,"22/05/2017 18:18:21"," 134d3"," -11"," -101"
1495448303.2505796,"22/05/2017 18:18:23"," 134d3"," -11"," -104"
1495448304.7624018,"22/05/2017 18:18:24"," 134d3"," -11"," -102"
1495448306.2728322,"22/05/2017 18:18:26"," 134d3"," -12"," -102"
1495448307.784527,"22/05/2017 18:18:27"," 134d3"," -11"," -101"
1495448309.297599,"22/05/2017 18:18:29"," 134d3"," -11"," -102"
1495448310.8091843,"22/05/2017 18:18:30"," 134d3"," -11"," -98"
1495448312.31523,"22/05/2017 18:18:32"," 134d3"," -12"," -101"
1495448313.821213,"22/05/2017 18:18:33"," 134d3"," -11"," -97"
1495448315.3328466,"22/05/2017 18:18:35"," 134d3"," -13"," -101"
1495448316.8461788,"22/05/2017 18:18:36"," 134d3"," -11"," -99"
1495448318.351743,"22/05/2017 18:18:38"," 134d3"," -12"," -99"
1495448319.866442,"22/05/2017 18:18:39"," 134d3"," -13"," -98"
1495448321.3735762,"22/05/2017 18:18:41"," 134d3"," -13"," -100"
1495448322.876357,"22/05/2017 18:18:42"," 134d3"," -12"," -101"
1495448324.3896525,"22/05/2017 18:18:44"," 134d3"," -11"," -98"
1495448325.894719,"22/05/2017 18:18:45"," 134d3"," -12"," -98"
1495448327.4058595,"22/05/2017 18:18:47"," 134d3"," -13"," -105"
1495448328.919945,"22/05/2017 18:18:48"," 134d3"," -12"," -99"
1495448330.428951,"22/05/2017 18:18:50"," 134d3"," -13"," -101"
1495448331.9325526,"22/05/2017 18:18:51"," 134d3"," -12"," -98"
1495448333.443646,"22/05/2017 18:18:53"," 134d3"," -11"," -99"
1495448334.9559226,"22/05/2017 18:18:54"," 134d3"," -12"," -100"
1495448336.4695108,"22/05/2017 18:18:56"," 134d3"," -12"," -100"
1495448337.9738965,"22/05/2017 18:18:57"," 134d3"," -13"," -101"
1495448339.4827056,"22/05/2017 18:18:59"," 134d3"," -13"," -95"
1495448340.9933403,"22/05/2017 18:19:00"," 134d3"," -12"," -100"
1495448342.4954093,"22/05/2017 18:19:02"," 134d3"," -12"," -99"
1495448344.0065877,"22/05/2017 18:19:04"," 134d3"," -13"," -99"
1495448345.5214844,"22/05/2017 18:19:05"," 134d3"," -13"," -99"
1495448347.0251765,"22/05/2017 18:19:07"," 134d3"," -13"," -99"
1495448348.5362823,"22/05/2017 18:19:08"," 134d3"," -10"," -102"
1495448350.0476105,"22/05/2017 18:19:10"," 134d3"," -12"," -104"
1495448351.5587978,"22/05/2017 18:19:11"," 134d3"," -11"," -102"
1495448353.0701132,"22/05/2017 18:19:13"," 134d3"," -11"," -100"
1495448354.575465,"22/05/2017 18:19:14"," 134d3"," -10"," -101"
1495448356.0782788,"22/05/2017 18:19:16"," 134d3"," -11"," -102"
1495448357.5930412,"22/05/2017 18:19:17"," 134d3"," -12"," -103"
1495448359.1056886,"22/05/2017 18:19:19"," 134d3"," -11"," -103"
1495448360.6165316,"22/05/2017 18:19:20"," 134d3"," -11"," -100"
1495448362.1281343,"22/05/2017 18:19:22"," 134d3"," -10"," -102"
1495448363.6336823,"22/05/2017 18:19:23"," 134d3"," -12"," -98"
1495448365.1464214,"22/05/2017 18:19:25"," 134d3"," -12"," -99"
1495448366.6560671,"22/05/2017 18:19:26"," 134d3"," -12"," -98"
1495448368.1635242,"22/05/2017 18:19:28"," 134d3"," -11"," -100"
1495448369.6757245,"22/05/2017 18:19:29"," 134d3"," -11"," -99"
1495448371.1861513,"22/05/2017 18:19:31"," 134d3"," -8"," -99"
1495448372.6972666,"22/05/2017 18:19:32"," 134d3"," -12"," -97"
1495448374.2102256,"22/05/2017 18:19:34"," 134d3"," -12"," -98"
1495448375.7267063,"22/05/2017 18:19:35"," 134d3"," -13"," -104"
1495448377.237242,"22/05/2017 18:19:37"," 134d3"," -11"," -102"
1495448378.748131,"22/05/2017 18:19:38"," 134d3"," -9"," -101"
