time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
12,1495893812.00123,27/05/2017 22:03:32,120000000,Cellular,0,3439348,3438525.34966972,1.8338801865,0,15.0035886765,0,"['averageBytePerNet:[5169587.295376265, 6330639.7230446655], numNetworkHighestAverageByte: 1']"
13,1495893827.00482,27/05/2017 22:03:47,120000000,Cellular,0,5842496,5840562.19086269,3.1149665018,0,15.0049664974,0,"['averageBytePerNet:[5169587.295376265, 6067720.234556034], numNetworkHighestAverageByte: 1']"
14,1495893842.00979,27/05/2017 22:04:02,120000000,Cellular,0,7138888,7136218.71907177,3.8059833168,0,15.0056107044,0,"['averageBytePerNet:[5169587.295376265, 6048790.3975815885], numNetworkHighestAverageByte: 1']"
15,1495893857.0154,27/05/2017 22:04:17,120000000,Cellular,0,5379656,5377202.7169001,2.867841449,0,15.0068435669,0,"['averageBytePerNet:[5169587.295376265, 6132438.73000391], numNetworkHighestAverageByte: 1']"
16,1495893872.02224,27/05/2017 22:04:32,120000000,Cellular,0,6389368,6387403.59188685,3.406615249,0,15.0046131611,0,"['averageBytePerNet:[5169587.295376265, 6078493.300496495], numNetworkHighestAverageByte: 1']"
17,1495893887.02685,27/05/2017 22:04:47,120000000,Cellular,0,7296368,7293196.94702775,3.8897050384,0,15.0065219402,0,"['averageBytePerNet:[5169587.295376265, 6099087.319922519], numNetworkHighestAverageByte: 1']"
18,1495893902.03337,27/05/2017 22:05:02,120000000,Cellular,0,4716944,4715119.69345509,2.5147305032,0,15.0058035851,0,"['averageBytePerNet:[5169587.295376265, 6173719.171616595], numNetworkHighestAverageByte: 1']"
19,1495893917.03918,27/05/2017 22:05:17,120000000,Cellular,0,6943180,6941409.85363497,3.7020852553,0,15.0038251877,0,"['averageBytePerNet:[5169587.295376265, 6087919.202312977], numNetworkHighestAverageByte: 1']"
20,1495893932.043,27/05/2017 22:05:32,120000000,Cellular,0,6049308,6046497.94214804,3.2247989025,0,15.0069711208,0,"['averageBytePerNet:[5169587.295376265, 6135335.349608643], numNetworkHighestAverageByte: 1']"
21,1495893947.04997,27/05/2017 22:05:47,120000000,Cellular,0,9360324,9356426.73807688,4.9900942603,0,15.0062479973,0,"['averageBytePerNet:[5169587.295376265, 6130659.696584401], numNetworkHighestAverageByte: 1']"
22,1495893962.05622,27/05/2017 22:06:02,120000000,Cellular,0,5878584,5876175.88583907,3.1339604724,0,15.0061471462,0,"['averageBytePerNet:[5169587.295376265, 6291948.048659025], numNetworkHighestAverageByte: 1']"
23,1495893977.06237,27/05/2017 22:06:17,120000000,Cellular,0,7471256,7467885.78361362,3.9828724179,0,15.0067694187,0,"['averageBytePerNet:[5169587.295376265, 6272149.3742390275], numNetworkHighestAverageByte: 1']"
24,1495893992.06914,27/05/2017 22:06:32,120000000,Cellular,0,9306452,9302477.10941613,4.961321125,0,15.0064094067,0,"['averageBytePerNet:[5169587.295376265, 6326501.0292106], numNetworkHighestAverageByte: 1']"
25,1495894007.07555,27/05/2017 22:06:47,120000000,Cellular,0,7632872,7629372.75943714,4.068998805,0,15.0068798065,0,"['averageBytePerNet:[5169587.295376265, 6455891.293567362], numNetworkHighestAverageByte: 1']"
26,1495894022.08243,27/05/2017 22:07:02,120000000,Cellular,0,7830400,7827678.11631917,4.174761662,0,15.0052158833,0,"['averageBytePerNet:[5169587.295376265, 6504786.35464527], numNetworkHighestAverageByte: 1']"
27,1495894037.08764,27/05/2017 22:07:17,120000000,Cellular,0,8541404,8538982.69321113,4.554124103,0,15.0042533875,0,"['averageBytePerNet:[5169587.295376265, 6557702.025112226], numNetworkHighestAverageByte: 1']"
28,1495894052.0919,27/05/2017 22:07:32,120000000,Cellular,0,6544824,6541469.38751731,3.4887836733,0,15.007692337,0,"['averageBytePerNet:[5169587.295376265, 6633905.1277314145], numNetworkHighestAverageByte: 1']"
29,1495894067.09959,27/05/2017 22:07:47,120000000,Cellular,0,9998688,9994979.91039263,5.3306559522,0,15.0055649281,0,"['averageBytePerNet:[5169587.295376265, 6630481.581797559], numNetworkHighestAverageByte: 1']"
30,1495894082.10516,27/05/2017 22:08:02,120000000,Cellular,0,5876212,5873543.37707021,3.1325564678,0,15.0068151951,0,"['averageBytePerNet:[5169587.295376265, 6750642.23639024], numNetworkHighestAverageByte: 1']"
31,1495894097.11197,27/05/2017 22:08:17,120000000,Cellular,0,7381384,7379145.66890549,3.9355443567,0,15.0045499802,0,"['averageBytePerNet:[5169587.295376265, 6720397.448137825], numNetworkHighestAverageByte: 1']"
32,1495894112.11652,27/05/2017 22:08:32,120000000,Cellular,0,6787724,6784507.44268798,3.6184039694,0,15.0071115494,0,"['averageBytePerNet:[5169587.295376265, 6742355.722163414], numNetworkHighestAverageByte: 1']"
33,1495894127.12363,27/05/2017 22:08:47,120000000,Cellular,0,3575372,3574266.5062646,1.90627547,0,15.0046393871,0,"['averageBytePerNet:[5169587.295376265, 6743715.455083561], numNetworkHighestAverageByte: 1']"
34,1495894142.12827,27/05/2017 22:09:02,120000000,Cellular,0,7866084,7863786.28094733,4.1940193498,0,15.0043828487,0,"['averageBytePerNet:[5169587.295376265, 6644670.175432969], numNetworkHighestAverageByte: 1']"
35,1495894157.13265,27/05/2017 22:09:17,120000000,Cellular,0,6287292,6283889.19751564,3.351407572,0,15.0081226826,0,"['averageBytePerNet:[5169587.295376265, 6681613.087721283], numNetworkHighestAverageByte: 1']"
36,1495894172.14078,27/05/2017 22:09:32,120000000,Cellular,0,2974368,2973930.66392863,1.5860963541,0,15.0022058487,0,"['averageBytePerNet:[5169587.295376265, 6669915.326244646], numNetworkHighestAverageByte: 1']"
37,1495894187.14298,27/05/2017 22:09:47,120000000,Cellular,0,4124268,4123151.33677249,2.1990140463,0,15.0040624142,0,"['averageBytePerNet:[5169587.295376265, 6564315.764464188], numNetworkHighestAverageByte: 1']"
38,1495894202.14705,27/05/2017 22:10:02,120000000,Cellular,0,2798092,2797280.1317265,1.4918827369,0,15.0043535233,0,"['averageBytePerNet:[5169587.295376265, 6496505.641472752], numNetworkHighestAverageByte: 1']"
39,1495894217.1514,27/05/2017 22:10:17,120000000,Cellular,0,2665416,2664333.48916864,1.4209778609,0,15.0060944557,0,"['averageBytePerNet:[5169587.295376265, 6396526.573641772], numNetworkHighestAverageByte: 1']"
40,1495894232.15749,27/05/2017 22:10:32,120000000,Cellular,0,3266664,3265497.46469372,1.7415986478,0,15.0053584576,0,"['averageBytePerNet:[5169587.295376265, 6298310.966155637], numNetworkHighestAverageByte: 1']"
41,1495894247.16285,27/05/2017 22:10:47,120000000,Cellular,0,4188752,4187581.01330364,2.2333765404,0,15.0041944981,0,"['averageBytePerNet:[5169587.295376265, 6220546.517400203], numNetworkHighestAverageByte: 1']"
42,1495894262.16705,27/05/2017 22:11:02,120000000,Cellular,0,4500416,4498582.01864185,2.3992437433,0,15.0061151981,0,"['averageBytePerNet:[5169587.295376265, 6169722.379797789], numNetworkHighestAverageByte: 1']"
43,1495894277.17316,27/05/2017 22:11:17,120000000,Cellular,0,3687048,3686169.91027887,1.9659572855,0,15.0035731792,0,"['averageBytePerNet:[5169587.295376265, 6128962.858793986], numNetworkHighestAverageByte: 1']"
44,1495894292.17673,27/05/2017 22:11:32,120000000,Cellular,0,5397700,5395716.9968859,2.8777157317,0,15.0055127144,0,"['averageBytePerNet:[5169587.295376265, 6070801.121924578], numNetworkHighestAverageByte: 1']"
45,1495894307.18225,27/05/2017 22:11:47,120000000,Cellular,0,6615612,6612661.37548965,3.5267527336,0,15.0066931248,0,"['averageBytePerNet:[5169587.295376265, 6055101.491109725], numNetworkHighestAverageByte: 1']"
46,1495894322.18894,27/05/2017 22:12:02,120000000,Cellular,0,6108356,6105743.75404886,3.2563966688,0,15.0064175129,0,"['averageBytePerNet:[5169587.295376265, 6067773.306663815], numNetworkHighestAverageByte: 1']"
47,1495894337.19536,27/05/2017 22:12:17,120000000,Cellular,0,4484396,4483071.69784316,2.3909715722,0,15.0044310093,0,"['averageBytePerNet:[5169587.295376265, 6068617.094383482], numNetworkHighestAverageByte: 1']"
48,1495894352.19979,27/05/2017 22:12:32,120000000,Cellular,0,4508108,4505302.46913186,2.4028279835,0,15.0093407631,0,"['averageBytePerNet:[5169587.295376265, 6034148.716197822], numNetworkHighestAverageByte: 1']"
49,1495894367.20913,27/05/2017 22:12:47,120000000,Cellular,0,4889056,4887016.97762326,2.6064090547,0,15.0062584877,0,"['averageBytePerNet:[5169587.295376265, 6001620.072643227], numNetworkHighestAverageByte: 1']"
50,1495894382.21539,27/05/2017 22:13:02,120000000,Cellular,0,5936128,5932257.36711439,3.1638705958,0,15.0097870827,0,"['averageBytePerNet:[5169587.295376265, 5978399.174830311], numNetworkHighestAverageByte: 1']"
51,1495894397.22517,27/05/2017 22:13:17,120000000,Cellular,0,4821916,4819423.11939217,2.570358997,0,15.0077588558,0,"['averageBytePerNet:[5169587.295376265, 5977457.505285088], numNetworkHighestAverageByte: 1']"
52,1495894412.23293,27/05/2017 22:13:32,120000000,Cellular,0,4804904,4802764.93590627,2.5614746325,0,15.006680727,0,"['averageBytePerNet:[5169587.295376265, 5954296.817567229], numNetworkHighestAverageByte: 1']"
53,1495894427.23961,27/05/2017 22:13:47,120000000,Cellular,0,3852220,3850591.25246667,2.053648668,0,15.0063447952,0,"['averageBytePerNet:[5169587.295376265, 5931717.761064074], numNetworkHighestAverageByte: 1']"
54,1495894442.24596,27/05/2017 22:14:02,120000000,Cellular,0,6551144,6549072.20320034,3.4928385084,0,15.004745245,0,"['averageBytePerNet:[5169587.295376265, 5891696.097437201], numNetworkHighestAverageByte: 1']"
55,1495894457.2507,27/05/2017 22:14:17,120000000,Cellular,0,5814596,5810951.55701992,3.0991741637,0,15.0094075203,0,"['averageBytePerNet:[5169587.295376265, 5904099.420187448], numNetworkHighestAverageByte: 1']"
56,1495894472.26011,27/05/2017 22:14:32,120000000,Cellular,0,7258264,7253661.12408294,3.8686192662,0,15.0095183849,0,"['averageBytePerNet:[5169587.295376265, 5902374.4597584205], numNetworkHighestAverageByte: 1']"
57,1495894487.26963,27/05/2017 22:14:47,120000000,Cellular,0,6285748,6284364.56110809,3.3516610993,0,15.0033020973,0,"['averageBytePerNet:[5169587.295376265, 5926943.308200684], numNetworkHighestAverageByte: 1']"
58,1495894502.27293,27/05/2017 22:15:02,120000000,Cellular,0,4223088,4221322.76822044,2.2513721431,0,15.0062725544,0,"['averageBytePerNet:[5169587.295376265, 5933325.830574031], numNetworkHighestAverageByte: 1']"
59,1495894517.27921,27/05/2017 22:15:17,120000000,Cellular,0,4929156,4928554.99644959,2.6285626648,0,15.0018291473,0,"['averageBytePerNet:[5169587.295376265, 5903290.6891292315], numNetworkHighestAverageByte: 1']"
60,1495894532.28103,27/05/2017 22:15:32,120000000,Cellular,0,7333244,7330380.10421877,3.9095360556,0,15.0058603287,0,"['averageBytePerNet:[5169587.295376265, 5886484.90132441], numNetworkHighestAverageByte: 1']"
61,1495894547.28689,27/05/2017 22:15:47,120000000,Cellular,0,5017388,5015054.66602796,2.6746958219,0,15.0069789886,0,"['averageBytePerNet:[5169587.295376265, 5910957.701373467], numNetworkHighestAverageByte: 1']"
62,1495894562.29387,27/05/2017 22:16:02,120000000,Cellular,0,5482368,5480301.73366317,2.9228275913,0,15.0056555271,0,"['averageBytePerNet:[5169587.295376265, 5896025.984117708], numNetworkHighestAverageByte: 1']"
63,1495894577.29953,27/05/2017 22:16:17,120000000,Cellular,0,5430376,5428890.95085932,2.8954085071,0,15.0041031837,0,"['averageBytePerNet:[5169587.295376265, 5889210.832470913], numNetworkHighestAverageByte: 1']"
64,1495894592.30363,27/05/2017 22:16:32,120000000,Cellular,0,2806420,2805230.75041175,1.4961230669,0,15.0063591003,0,"['averageBytePerNet:[5169587.295376265, 5881786.318251371], numNetworkHighestAverageByte: 1']"
65,1495894607.30999,27/05/2017 22:16:47,120000000,Cellular,0,5174400,5172673.6805396,2.7587592963,0,15.0050060749,0,"['averageBytePerNet:[5169587.295376265, 5832952.102888837], numNetworkHighestAverageByte: 1']"
66,1495894622.315,27/05/2017 22:17:02,120000000,Cellular,0,3834008,3833323.52320385,2.0444392124,0,15.0026783943,0,"['averageBytePerNet:[5169587.295376265, 5822635.252539631], numNetworkHighestAverageByte: 1']"
67,1495894637.31768,27/05/2017 22:17:17,120000000,Cellular,0,5193664,5192190.63390816,2.7691683381,0,15.0042564869,0,"['averageBytePerNet:[5169587.295376265, 5792030.4567036955], numNetworkHighestAverageByte: 1']"
68,1495894652.32193,27/05/2017 22:17:32,120000000,Cellular,0,5488556,5485911.07741434,2.9258192413,0,15.0072319508,0,"['averageBytePerNet:[5169587.295376265, 5782941.974540127], numNetworkHighestAverageByte: 1']"
69,1495894667.32916,27/05/2017 22:17:47,120000000,Cellular,0,6136116,6132347.96430835,3.270585581,0,15.0092167854,0,"['averageBytePerNet:[5169587.295376265, 5778508.6775681], numNetworkHighestAverageByte: 1']"
70,1495894682.33838,27/05/2017 22:18:02,120000000,Cellular,0,5318396,5316512.49724561,2.8354733319,0,15.0053141117,0,"['averageBytePerNet:[5169587.295376265, 5783712.196490752], numNetworkHighestAverageByte: 1']"
71,1495894697.3437,27/05/2017 22:18:17,120000000,Cellular,0,4643452,4641533.54998726,2.47548456,0,15.0061998367,0,"['averageBytePerNet:[5169587.295376265, 5776941.186356764], numNetworkHighestAverageByte: 1']"
72,1495894712.34989,27/05/2017 22:18:32,120000000,Cellular,0,5204132,5202128.03184097,2.7744682836,0,15.0057783127,0,"['averageBytePerNet:[5169587.295376265, 5760721.077265771], numNetworkHighestAverageByte: 1']"
73,1495894727.35567,27/05/2017 22:18:47,120000000,Cellular,0,4487172,4485993.50490047,2.3925298693,0,15.0039405823,0,"['averageBytePerNet:[5169587.295376265, 5752853.569583732], numNetworkHighestAverageByte: 1']"
74,1495894742.35961,27/05/2017 22:19:02,120000000,Cellular,0,6792048,6789500.09857103,3.6210667192,0,15.0056290627,0,"['averageBytePerNet:[5169587.295376265, 5735258.290907575], numNetworkHighestAverageByte: 1']"
75,1495894757.36524,27/05/2017 22:19:17,120000000,Cellular,0,6832616,6828467.22808149,3.6418491883,0,15.0091135502,0,"['averageBytePerNet:[5169587.295376265, 5749699.959505704], numNetworkHighestAverageByte: 1']"
76,1495894772.37436,27/05/2017 22:19:32,120000000,Cellular,0,9088912,9085391.75611943,4.8455422699,0,15.0058119297,0,"['averageBytePerNet:[5169587.295376265, 5764277.895567539], numNetworkHighestAverageByte: 1']"
77,1495894787.38017,27/05/2017 22:19:47,120000000,Cellular,0,6787724,6786707.41606952,3.6195772886,0,15.0022468567,0,"['averageBytePerNet:[5169587.295376265, 5808559.4137082305], numNetworkHighestAverageByte: 1']"
78,1495894802.38242,27/05/2017 22:20:02,120000000,Cellular,0,5510128,5507040.04454594,2.9370880238,0,15.0084109306,0,"['averageBytePerNet:[5169587.295376265, 5821429.782160353], numNetworkHighestAverageByte: 1']"
79,1495894817.39083,27/05/2017 22:20:17,120000000,Cellular,0,6101300,6099215.69491322,3.2529150373,0,15.0051259995,0,"['averageBytePerNet:[5169587.295376265, 5817346.798554971], numNetworkHighestAverageByte: 1']"
80,1495894832.39595,27/05/2017 22:20:32,120000000,Cellular,0,2684276,2683144.05201485,1.4310101611,0,15.0063281059,0,"['averageBytePerNet:[5169587.295376265, 5820960.502354436], numNetworkHighestAverageByte: 1']"
81,1495894847.40228,27/05/2017 22:20:47,120000000,Cellular,0,793184,792941.937703839,0.4229023668,0,15.0045790672,0,"['averageBytePerNet:[5169587.295376265, 5781241.306780516], numNetworkHighestAverageByte: 1']"
82,1495894862.40686,27/05/2017 22:21:02,120000000,Cellular,0,3517076,3515471.66195237,1.8749182197,0,15.0068454742,0,"['averageBytePerNet:[5169587.295376265, 5718887.564667058], numNetworkHighestAverageByte: 1']"
83,1495894877.4137,27/05/2017 22:21:17,120000000,Cellular,0,4475432,4473390.57243975,2.3858083053,0,15.0068452358,0,"['averageBytePerNet:[5169587.295376265, 5691684.899201444], numNetworkHighestAverageByte: 1']"
84,1495894892.42055,27/05/2017 22:21:32,120000000,Cellular,0,1642640,1642133.61428816,0.8758045943,0,15.0046255589,0,"['averageBytePerNet:[5169587.295376265, 5676827.651314107], numNetworkHighestAverageByte: 1']"
85,1495894907.42518,27/05/2017 22:21:47,120000000,Cellular,0,742580,742386.245451763,0.3959393309,0,15.0039148331,0,"['averageBytePerNet:[5169587.295376265, 5628216.879783673], numNetworkHighestAverageByte: 1']"
86,1495894922.42909,27/05/2017 22:22:02,120000000,Cellular,0,1948572,1947721.4544468,1.0387847757,0,15.006550312,0,"['averageBytePerNet:[5169587.295376265, 5570052.22937496], numNetworkHighestAverageByte: 1']"
87,1495894937.43564,27/05/2017 22:22:17,120000000,Cellular,0,4330508,4327835.40622834,2.3081788833,0,15.0092630386,0,"['averageBytePerNet:[5169587.295376265, 5527436.573199335], numNetworkHighestAverageByte: 1']"
88,1495894952.4449,27/05/2017 22:22:32,120000000,Cellular,0,4464328,4462984.59074498,2.3802584484,0,15.0045151711,0,"['averageBytePerNet:[5169587.295376265, 5513487.722420602], numNetworkHighestAverageByte: 1']"
89,1495894967.44942,27/05/2017 22:22:47,120000000,Cellular,0,3552412,3551116.8478573,1.8939289855,0,15.0054707527,0,"['averageBytePerNet:[5169587.295376265, 5501412.9737806525], numNetworkHighestAverageByte: 1']"
90,1495894982.45489,27/05/2017 22:23:02,120000000,Cellular,0,3850832,3849912.39596102,2.0532866112,0,15.0035829544,0,"['averageBytePerNet:[5169587.295376265, 5479250.517804251], numNetworkHighestAverageByte: 1']"
91,1495894997.45847,27/05/2017 22:23:17,120000000,Cellular,0,5483756,5481290.16449983,2.9233547544,0,15.006747961,0,"['averageBytePerNet:[5169587.295376265, 5460943.3478959], numNetworkHighestAverageByte: 1']"
92,1495895012.46522,27/05/2017 22:23:32,120000000,Cellular,0,8513700,8511237.31784607,4.5393265695,0,15.0043401718,0,"['averageBytePerNet:[5169587.295376265, 5461169.423635944], numNetworkHighestAverageByte: 1']"
93,1495895027.46956,27/05/2017 22:23:47,120000000,Cellular,0,5412912,5410500.88541342,2.8856004722,0,15.0066845417,0,"['averageBytePerNet:[5169587.295376265, 5494686.653242649], numNetworkHighestAverageByte: 1']"
94,1495895042.47625,27/05/2017 22:24:02,120000000,Cellular,0,4710640,4708201.50649247,2.5110408035,0,15.0077688694,0,"['averageBytePerNet:[5169587.295376265, 5493771.590548852], numNetworkHighestAverageByte: 1']"
95,1495895057.48401,27/05/2017 22:24:17,120000000,Cellular,0,3034052,3032887.81414681,1.6175401675,0,15.0057578087,0,"['averageBytePerNet:[5169587.295376265, 5485324.600397709], numNetworkHighestAverageByte: 1']"
96,1495895072.48977,27/05/2017 22:24:32,120000000,Cellular,0,3415000,3413271.67835462,1.8204115618,0,15.0075953007,0,"['averageBytePerNet:[5169587.295376265, 5459234.847352486], numNetworkHighestAverageByte: 1']"
97,1495895087.49737,27/05/2017 22:24:47,120000000,Cellular,0,5684804,5682590.65091355,3.0307150138,0,15.0058424473,0,"['averageBytePerNet:[5169587.295376265, 5437698.3929419825], numNetworkHighestAverageByte: 1']"
