"timestamp","date time","EcIo","RSCP"
1495452139.1149127,"22/05/2017 19:22:19"," 1340bc"," -8"," -84"
1495452140.620278,"22/05/2017 19:22:20"," 1340bc"," -10"," -85"
1495452142.121586,"22/05/2017 19:22:22"," 1340bc"," -8"," -85"
1495452143.6329808,"22/05/2017 19:22:23"," 1340bc"," -7"," -84"
1495452145.1430867,"22/05/2017 19:22:25"," 1340bc"," -7"," -83"
1495452146.6550312,"22/05/2017 19:22:26"," 1340bc"," -8"," -83"
1495452148.165786,"22/05/2017 19:22:28"," 1340bc"," -7"," -83"
1495452149.6770036,"22/05/2017 19:22:29"," 1340bc"," -6"," -83"
1495452151.1876564,"22/05/2017 19:22:31"," 1340bc"," -7"," -84"
1495452152.698172,"22/05/2017 19:22:32"," 1340bc"," -7"," -83"
1495452154.209062,"22/05/2017 19:22:34"," 1340bc"," -7"," -84"
1495452155.7227938,"22/05/2017 19:22:35"," 1340bc"," -12"," -87"
1495452157.2248766,"22/05/2017 19:22:37"," 1340bc"," -12"," -86"
1495452158.7364476,"22/05/2017 19:22:38"," 1340bc"," -7"," -84"
1495452160.250616,"22/05/2017 19:22:40"," 1340bc"," -6"," -84"
1495452161.754636,"22/05/2017 19:22:41"," 1340bc"," -6"," -81"
1495452163.2660515,"22/05/2017 19:22:43"," ffffff"," -6"," -80"
1495452164.7857716,"22/05/2017 19:22:44"," 1340bc"," -9"," -84"
1495452166.293014,"22/05/2017 19:22:46"," 1340bc"," -7"," -84"
1495452167.8038433,"22/05/2017 19:22:47"," 1340bc"," -7"," -84"
1495452169.3150303,"22/05/2017 19:22:49"," 1340bc"," -6"," -83"
1495452170.826187,"22/05/2017 19:22:50"," 1340bc"," -7"," -83"
1495452172.3414624,"22/05/2017 19:22:52"," 1340bc"," -6"," -83"
1495452173.8571124,"22/05/2017 19:22:53"," 1340bc"," -7"," -83"
1495452175.3727257,"22/05/2017 19:22:55"," 1340bc"," -10"," -85"
1495452176.8828635,"22/05/2017 19:22:56"," 1340bc"," -7"," -85"
1495452178.3889472,"22/05/2017 19:22:58"," 1340bc"," -9"," -86"
1495452179.9014294,"22/05/2017 19:22:59"," 1340bc"," -7"," -85"
1495452181.4165952,"22/05/2017 19:23:01"," 1340bc"," -8"," -85"
1495452182.9226584,"22/05/2017 19:23:02"," 1340bc"," -7"," -85"
1495452184.4272456,"22/05/2017 19:23:04"," 1340bc"," -9"," -86"
1495452185.9346666,"22/05/2017 19:23:05"," 1340bc"," -6"," -84"
1495452187.4391847,"22/05/2017 19:23:07"," 1340bc"," -8"," -84"
1495452188.948604,"22/05/2017 19:23:08"," 1340bc"," -6"," -82"
1495452190.4594908,"22/05/2017 19:23:10"," 1340bc"," -6"," -82"
1495452191.9706376,"22/05/2017 19:23:11"," 1340bc"," -5"," -82"
1495452193.4818246,"22/05/2017 19:23:13"," 1340bc"," -6"," -83"
1495452194.9962666,"22/05/2017 19:23:14"," 1340bc"," -7"," -84"
1495452196.4971352,"22/05/2017 19:23:16"," 1340bc"," -9"," -87"
1495452198.011126,"22/05/2017 19:23:18"," 1340bc"," -8"," -80"
1495452199.5201194,"22/05/2017 19:23:19"," 1340bc"," -13"," -87"
1495452201.0284486,"22/05/2017 19:23:21"," 1340bc"," -13"," -86"
1495452202.5456073,"22/05/2017 19:23:22"," 1340bc"," -8"," -79"
1495452204.0522983,"22/05/2017 19:23:24"," 1340bc"," -13"," -85"
1495452205.5598228,"22/05/2017 19:23:25"," 1340bc"," -13"," -85"
1495452207.0635118,"22/05/2017 19:23:27"," 1340bc"," -13"," -85"
1495452208.5717163,"22/05/2017 19:23:28"," 1340bc"," -13"," -86"
1495452210.082946,"22/05/2017 19:23:30"," 1340bc"," -13"," -85"
1495452211.592881,"22/05/2017 19:23:31"," 1340bc"," -6"," -84"
1495452213.1041338,"22/05/2017 19:23:33"," 1340bc"," -7"," -86"
1495452214.617798,"22/05/2017 19:23:34"," 1340b"," -8"," -121"
1495452216.1249547,"22/05/2017 19:23:36"," 1340bc"," -8"," -88"
1495452217.6291404,"22/05/2017 19:23:37"," 1340bc"," -6"," -86"
1495452219.1441314,"22/05/2017 19:23:39"," 1340bc"," -6"," -86"
1495452220.6572902,"22/05/2017 19:23:40"," 1340bc"," -6"," -86"
1495452222.1627347,"22/05/2017 19:23:42"," 1340bc"," -6"," -85"
1495452223.665691,"22/05/2017 19:23:43"," 1340bc"," -9"," -87"
1495452225.182527,"22/05/2017 19:23:45"," 1340bc"," -7"," -87"
1495452226.6991446,"22/05/2017 19:23:46"," 1340bc"," -10"," -89"
1495452228.2156708,"22/05/2017 19:23:48"," 1340bc"," -8"," -88"
1495452229.7296102,"22/05/2017 19:23:49"," 1340bc"," -10"," -89"
1495452231.250983,"22/05/2017 19:23:51"," 1340bc"," -6"," -89"
1495452232.753636,"22/05/2017 19:23:52"," 1340bc"," -7"," -88"
1495452234.268235,"22/05/2017 19:23:54"," 1340bc"," -7"," -88"
