"timestamp","date time","EcIo","RSCP"
1495799493.882081,"26/05/2017 19:51:33"," 1340b"," -5"," -85"
1495799493.8876672,"26/05/2017 19:51:33"," 1340b"," -6"," -85"
1495799494.3844168,"26/05/2017 19:51:34"," 1340b"," -6"," -85"
1495799495.8902318,"26/05/2017 19:51:35"," 1340b"," -7"," -85"
1495799497.4060466,"26/05/2017 19:51:37"," 1340b"," -7"," -85"
1495799498.9163632,"26/05/2017 19:51:38"," 1340b"," -6"," -85"
1495799500.4248462,"26/05/2017 19:51:40"," 1340b"," -6"," -86"
1495799501.935787,"26/05/2017 19:51:41"," 1340b"," -5"," -85"
1495799503.4483483,"26/05/2017 19:51:43"," 1340b"," -5"," -85"
1495799504.9615467,"26/05/2017 19:51:44"," 1340b"," -12"," -84"
1495799506.4737453,"26/05/2017 19:51:46"," 1340b"," -12"," -84"
1495799507.9885876,"26/05/2017 19:51:47"," 1340b"," -12"," -85"
1495799509.4915974,"26/05/2017 19:51:49"," 1340b"," -12"," -85"
1495799511.0042095,"26/05/2017 19:51:51"," 1340b"," -12"," -86"
1495799512.5177135,"26/05/2017 19:51:52"," 1340b"," -11"," -84"
1495799514.0319188,"26/05/2017 19:51:54"," 1340b"," -12"," -84"
1495799515.5362065,"26/05/2017 19:51:55"," 1340b"," -12"," -86"
1495799517.0485063,"26/05/2017 19:51:57"," 1340b"," -14"," -95"
1495799518.5541778,"26/05/2017 19:51:58"," 1340b"," -12"," -93"
1495799520.0597823,"26/05/2017 19:52:00"," 1340b"," -9"," -90"
1495799521.5698383,"26/05/2017 19:52:01"," 1340b"," -8"," -88"
1495799523.0801792,"26/05/2017 19:52:03"," 1340b"," -14"," -92"
1495799524.5867789,"26/05/2017 19:52:04"," 1340b"," -9"," -91"
1495799526.1064248,"26/05/2017 19:52:06"," 1340b"," -15"," -94"
1495799527.6279626,"26/05/2017 19:52:07"," 1340b"," -10"," -93"
1495799529.129854,"26/05/2017 19:52:09"," 1340b"," -10"," -92"
1495799530.6352968,"26/05/2017 19:52:10"," 1340b"," -9"," -91"
1495799532.144188,"26/05/2017 19:52:12"," 1340b"," -13"," -93"
1495799533.6545186,"26/05/2017 19:52:13"," 1340b"," -20"," -96"
1495799535.1656125,"26/05/2017 19:52:15"," 1340b"," -12"," -85"
1495799536.6763039,"26/05/2017 19:52:16"," 1340b"," -14"," -97"
1495799538.1881344,"26/05/2017 19:52:18"," 1340b"," -11"," -96"
1495799539.6984956,"26/05/2017 19:52:19"," 1340b"," -9"," -95"
1495799541.205167,"26/05/2017 19:52:21"," 1340b"," -7"," -93"
1495799542.7196586,"26/05/2017 19:52:22"," 1340b"," -8"," -91"
1495799544.2218082,"26/05/2017 19:52:24"," 1340b"," -10"," -92"
1495799545.7327263,"26/05/2017 19:52:25"," 1340b"," -9"," -91"
1495799547.2447467,"26/05/2017 19:52:27"," 1340b"," -8"," -91"
1495799548.756152,"26/05/2017 19:52:28"," 1340b"," -8"," -91"
1495799550.2705998,"26/05/2017 19:52:30"," 1340b"," -9"," -90"
1495799551.7731404,"26/05/2017 19:52:31"," 1340b"," -13"," -90"
1495799553.2860124,"26/05/2017 19:52:33"," 1340b"," -12"," -89"
1495799554.796491,"26/05/2017 19:52:34"," 1340b"," -12"," -88"
1495799556.3059912,"26/05/2017 19:52:36"," 1340b"," -13"," -92"
1495799557.8161407,"26/05/2017 19:52:37"," 1340b"," -14"," -92"
1495799559.3312752,"26/05/2017 19:52:39"," 1340b"," -13"," -91"
1495799560.83295,"26/05/2017 19:52:40"," 1340b"," -14"," -95"
1495799562.346956,"26/05/2017 19:52:42"," 1340b"," -16"," -107"
1495799563.853604,"26/05/2017 19:52:43"," 1340b"," -11"," -97"
1495799565.3556957,"26/05/2017 19:52:45"," 1340b"," -11"," -101"
1495799566.8671124,"26/05/2017 19:52:46"," 1340b"," -10"," -94"
1495799568.37729,"26/05/2017 19:52:48"," fffff"," -13"," -94"
1495799569.8822544,"26/05/2017 19:52:49"," 1340b"," -12"," -95"
1495799571.3896887,"26/05/2017 19:52:51"," 1340b"," -10"," -91"
1495799572.9085557,"26/05/2017 19:52:52"," 1340b"," -7"," -93"
