"timestamp","date time","EcIo","RSCP"
1495886413.7737212,"27/05/2017 20:00:13"," 1340bc"," -11"," -84"
1495886414.4103024,"27/05/2017 20:00:14"," 1340bc"," -11"," -83"
1495886415.9192853,"27/05/2017 20:00:15"," 1340bc"," -11"," -83"
1495886417.4261408,"27/05/2017 20:00:17"," 1340bc"," -12"," -83"
1495886418.9362788,"27/05/2017 20:00:18"," 1340bc"," -10"," -84"
1495886420.4484358,"27/05/2017 20:00:20"," 1340bc"," -11"," -84"
1495886421.9640224,"27/05/2017 20:00:21"," 1340bc"," -10"," -84"
1495886423.4820497,"27/05/2017 20:00:23"," 1340bc"," -10"," -84"
1495886424.9964426,"27/05/2017 20:00:24"," 1340bc"," -11"," -82"
1495886426.5083587,"27/05/2017 20:00:26"," 1340bc"," -9"," -82"
1495886428.4554222,"27/05/2017 20:00:28"," 134d3"," -13"," -88"
1495886429.9693365,"27/05/2017 20:00:29"," 134d3"," -13"," -90"
1495886431.4749036,"27/05/2017 20:00:31"," 134d3"," -12"," -86"
1495886432.9831066,"27/05/2017 20:00:32"," 134d3"," -13"," -88"
1495886434.4877844,"27/05/2017 20:00:34"," 134d3"," -13"," -89"
1495886435.997143,"27/05/2017 20:00:35"," 134d3"," -13"," -88"
1495886437.4994175,"27/05/2017 20:00:37"," 134d3"," -13"," -88"
1495886439.0101135,"27/05/2017 20:00:39"," 134d3"," -12"," -86"
1495886440.530872,"27/05/2017 20:00:40"," 134d3"," -13"," -88"
1495886442.032788,"27/05/2017 20:00:42"," 134d3"," -13"," -90"
1495886443.5470114,"27/05/2017 20:00:43"," 134d3"," -13"," -87"
1495886445.053358,"27/05/2017 20:00:45"," 134d3"," -13"," -91"
1495886446.5551193,"27/05/2017 20:00:46"," 134d3"," -13"," -92"
1495886448.0647917,"27/05/2017 20:00:48"," 134d3"," -13"," -93"
1495886449.5708506,"27/05/2017 20:00:49"," 134d3"," -14"," -92"
1495886451.0893342,"27/05/2017 20:00:51"," 134d3"," -12"," -93"
1495886452.5977273,"27/05/2017 20:00:52"," 134d3"," -13"," -92"
1495886454.103618,"27/05/2017 20:00:54"," 134d3"," -14"," -93"
1495886455.6176212,"27/05/2017 20:00:55"," 134d3"," -14"," -93"
1495886457.1243436,"27/05/2017 20:00:57"," 134d3"," -12"," -91"
1495886458.6418965,"27/05/2017 20:00:58"," 134d3"," -13"," -87"
1495886459.710829,"27/05/2017 20:00:59"," 134d3"," -8"," -84"
1495886461.2274365,"27/05/2017 20:01:01"," 134d3"," -8"," -83"
1495886462.734116,"27/05/2017 20:01:02"," 134d3"," -10"," -83"
1495886464.2425883,"27/05/2017 20:01:04"," 1340bc"," -5"," -80"
1495886465.7531788,"27/05/2017 20:01:05"," 1340bc"," -5"," -77"
1495886467.2639182,"27/05/2017 20:01:07"," 1340bc"," -4"," -75"
1495886468.7743602,"27/05/2017 20:01:08"," 1340bc"," -4"," -73"
1495886470.2862043,"27/05/2017 20:01:10"," 1340bc"," -4"," -72"
1495886471.7978408,"27/05/2017 20:01:11"," 1340bc"," -7"," -71"
1495886473.304742,"27/05/2017 20:01:13"," 1340bc"," -6"," -73"
1495886474.816598,"27/05/2017 20:01:14"," 1340bc"," -8"," -77"
1495886476.3276606,"27/05/2017 20:01:16"," 1340bc"," -11"," -80"
1495886477.8391576,"27/05/2017 20:01:17"," 1340bc"," -6"," -82"
1495886479.3460505,"27/05/2017 20:01:19"," 1340bc"," -7"," -82"
1495886480.8570533,"27/05/2017 20:01:20"," 1340bc"," -5"," -82"
1495886482.3682795,"27/05/2017 20:01:22"," 1340bc"," -6"," -82"
1495886483.885349,"27/05/2017 20:01:23"," 1340bc"," -6"," -81"
1495886485.4070902,"27/05/2017 20:01:25"," 1340bc"," -13"," -86"
1495886486.9110658,"27/05/2017 20:01:26"," 1340bc"," -12"," -86"
1495886488.4282951,"27/05/2017 20:01:28"," 1340bc"," -11"," -85"
1495886489.942876,"27/05/2017 20:01:29"," 1340bc"," -11"," -86"
1495886491.4610507,"27/05/2017 20:01:31"," 1340bc"," -10"," -87"
1495886492.972307,"27/05/2017 20:01:32"," 1340bc"," -11"," -86"
1495886494.4890003,"27/05/2017 20:01:34"," 1340bc"," -10"," -87"
1495886495.9968374,"27/05/2017 20:01:35"," 1340bc"," -10"," -88"
1495886497.5012827,"27/05/2017 20:01:37"," 1340bc"," -11"," -90"
1495886499.012979,"27/05/2017 20:01:39"," 1340bc"," -5"," -85"
1495886500.5248516,"27/05/2017 20:01:40"," 1340bc"," -11"," -91"
1495886502.036003,"27/05/2017 20:01:42"," 1340bc"," -13"," -90"
1495886503.5472777,"27/05/2017 20:01:43"," ffffff"," -16"," -93"
1495886505.0569372,"27/05/2017 20:01:45"," 1340bc"," -16"," -94"
1495886506.5604074,"27/05/2017 20:01:46"," 1340bc"," -17"," -94"
1495886508.068715,"27/05/2017 20:01:48"," 1340bc"," -15"," -94"
1495886509.5798264,"27/05/2017 20:01:49"," 1340bc"," -13"," -93"
1495886511.089799,"27/05/2017 20:01:51"," 1340bc"," -15"," -92"
1495886512.6012354,"27/05/2017 20:01:52"," 1340bc"," -13"," -91"
1495886514.1137338,"27/05/2017 20:01:54"," 1340bc"," -13"," -91"
1495886515.6295404,"27/05/2017 20:01:55"," 1340bc"," -13"," -90"
1495886517.1441462,"27/05/2017 20:01:57"," 1340bc"," -14"," -90"
1495886518.6575615,"27/05/2017 20:01:58"," 1340bc"," -15"," -90"
1495886520.1668692,"27/05/2017 20:02:00"," 1340b"," -7"," -88"
1495886521.6730814,"27/05/2017 20:02:01"," 1340b"," -6"," -85"
1495886523.1759431,"27/05/2017 20:02:03"," 1340b"," -6"," -84"
1495886524.6830542,"27/05/2017 20:02:04"," 1340b"," -7"," -83"
1495886526.200972,"27/05/2017 20:02:06"," 1340b"," -6"," -83"
1495886527.721282,"27/05/2017 20:02:07"," 1340b"," -7"," -83"
1495886529.2261467,"27/05/2017 20:02:09"," 1340b"," -6"," -82"
1495886530.7428758,"27/05/2017 20:02:10"," 1340b"," -7"," -81"
1495886532.2528226,"27/05/2017 20:02:12"," 1340b"," -7"," -81"
1495886533.76541,"27/05/2017 20:02:13"," 1340b"," -7"," -82"
1495886535.2760131,"27/05/2017 20:02:15"," 1340b"," -8"," -81"
1495886536.7876534,"27/05/2017 20:02:16"," 1340b"," -7"," -82"
1495886538.2987542,"27/05/2017 20:02:18"," 1340b"," -7"," -82"
1495886539.8101056,"27/05/2017 20:02:19"," 1340b"," -6"," -83"
1495886541.3206966,"27/05/2017 20:02:21"," 1340b"," -5"," -83"
1495886542.8320472,"27/05/2017 20:02:22"," 1340b"," -5"," -83"
1495886544.3426254,"27/05/2017 20:02:24"," 1340b"," -5"," -83"
1495886545.855351,"27/05/2017 20:02:25"," 1340b"," -6"," -82"
1495886547.3669949,"27/05/2017 20:02:27"," 1340b"," -5"," -82"
1495886548.8780146,"27/05/2017 20:02:28"," 1340b"," -7"," -82"
1495886550.3845472,"27/05/2017 20:02:30"," 1340b"," -7"," -82"
1495886551.8935542,"27/05/2017 20:02:31"," 1340b"," -6"," -82"
1495886553.4121926,"27/05/2017 20:02:33"," 1340b"," -8"," -82"
1495886554.9286547,"27/05/2017 20:02:34"," 1340b"," -8"," -82"
1495886556.4401038,"27/05/2017 20:02:36"," 1340b"," -8"," -82"
1495886557.9515615,"27/05/2017 20:02:37"," 1340b"," -13"," -85"
1495886559.4622674,"27/05/2017 20:02:39"," 1340b"," -14"," -86"
1495886560.9704127,"27/05/2017 20:02:40"," 1340b"," -10"," -89"
1495886562.485515,"27/05/2017 20:02:42"," 1340b"," -13"," -86"
1495886563.9909697,"27/05/2017 20:02:43"," 1340b"," -13"," -87"
1495886565.5026948,"27/05/2017 20:02:45"," 1340b"," -13"," -87"
1495886567.014653,"27/05/2017 20:02:47"," 1340b"," -12"," -90"
1495886568.52571,"27/05/2017 20:02:48"," 1340b"," -12"," -81"
1495886570.038706,"27/05/2017 20:02:50"," 1340b"," -12"," -83"
1495886571.5999646,"27/05/2017 20:02:51"," 1340b"," -13"," -86"
1495886573.1034365,"27/05/2017 20:02:53"," 1340b"," -13"," -86"
1495886574.6096835,"27/05/2017 20:02:54"," 1340b"," -5"," -84"
1495886576.1211774,"27/05/2017 20:02:56"," 1340b"," -7"," -85"
1495886577.6320274,"27/05/2017 20:02:57"," 1340b"," -5"," -79"
1495886579.1426146,"27/05/2017 20:02:59"," 1340b"," -5"," -79"
1495886580.65357,"27/05/2017 20:03:00"," 1340b"," -5"," -80"
1495886582.165526,"27/05/2017 20:03:02"," 1340b"," -5"," -79"
1495886583.678193,"27/05/2017 20:03:03"," 1340b"," -5"," -78"
1495886585.1834984,"27/05/2017 20:03:05"," 1340b"," -5"," -78"
1495886586.6982927,"27/05/2017 20:03:06"," 1340b"," -5"," -78"
1495886588.210441,"27/05/2017 20:03:08"," 1340b"," -6"," -79"
1495886589.721868,"27/05/2017 20:03:09"," 1340b"," -5"," -79"
1495886591.2353888,"27/05/2017 20:03:11"," 1340b"," -5"," -78"
1495886592.7485945,"27/05/2017 20:03:12"," 1340b"," -6"," -79"
1495886594.2621229,"27/05/2017 20:03:14"," 1340b"," -8"," -77"
1495886595.774376,"27/05/2017 20:03:15"," 1340b"," -12"," -77"
1495886597.2873926,"27/05/2017 20:03:17"," 1340b"," -12"," -79"
1495886598.800658,"27/05/2017 20:03:18"," 1340b"," -12"," -79"
1495886600.3140771,"27/05/2017 20:03:20"," 1340b"," -13"," -81"
1495886601.821204,"27/05/2017 20:03:21"," 134d3"," -8"," -83"
1495886603.3347523,"27/05/2017 20:03:23"," 134d3"," -7"," -85"
1495886604.8497646,"27/05/2017 20:03:24"," 134d3"," -6"," -85"
1495886606.3613708,"27/05/2017 20:03:26"," 134d3"," -6"," -85"
1495886607.8696227,"27/05/2017 20:03:27"," 134d3"," -12"," -85"
1495886609.3889155,"27/05/2017 20:03:29"," 134d3"," -13"," -90"
1495886610.890958,"27/05/2017 20:03:30"," 134d3"," -11"," -94"
1495886612.407633,"27/05/2017 20:03:32"," 134d3"," -14"," -93"
1495886613.9187644,"27/05/2017 20:03:33"," 134d3"," -12"," -88"
1495886615.4319408,"27/05/2017 20:03:35"," 134d3"," -12"," -87"
1495886616.9438097,"27/05/2017 20:03:36"," 134d3"," -12"," -85"
1495886618.455307,"27/05/2017 20:03:38"," 134d3"," -9"," -82"
1495886619.969207,"27/05/2017 20:03:39"," 134d3"," -12"," -83"
1495886621.481322,"27/05/2017 20:03:41"," 134d3"," -12"," -85"
1495886622.9926555,"27/05/2017 20:03:42"," 134d3"," -12"," -85"
1495886624.5082855,"27/05/2017 20:03:44"," 134d3"," -12"," -85"
1495886626.0304322,"27/05/2017 20:03:46"," 134d3"," -17"," -101"
1495886627.541812,"27/05/2017 20:03:47"," 134d3"," -13"," -89"
1495886629.0563977,"27/05/2017 20:03:49"," 134d3"," -12"," -90"
1495886630.569757,"27/05/2017 20:03:50"," 134d3"," -12"," -92"
1495886632.0799844,"27/05/2017 20:03:52"," 134d3"," -13"," -92"
1495886633.5938952,"27/05/2017 20:03:53"," 134d3"," -12"," -90"
1495886635.0963962,"27/05/2017 20:03:55"," 134d3"," -12"," -90"
1495886636.6079109,"27/05/2017 20:03:56"," 134d3"," -15"," -100"
