time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495890594.73675,27/05/2017 21:09:54,120000000,WiFi,3.3681018353,5166208,6661986.14086058,3.5530592751,0.0005249977,15.0002365112,0,['<wifi_mac_address>']
2,1495890609.73751,27/05/2017 21:10:09,120000000,Cellular,3.1945865154,8935596,11353449.3701794,6.0551729974,0.0075669289,15.0001564026,2896,['']
3,1495890624.74523,27/05/2017 21:10:24,120000000,Cellular,0,6776620,6772783.22887643,3.6121510554,0,15.0084974766,0,"['averageBytePerNet:[6661986.140860583, 11353449.370179413], numNetworkHighestAverageByte: 1']"
4,1495890639.75373,27/05/2017 21:10:39,120000000,Cellular,0,2877208,2875738.78727977,1.5337273532,0,15.0076634884,0,"['averageBytePerNet:[6661986.140860583, 9063116.299527919], numNetworkHighestAverageByte: 1']"
5,1495890654.76139,27/05/2017 21:10:54,120000000,Cellular,0,7139524,7136453.08613839,3.8061083126,0,15.0064547062,0,"['averageBytePerNet:[6661986.140860583, 7000657.128778537], numNetworkHighestAverageByte: 1']"
6,1495890669.76785,27/05/2017 21:11:09,120000000,Cellular,0,6447028,6444581.26480721,3.4371100079,0,15.0056948662,0,"['averageBytePerNet:[6661986.140860583, 7034606.1181185], numNetworkHighestAverageByte: 1']"
7,1495890684.77354,27/05/2017 21:11:24,120000000,Cellular,0,6677312,6674937.3756151,3.5599666003,0,15.0053362846,0,"['averageBytePerNet:[6661986.140860583, 6916601.147456241], numNetworkHighestAverageByte: 1']"
8,1495890699.77888,27/05/2017 21:11:39,120000000,Cellular,0,6957428,6955720.87074462,3.7097177977,0,15.0036814213,0,"['averageBytePerNet:[6661986.140860583, 6876323.852149385], numNetworkHighestAverageByte: 1']"
9,1495890714.78256,27/05/2017 21:11:54,120000000,Cellular,0,8402360,8398813.95763466,4.4793674441,0,15.0063331127,0,"['averageBytePerNet:[6661986.140860583, 6887666.283377276], numNetworkHighestAverageByte: 1']"
10,1495890729.78889,27/05/2017 21:12:09,120000000,Cellular,0,7162484,7159626.61587941,3.8184675285,0,15.0059864521,0,"['averageBytePerNet:[6661986.140860583, 7076559.74265945], numNetworkHighestAverageByte: 1']"
11,1495890744.79488,27/05/2017 21:12:24,120000000,Cellular,0,6553904,6550276.36151275,3.4934807261,0,15.0083072186,0,"['averageBytePerNet:[6661986.140860583, 7085789.395239445], numNetworkHighestAverageByte: 1']"
12,1495890759.80319,27/05/2017 21:12:39,120000000,Cellular,0,7278324,7275228.75387486,3.8801220021,0,15.0063817501,0,"['averageBytePerNet:[6661986.140860583, 7032238.091866776], numNetworkHighestAverageByte: 1']"
13,1495890774.80957,27/05/2017 21:12:54,120000000,Cellular,0,6713408,6710499.68760011,3.5789331667,0,15.0065009594,0,"['averageBytePerNet:[6661986.140860583, 7054328.152049329], numNetworkHighestAverageByte: 1']"
14,1495890789.81607,27/05/2017 21:13:09,120000000,Cellular,0,8794656,8792423.04572956,4.6892922911,0,15.0038094521,0,"['averageBytePerNet:[6661986.140860583, 7025675.780011893], numNetworkHighestAverageByte: 1']"
15,1495890804.81988,27/05/2017 21:13:24,120000000,Cellular,0,7215139,7212538.27223136,3.8466870785,0,15.0054087639,0,"['averageBytePerNet:[6661986.140860583, 7161579.41583633], numNetworkHighestAverageByte: 1']"
16,1495890819.82529,27/05/2017 21:13:39,120000000,Cellular,0,5738485,5736849.14537957,3.0596528775,0,15.0042772293,0,"['averageBytePerNet:[6661986.140860583, 7165219.33415026], numNetworkHighestAverageByte: 1']"
17,1495890834.82956,27/05/2017 21:13:54,120000000,Cellular,0,6952144,6947627.87226321,3.7054015319,0,15.0097503662,0,"['averageBytePerNet:[6661986.140860583, 7069994.654898881], numNetworkHighestAverageByte: 1']"
18,1495890849.83931,27/05/2017 21:14:09,120000000,Cellular,0,8034512,8030131.16681864,4.2827366223,0,15.0081832409,0,"['averageBytePerNet:[6661986.140860583, 7062346.730984151], numNetworkHighestAverageByte: 1']"
19,1495890864.8475,27/05/2017 21:14:24,120000000,Cellular,0,7093992,7092276.15655488,3.7825472835,0,15.0036289692,0,"['averageBytePerNet:[6661986.140860583, 7119275.22720971], numNetworkHighestAverageByte: 1']"
20,1495890879.85113,27/05/2017 21:14:39,120000000,Cellular,0,7510120,7506679.41950892,4.0035623571,0,15.0068750381,0,"['averageBytePerNet:[6661986.140860583, 7117775.278839996], numNetworkHighestAverageByte: 1']"
21,1495890894.858,27/05/2017 21:14:54,120000000,Cellular,0,7821032,7817766.19743854,4.1694753053,0,15.0062661171,0,"['averageBytePerNet:[6661986.140860583, 7138243.9178225715], numNetworkHighestAverageByte: 1']"
22,1495890909.86427,27/05/2017 21:15:09,120000000,Cellular,0,10462580,10459612.7509502,5.5784601338,0,15.0042552948,0,"['averageBytePerNet:[6661986.140860583, 7172220.0318033695], numNetworkHighestAverageByte: 1']"
23,1495890924.86852,27/05/2017 21:15:24,120000000,Cellular,0,10058188,10056213.8258666,5.3633140405,0,15.0029447079,0,"['averageBytePerNet:[6661986.140860583, 7328762.542238932], numNetworkHighestAverageByte: 1']"
24,1495890939.87147,27/05/2017 21:15:39,120000000,Cellular,0,5451080,5449606.0884412,2.9064565805,0,15.0040569305,0,"['averageBytePerNet:[6661986.140860583, 7452737.600585646], numNetworkHighestAverageByte: 1']"
25,1495890954.87552,27/05/2017 21:15:54,120000000,Cellular,0,6881472,6879457.1901025,3.6690438347,0,15.0043931007,0,"['averageBytePerNet:[6661986.140860583, 7365644.926144583], numNetworkHighestAverageByte: 1']"
26,1495890969.87992,27/05/2017 21:16:09,120000000,Cellular,0,7286652,7284966.42425668,3.8853154263,0,15.0034706593,0,"['averageBytePerNet:[6661986.140860583, 7345387.103809495], numNetworkHighestAverageByte: 1']"
27,1495890984.88339,27/05/2017 21:16:24,120000000,Cellular,0,7744056,7741908.20995114,4.129017712,0,15.0041613579,0,"['averageBytePerNet:[6661986.140860583, 7342970.276627383], numNetworkHighestAverageByte: 1']"
28,1495890999.88755,27/05/2017 21:16:39,120000000,Cellular,0,5209568,5206672.88259869,2.7768922041,0,15.0083405972,0,"['averageBytePerNet:[6661986.140860583, 7358314.043293681], numNetworkHighestAverageByte: 1']"
