"timestamp","date time","EcIo","RSCP"
1495792055.7760613,"26/05/2017 17:47:35"," 134e4"," -17"," -107"
1495792057.1341207,"26/05/2017 17:47:37"," 134e4"," -17"," -107"
1495792058.6349494,"26/05/2017 17:47:38"," 134e4"," -16"," -108"
1495792060.1460404,"26/05/2017 17:47:40"," 134e4"," -18"," -108"
1495792061.6605096,"26/05/2017 17:47:41"," 134e4"," -15"," -108"
1495792063.1664748,"26/05/2017 17:47:43"," 134e4"," -15"," -108"
1495792064.6708844,"26/05/2017 17:47:44"," 134e4"," -14"," -108"
1495792066.1710086,"26/05/2017 17:47:46"," 134e4"," -18"," -108"
1495792067.679615,"26/05/2017 17:47:47"," 134e4"," -8"," -102"
1495792069.1816318,"26/05/2017 17:47:49"," 134e4"," -9"," -99"
1495792070.6859438,"26/05/2017 17:47:50"," fffff"," -13"," -101"
1495792072.1964526,"26/05/2017 17:47:52"," fffff"," -10"," -96"
1495792073.7056725,"26/05/2017 17:47:53"," fffff"," -12"," -101"
1495792075.211798,"26/05/2017 17:47:55"," fffff"," -13"," -105"
1495792076.7333012,"26/05/2017 17:47:56"," fffff"," -11"," -101"
1495792078.245454,"26/05/2017 17:47:58"," fffff"," -11"," -100"
1495792079.7522624,"26/05/2017 17:47:59"," fffff"," -9"," -102"
1495792081.2526596,"26/05/2017 17:48:01"," fffff"," -10"," -102"
1495792082.758379,"26/05/2017 17:48:02"," fffff"," -7"," -102"
1495792084.2690434,"26/05/2017 17:48:04"," fffff"," -6"," -100"
1495792085.778085,"26/05/2017 17:48:05"," fffff"," -8"," -103"
1495792087.288948,"26/05/2017 17:48:07"," 134d3"," -11"," -105"
1495792088.7983966,"26/05/2017 17:48:08"," 134d3"," -15"," -107"
1495792090.3077333,"26/05/2017 17:48:10"," 134d3"," -16"," -108"
1495792091.8225594,"26/05/2017 17:48:11"," 134e4"," -20"," -109"
1495792093.2951927,"26/05/2017 17:48:13"," 134e4"," -18"," -110"
1495792094.7725215,"26/05/2017 17:48:14"," 134e4"," -15"," -109"
1495792096.2610524,"26/05/2017 17:48:16"," 134e4"," -13"," -108"
1495792097.7477612,"26/05/2017 17:48:17"," 134e4"," -15"," -104"
1495792099.2343214,"26/05/2017 17:48:19"," 134e4"," -8"," -99"
1495792100.7240405,"26/05/2017 17:48:20"," 134e4"," -8"," -103"
1495792102.2221162,"26/05/2017 17:48:22"," 134e4"," -10"," -102"
1495792103.7251906,"26/05/2017 17:48:23"," 134e4"," -10"," -100"
1495792105.2298157,"26/05/2017 17:48:25"," 134e4"," -11"," -100"
1495792106.7420402,"26/05/2017 17:48:26"," 134e4"," -12"," -102"
