"timestamp","date time","EcIo","RSCP"
1495447092.3737557,"22/05/2017 17:58:12"," 1340bc"," -16"," -88"
1495447093.875856,"22/05/2017 17:58:13"," 1340bc"," -7"," -86"
1495447095.3802476,"22/05/2017 17:58:15"," 1340bc"," -7"," -85"
1495447096.8913012,"22/05/2017 17:58:16"," 1340bc"," -6"," -83"
1495447098.405407,"22/05/2017 17:58:18"," 1340bc"," -5"," -83"
1495447099.9071672,"22/05/2017 17:58:19"," 1340bc"," -6"," -84"
1495447101.4282813,"22/05/2017 17:58:21"," 1340bc"," -5"," -84"
1495447102.933275,"22/05/2017 17:58:22"," 1340bc"," -6"," -85"
1495447104.4388194,"22/05/2017 17:58:24"," 1340bc"," -4"," -83"
1495447105.9403648,"22/05/2017 17:58:25"," 1340bc"," -6"," -83"
1495447107.455172,"22/05/2017 17:58:27"," 1340bc"," -7"," -83"
1495447108.9564269,"22/05/2017 17:58:28"," 1340bc"," -6"," -83"
1495447110.4768932,"22/05/2017 17:58:30"," 1340bc"," -5"," -82"
1495447111.9781559,"22/05/2017 17:58:31"," 1340bc"," -6"," -83"
1495447113.484799,"22/05/2017 17:58:33"," 1340bc"," -7"," -85"
1495447114.9956234,"22/05/2017 17:58:34"," 1340bc"," -10"," -86"
1495447116.5088823,"22/05/2017 17:58:36"," 134d3"," -11"," -94"
1495447118.024295,"22/05/2017 17:58:38"," 134d3"," -12"," -98"
1495447119.5422087,"22/05/2017 17:58:39"," 134d3"," -12"," -98"
1495447121.0538552,"22/05/2017 17:58:41"," 134d3"," -11"," -95"
1495447122.5666602,"22/05/2017 17:58:42"," 134d3"," -12"," -96"
1495447124.0823781,"22/05/2017 17:58:44"," 134d3"," -12"," -95"
1495447125.5868752,"22/05/2017 17:58:45"," 134d3"," -14"," -105"
1495447127.0973942,"22/05/2017 17:58:47"," 134d3"," -13"," -103"
1495447128.610505,"22/05/2017 17:58:48"," 134d3"," -12"," -98"
1495447130.1206155,"22/05/2017 17:58:50"," 134d3"," -13"," -101"
1495447131.6311512,"22/05/2017 17:58:51"," 134d3"," -9"," -104"
1495447133.1360312,"22/05/2017 17:58:53"," 134d3"," -8"," -100"
1495447134.6439006,"22/05/2017 17:58:54"," 134d3"," -5"," -97"
1495447136.1623375,"22/05/2017 17:58:56"," 134d3"," -5"," -95"
1495447137.664754,"22/05/2017 17:58:57"," 134d3"," -3"," -94"
1495447139.1797361,"22/05/2017 17:58:59"," 134d3"," -6"," -94"
1495447140.6910856,"22/05/2017 17:59:00"," 134d3"," -5"," -94"
1495447142.2054732,"22/05/2017 17:59:02"," 134d3"," -6"," -95"
1495447143.7109518,"22/05/2017 17:59:03"," 134d3"," -4"," -95"
1495447145.2138486,"22/05/2017 17:59:05"," 134d3"," -3"," -95"
1495447146.7301877,"22/05/2017 17:59:06"," 134d3"," -6"," -96"
1495447148.2353675,"22/05/2017 17:59:08"," 134d3"," -5"," -96"
1495447149.7377224,"22/05/2017 17:59:09"," 134d3"," -12"," -95"
1495447151.2508872,"22/05/2017 17:59:11"," 134d3"," -12"," -96"
1495447152.7631948,"22/05/2017 17:59:12"," 134d3"," -12"," -96"
1495447154.27402,"22/05/2017 17:59:14"," 134d3"," -12"," -96"
1495447155.786855,"22/05/2017 17:59:15"," 134d3"," -12"," -96"
1495447157.3002777,"22/05/2017 17:59:17"," 134d3"," -11"," -93"
1495447158.8147895,"22/05/2017 17:59:18"," 134d3"," -8"," -91"
1495447160.3260543,"22/05/2017 17:59:20"," 134d3"," -11"," -93"
1495447161.8400433,"22/05/2017 17:59:21"," 134d3"," -12"," -94"
1495447163.3479927,"22/05/2017 17:59:23"," 134d3"," -12"," -95"
1495447164.8605983,"22/05/2017 17:59:24"," 134d3"," -12"," -95"
1495447166.3691273,"22/05/2017 17:59:26"," 134d3"," -12"," -96"
1495447167.870784,"22/05/2017 17:59:27"," 134d3"," -11"," -93"
1495447169.3843546,"22/05/2017 17:59:29"," 134d3"," -12"," -95"
1495447170.9026685,"22/05/2017 17:59:30"," 134d3"," -12"," -96"
1495447172.409681,"22/05/2017 17:59:32"," 134d3"," -12"," -95"
1495447173.9136236,"22/05/2017 17:59:33"," 134d3"," -13"," -96"
1495447175.4176707,"22/05/2017 17:59:35"," 134d3"," -12"," -95"
1495447176.9286833,"22/05/2017 17:59:36"," 134d3"," -5"," -95"
