time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
11,1495452330.16977,22/05/2017 19:25:30,120000000,WiFi,0,8441840,8439510.88528472,4.5010724722,0,15.0041396618,0,"['averageBytePerNet:[8778449.493102401, 7635158.153388595], numNetworkHighestAverageByte: 1']"
12,1495452345.17391,22/05/2017 19:25:45,120000000,WiFi,0,9077512,9076486.69534963,4.8407929042,0,15.0016944408,0,"['averageBytePerNet:[8744555.632320633, 7635158.153388595], numNetworkHighestAverageByte: 1']"
13,1495452360.17561,22/05/2017 19:26:00,120000000,WiFi,0,9074616,9073730.470401,4.8393229175,0,15.0014638901,0,"['averageBytePerNet:[8774731.183505088, 7635158.153388595], numNetworkHighestAverageByte: 1']"
14,1495452375.17707,22/05/2017 19:26:15,120000000,WiFi,0,9073168,9072190.33361464,4.8385015113,0,15.001616478,0,"['averageBytePerNet:[8799647.790746413, 7635158.153388595], numNetworkHighestAverageByte: 1']"
15,1495452390.17869,22/05/2017 19:26:30,120000000,WiFi,0,9076064,9075108.23289059,4.8400577242,0,15.0015797615,0,"['averageBytePerNet:[8820612.601736275, 7635158.153388595], numNetworkHighestAverageByte: 1']"
16,1495452405.18027,22/05/2017 19:26:45,120000000,WiFi,0,8108800,8108099.4367514,4.3243196996,0,15.0012960434,0,"['averageBytePerNet:[8838790.861104442, 7635158.153388595], numNetworkHighestAverageByte: 1']"
17,1495452420.18156,22/05/2017 19:27:00,120000000,WiFi,0,9073168,9072224.93767719,4.8385199668,0,15.0015592575,0,"['averageBytePerNet:[8790078.099480905, 7635158.153388595], numNetworkHighestAverageByte: 1']"
18,1495452435.18312,22/05/2017 19:27:15,120000000,WiFi,0,9076064,9074743.63467865,4.8398632718,0,15.0021824837,0,"['averageBytePerNet:[8807712.276868172, 7635158.153388595], numNetworkHighestAverageByte: 1']"
19,1495452450.1853,22/05/2017 19:27:30,120000000,WiFi,0,9005112,9004223.37862273,4.8022524686,0,15.001480341,0,"['averageBytePerNet:[8823420.003798202, 7635158.153388595], numNetworkHighestAverageByte: 1']"
20,1495452465.18678,22/05/2017 19:27:45,120000000,WiFi,0,9073168,9072367.82641429,4.8385961741,0,15.0013229847,0,"['averageBytePerNet:[8833464.635732897, 7635158.153388595], numNetworkHighestAverageByte: 1']"
21,1495452480.18811,22/05/2017 19:28:00,120000000,WiFi,0,9077512,9076442.98763564,4.8407695934,0,15.0017666817,0,"['averageBytePerNet:[8846038.487874022, 7635158.153388595], numNetworkHighestAverageByte: 1']"
22,1495452495.18987,22/05/2017 19:28:15,120000000,WiFi,0,9073168,9071980.98466578,4.8383898585,0,15.0019626617,0,"['averageBytePerNet:[8857558.712862102, 7635158.153388595], numNetworkHighestAverageByte: 1']"
23,1495452510.19184,22/05/2017 19:28:30,120000000,WiFi,0,7975584,7974225.39998655,4.2529202133,0,15.0025556087,0,"['averageBytePerNet:[8867769.297233706, 7635158.153388595], numNetworkHighestAverageByte: 1']"
24,1495452525.19439,22/05/2017 19:28:45,120000000,WiFi,0,8935608,8933327.33390876,4.7644412448,0,15.0038294792,0,"['averageBytePerNet:[8827153.665540652, 7635158.153388595], numNetworkHighestAverageByte: 1']"
25,1495452540.19822,22/05/2017 19:29:00,120000000,WiFi,0,8744472,8743545.59322032,4.6632243164,0,15.0015892982,0,"['averageBytePerNet:[8831769.911991442, 7635158.153388595], numNetworkHighestAverageByte: 1']"
26,1495452555.19981,22/05/2017 19:29:15,120000000,WiFi,0,9019592,9018821.92211397,4.8100383585,0,15.0012807846,0,"['averageBytePerNet:[8828093.89870931, 7635158.153388595], numNetworkHighestAverageByte: 1']"
27,1495452570.20109,22/05/2017 19:29:30,120000000,WiFi,0,9063032,9062124.12480611,4.8331328666,0,15.0015027523,0,"['averageBytePerNet:[8835723.019645497, 7635158.153388595], numNetworkHighestAverageByte: 1']"
28,1495452585.20259,22/05/2017 19:29:45,120000000,WiFi,0,9073168,9072064.7519217,4.8384345344,0,15.0018241405,0,"['averageBytePerNet:[8844430.754459366, 7635158.153388595], numNetworkHighestAverageByte: 1']"
29,1495452600.20442,22/05/2017 19:30:00,120000000,WiFi,0,9076064,9074790.93848891,4.8398885005,0,15.0021042824,0,"['averageBytePerNet:[8852861.643254267, 7635158.153388595], numNetworkHighestAverageByte: 1']"
30,1495452615.20652,22/05/2017 19:30:15,120000000,WiFi,0,9074616,9073245.08891336,4.8390640474,0,15.002266407,0,"['averageBytePerNet:[8860787.689512648, 7635158.153388595], numNetworkHighestAverageByte: 1']"
31,1495452630.20879,22/05/2017 19:30:30,120000000,WiFi,0,7979928,7978862.32648771,4.2553932408,0,15.0020034313,0,"['averageBytePerNet:[8868113.806733362, 7635158.153388595], numNetworkHighestAverageByte: 1']"
32,1495452645.21079,22/05/2017 19:30:45,120000000,WiFi,0,9074616,9073285.75167952,4.8390857342,0,15.002199173,0,"['averageBytePerNet:[8838472.090725174, 7635158.153388595], numNetworkHighestAverageByte: 1']"
33,1495452660.21299,22/05/2017 19:31:00,120000000,WiFi,0,9077512,9076091.46598267,4.8405821152,0,15.0023477077,0,"['averageBytePerNet:[8846046.724949507, 7635158.153388595], numNetworkHighestAverageByte: 1']"
34,1495452675.21534,22/05/2017 19:31:15,120000000,WiFi,0,9073168,9071963.97188369,4.838380785,0,15.0019907951,0,"['averageBytePerNet:[8853235.623106794, 7635158.153388595], numNetworkHighestAverageByte: 1']"
35,1495452690.21733,22/05/2017 19:31:30,120000000,WiFi,0,9061584,9060316.42528955,4.8321687602,0,15.0020985603,0,"['averageBytePerNet:[8859863.754887912, 7635158.153388595], numNetworkHighestAverageByte: 1']"
36,1495452705.21943,22/05/2017 19:31:45,120000000,WiFi,0,9090544,9088320.98244097,4.847104524,0,15.0036690235,0,"['averageBytePerNet:[8865759.421664432, 7635158.153388595], numNetworkHighestAverageByte: 1']"
37,1495452720.2231,22/05/2017 19:32:00,120000000,WiFi,0,9076064,9074553.99173261,4.8397621289,0,15.0024960041,0,"['averageBytePerNet:[8872118.323400905, 7635158.153388595], numNetworkHighestAverageByte: 1']"
38,1495452735.22559,22/05/2017 19:32:15,120000000,WiFi,0,9076064,9075101.45409642,4.8400541089,0,15.0015909672,0,"['averageBytePerNet:[8877741.536410118, 7635158.153388595], numNetworkHighestAverageByte: 1']"
39,1495452750.22719,22/05/2017 19:32:30,120000000,WiFi,0,8055224,8054336.56375218,4.2956461673,0,15.0016527176,0,"['averageBytePerNet:[8883075.588239478, 7635158.153388595], numNetworkHighestAverageByte: 1']"
40,1495452765.22884,22/05/2017 19:32:45,120000000,WiFi,0,9074616,9072482.94577958,4.8386575711,0,15.0035266876,0,"['averageBytePerNet:[8861266.666542444, 7635158.153388595], numNetworkHighestAverageByte: 1']"
41,1495452780.23236,22/05/2017 19:33:00,120000000,WiFi,0,9076064,9075056.02201395,4.8400298784,0,15.001666069,0,"['averageBytePerNet:[8866682.468574164, 7635158.153388595], numNetworkHighestAverageByte: 1']"
42,1495452795.23403,22/05/2017 19:33:15,120000000,WiFi,0,8789360,8788333.02270916,4.6871109454,0,15.0017528534,0,"['averageBytePerNet:[8871891.80741016, 7635158.153388595], numNetworkHighestAverageByte: 1']"
43,1495452810.23578,22/05/2017 19:33:30,120000000,WiFi,0,9035520,9034639.00345029,4.8184741352,0,15.001462698,0,"['averageBytePerNet:[8869853.788271112, 7635158.153388595], numNetworkHighestAverageByte: 1']"
44,1495452825.23725,22/05/2017 19:33:45,120000000,WiFi,0,9073168,9072263.00245089,4.838540268,0,15.001496315,0,"['averageBytePerNet:[8873777.245775377, 7635158.153388595], numNetworkHighestAverageByte: 1']"
45,1495452840.23874,22/05/2017 19:34:00,120000000,WiFi,0,8983392,8982312.65868855,4.7905667513,0,15.0018024445,0,"['averageBytePerNet:[8878393.193605041, 7635158.153388595], numNetworkHighestAverageByte: 1']"
46,1495452855.24054,22/05/2017 19:34:15,120000000,WiFi,0,8841488,8839911.79680417,4.714619625,0,15.0026745796,0,"['averageBytePerNet:[8880754.999629665, 7635158.153388595], numNetworkHighestAverageByte: 1']"
47,1495452870.24322,22/05/2017 19:34:30,120000000,WiFi,0,7688880,7687845.25266012,4.1001841348,0,15.0020189285,0,"['averageBytePerNet:[8879847.37290021, 7635158.153388595], numNetworkHighestAverageByte: 1']"
48,1495452885.24524,22/05/2017 19:34:45,120000000,WiFi,0,9018144,9017060.91320227,4.8090991537,0,15.0018017292,0,"['averageBytePerNet:[8853934.283329774, 7635158.153388595], numNetworkHighestAverageByte: 1']"
49,1495452900.24704,22/05/2017 19:35:00,120000000,WiFi,0,9070272,9069426.96538685,4.8370277149,0,15.0013976097,0,"['averageBytePerNet:[8857405.062688762, 7635158.153388595], numNetworkHighestAverageByte: 1']"
50,1495452915.24844,22/05/2017 19:35:15,120000000,WiFi,0,9078960,9077882.73787624,4.8415374602,0,15.0017800331,0,"['averageBytePerNet:[8861822.18566164, 7635158.153388595], numNetworkHighestAverageByte: 1']"
51,1495452930.25022,22/05/2017 19:35:30,120000000,WiFi,0,9076064,9075142.99239848,4.8400762626,0,15.0015223026,0,"['averageBytePerNet:[8866231.584686428, 7635158.153388595], numNetworkHighestAverageByte: 1']"
52,1495452945.25174,22/05/2017 19:35:45,120000000,WiFi,0,9074616,9073832.7157256,4.8393774484,0,15.0012948513,0,"['averageBytePerNet:[8870409.812840668, 7635158.153388595], numNetworkHighestAverageByte: 1']"
53,1495452960.25303,22/05/2017 19:36:00,120000000,WiFi,0,9074616,9073733.2103726,4.8393243789,0,15.0014593601,0,"['averageBytePerNet:[8874398.497210963, 7635158.153388595], numNetworkHighestAverageByte: 1']"
54,1495452975.25449,22/05/2017 19:36:15,120000000,WiFi,0,9076064,9075131.74240412,4.8400702626,0,15.0015408993,0,"['averageBytePerNet:[8878231.857079454, 7635158.153388595], numNetworkHighestAverageByte: 1']"
55,1495452990.25604,22/05/2017 19:36:30,120000000,WiFi,0,8045088,8044274.80846243,4.2902798978,0,15.0015163422,0,"['averageBytePerNet:[8881946.949255392, 7635158.153388595], numNetworkHighestAverageByte: 1']"
56,1495453005.25755,22/05/2017 19:36:45,120000000,WiFi,0,9073168,9072411.3716064,4.8386193982,0,15.0012509823,0,"['averageBytePerNet:[8866434.50220367, 7635158.153388595], numNetworkHighestAverageByte: 1']"
57,1495453020.2588,22/05/2017 19:37:00,120000000,WiFi,0,9076064,9075173.85791084,4.8400927242,0,15.0014712811,0,"['averageBytePerNet:[8870179.53619281, 7635158.153388595], numNetworkHighestAverageByte: 1']"
58,1495453035.26027,22/05/2017 19:37:15,120000000,WiFi,0,9076064,9074358.87688315,4.8396580677,0,15.0028185844,0,"['averageBytePerNet:[8873840.149080632, 7635158.153388595], numNetworkHighestAverageByte: 1']"
59,1495453050.26309,22/05/2017 19:37:30,120000000,WiFi,0,9076064,9074801.61075819,4.8398941924,0,15.0020866394,0,"['averageBytePerNet:[8877358.02149822, 7635158.153388595], numNetworkHighestAverageByte: 1']"
