time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495442329.98479,22/05/2017 16:38:49,120000000,Cellular,0.9641728401,5322112,5687127.91836122,3.0331348898,0.0006732941,15.0014305115,0,['']
2,1495442344.98689,22/05/2017 16:39:04,120000000,WiFi,4.1910676956,5507873,7643650.64188679,4.0766136757,0.0070407391,14.9997897148,6940,['<wifi_mac_address>']
3,1495442359.99372,22/05/2017 16:39:19,120000000,WiFi,0,9063032,9061948.41874386,4.8330391567,0,15.001793623,0,"['averageBytePerNet:[7643650.64188679, 5687127.918361216], numNetworkHighestAverageByte: 1']"
4,1495442374.99552,22/05/2017 16:39:34,120000000,WiFi,0,8507000,8506057.24943161,4.5365638664,0,15.0016624928,0,"['averageBytePerNet:[8352799.5303153265, 5687127.918361216], numNetworkHighestAverageByte: 1']"
5,1495442389.99718,22/05/2017 16:39:49,120000000,WiFi,0,7555664,7554451.60500184,4.029040856,0,15.0024073124,0,"['averageBytePerNet:[8403885.43668742, 5687127.918361216], numNetworkHighestAverageByte: 1']"
6,1495442404.99959,22/05/2017 16:40:04,120000000,WiFi,0,8449080,8448198.58279709,4.5057059108,0,15.0015649796,0,"['averageBytePerNet:[8191526.978766024, 5687127.918361216], numNetworkHighestAverageByte: 1']"
7,1495442420.00115,22/05/2017 16:40:20,120000000,WiFi,0,9076064,9075141.98278246,4.8400757242,0,15.0015239716,0,"['averageBytePerNet:[8242861.299572239, 5687127.918361216], numNetworkHighestAverageByte: 1']"
8,1495442435.00267,22/05/2017 16:40:35,120000000,WiFi,0,9070272,9068735.7167411,4.8366590489,0,15.0025410652,0,"['averageBytePerNet:[8381574.746773942, 5687127.918361216], numNetworkHighestAverageByte: 1']"
9,1495442450.00522,22/05/2017 16:40:50,120000000,WiFi,0,7987168,7986084.47947444,4.2592450557,0,15.002035141,0,"['averageBytePerNet:[8479740.599626394, 5687127.918361216], numNetworkHighestAverageByte: 1']"
10,1495442465.00725,22/05/2017 16:41:05,120000000,WiFi,0,9081856,9080773.34312619,4.8430791163,0,15.0017883778,0,"['averageBytePerNet:[8418033.584607398, 5687127.918361216], numNetworkHighestAverageByte: 1']"
11,1495442480.00904,22/05/2017 16:41:20,120000000,WiFi,0,9067376,9066450.11031789,4.8354400588,0,15.0015318394,0,"['averageBytePerNet:[8491671.335553931, 5687127.918361216], numNetworkHighestAverageByte: 1']"
12,1495442495.01057,22/05/2017 16:41:35,120000000,WiFi,0,9083304,9081734.6237089,4.8435917993,0,15.0025920868,0,"['averageBytePerNet:[8549149.213030327, 5687127.918361216], numNetworkHighestAverageByte: 1']"
13,1495442510.01316,22/05/2017 16:41:50,120000000,WiFi,0,9077512,9076537.47183637,4.840819985,0,15.0016105175,0,"['averageBytePerNet:[8597566.068546562, 5687127.918361216], numNetworkHighestAverageByte: 1']"
14,1495442525.01477,22/05/2017 16:42:05,120000000,WiFi,0,9019592,9018205.32387442,4.8097095061,0,15.0023064613,0,"['averageBytePerNet:[8637480.352154044, 5687127.918361216], numNetworkHighestAverageByte: 1']"
15,1495442540.01708,22/05/2017 16:42:20,120000000,WiFi,0,8011784,8009519.95646372,4.2717439768,0,15.004240036,0,"['averageBytePerNet:[8666766.888440229, 5687127.918361216], numNetworkHighestAverageByte: 1']"
16,1495442555.02132,22/05/2017 16:42:35,120000000,WiFi,0,9055792,9054525.09160262,4.8290800489,0,15.0020987988,0,"['averageBytePerNet:[8619820.679013336, 5687127.918361216], numNetworkHighestAverageByte: 1']"
17,1495442570.02342,22/05/2017 16:42:50,120000000,WiFi,0,9078960,9077993.82862923,4.8415967086,0,15.0015964508,0,"['averageBytePerNet:[8648800.973185955, 5687127.918361216], numNetworkHighestAverageByte: 1']"
18,1495442585.02502,22/05/2017 16:43:05,120000000,WiFi,0,9074616,9073572.13169528,4.8392384702,0,15.0017256737,0,"['averageBytePerNet:[8675625.526651159, 5687127.918361216], numNetworkHighestAverageByte: 1']"
19,1495442600.02674,22/05/2017 16:43:20,120000000,WiFi,0,9077512,9076403.03078687,4.8407482831,0,15.0018327236,0,"['averageBytePerNet:[8699034.150477283, 5687127.918361216], numNetworkHighestAverageByte: 1']"
20,1495442615.02857,22/05/2017 16:43:35,120000000,WiFi,0,9073168,9071949.41014631,4.8383730187,0,15.0020148754,0,"['averageBytePerNet:[8719999.08827226, 5687127.918361216], numNetworkHighestAverageByte: 1']"
21,1495442630.03059,22/05/2017 16:43:50,120000000,WiFi,0,8699584,8698547.88184505,4.639225537,0,15.0017867088,0,"['averageBytePerNet:[8738522.789423527, 5687127.918361216], numNetworkHighestAverageByte: 1']"
22,1495442645.03238,22/05/2017 16:44:05,120000000,WiFi,0,8186992,8186030.59170211,4.3658829822,0,15.0017616749,0,"['averageBytePerNet:[8736524.044044603, 5687127.918361216], numNetworkHighestAverageByte: 1']"
23,1495442660.03414,22/05/2017 16:44:20,120000000,WiFi,0,8855968,8854969.40749699,4.7226503507,0,15.0016915798,0,"['averageBytePerNet:[8710310.070123533, 5687127.918361216], numNetworkHighestAverageByte: 1']"
24,1495442675.03583,22/05/2017 16:44:35,120000000,WiFi,0,8855968,8855148.8419822,4.7227460491,0,15.0013875961,0,"['averageBytePerNet:[8716885.494549599, 5687127.918361216], numNetworkHighestAverageByte: 1']"
25,1495442690.03722,22/05/2017 16:44:50,120000000,WiFi,0,9018144,9017322.02267392,4.8092384121,0,15.0013673306,0,"['averageBytePerNet:[8722896.944437973, 5687127.918361216], numNetworkHighestAverageByte: 1']"
26,1495442705.03858,22/05/2017 16:45:05,120000000,WiFi,0,9073168,9072403.44115949,4.8386151686,0,15.0012640953,0,"['averageBytePerNet:[8735164.656031137, 5687127.918361216], numNetworkHighestAverageByte: 1']"
27,1495442720.03985,22/05/2017 16:45:20,120000000,WiFi,0,9076064,9075287.65827279,4.8401534177,0,15.0012831688,0,"['averageBytePerNet:[8748654.207436271, 5687127.918361216], numNetworkHighestAverageByte: 1']"
28,1495442735.04113,22/05/2017 16:45:35,120000000,WiFi,0,9074616,9073604.14508626,4.839255544,0,15.0016727448,0,"['averageBytePerNet:[8761217.032468446, 5687127.918361216], numNetworkHighestAverageByte: 1']"
29,1495442750.0428,22/05/2017 16:45:50,120000000,WiFi,0,8751712,8750939.20244394,4.6671675746,0,15.0013246536,0,"['averageBytePerNet:[8772786.925528364, 5687127.918361216], numNetworkHighestAverageByte: 1']"
30,1495442765.04413,22/05/2017 16:46:05,120000000,WiFi,0,8352064,8350954.86756907,4.453842596,0,15.0019922256,0,"['averageBytePerNet:[8772006.649703922, 5687127.918361216], numNetworkHighestAverageByte: 1']"
31,1495442780.04612,22/05/2017 16:46:20,120000000,WiFi,0,9076064,9074464.29265928,4.8397142894,0,15.0026443005,0,"['averageBytePerNet:[8757487.622733755, 5687127.918361216], numNetworkHighestAverageByte: 1']"
32,1495442795.04876,22/05/2017 16:46:35,120000000,WiFi,0,9071720,9070611.01759676,4.8376592094,0,15.0018339157,0,"['averageBytePerNet:[8768053.511731273, 5687127.918361216], numNetworkHighestAverageByte: 1']"
33,1495442810.0506,22/05/2017 16:46:50,120000000,WiFi,0,9076064,9075111.40594665,4.8400594165,0,15.0015745163,0,"['averageBytePerNet:[8777813.43127532, 5687127.918361216], numNetworkHighestAverageByte: 1']"
34,1495442825.05217,22/05/2017 16:47:05,120000000,WiFi,0,9067376,9066474.0297573,4.8354528159,0,15.0014922619,0,"['averageBytePerNet:[8787103.9929838, 5687127.918361216], numNetworkHighestAverageByte: 1']"
35,1495442840.05367,22/05/2017 16:47:20,120000000,WiFi,0,9073168,9072437.75846594,4.8386334712,0,15.0012073517,0,"['averageBytePerNet:[8795569.751673907, 5687127.918361216], numNetworkHighestAverageByte: 1']"
36,1495442855.05487,22/05/2017 16:47:35,120000000,WiFi,0,9073168,9071969.16221722,4.8383835532,0,15.0019822121,0,"['averageBytePerNet:[8803712.92834426, 5687127.918361216], numNetworkHighestAverageByte: 1']"
37,1495442870.05686,22/05/2017 16:47:50,120000000,WiFi,0,8741576,8740690.46315428,4.6617015803,0,15.00151968,0,"['averageBytePerNet:[8811377.392169202, 5687127.918361216], numNetworkHighestAverageByte: 1']"
38,1495442885.05837,22/05/2017 16:48:05,120000000,WiFi,0,8357856,8356248.35893668,4.4566657914,0,15.0028858185,0,"['averageBytePerNet:[8809413.866363231, 5687127.918361216], numNetworkHighestAverageByte: 1']"
39,1495442900.06126,22/05/2017 16:48:20,120000000,WiFi,0,9074616,9073406.15597912,4.8391499499,0,15.0020000935,0,"['averageBytePerNet:[8797166.149946297, 5687127.918361216], numNetworkHighestAverageByte: 1']"
40,1495442915.06326,22/05/2017 16:48:35,120000000,WiFi,0,9073168,9072047.01793293,4.8384250762,0,15.001853466,0,"['averageBytePerNet:[8804435.623789266, 5687127.918361216], numNetworkHighestAverageByte: 1']"
41,1495442930.06511,22/05/2017 16:48:50,120000000,WiFi,0,9076064,9074926.36279451,4.8399607268,0,15.0018804073,0,"['averageBytePerNet:[8811297.454408335, 5687127.918361216], numNetworkHighestAverageByte: 1']"
42,1495442945.06699,22/05/2017 16:49:05,120000000,WiFi,0,9073168,9072157.31581773,4.8384839018,0,15.0016710758,0,"['averageBytePerNet:[8817888.177117988, 5687127.918361216], numNetworkHighestAverageByte: 1']"
43,1495442960.06867,22/05/2017 16:49:20,120000000,WiFi,0,9071720,9070279.61539527,4.8374824615,0,15.00238204,0,"['averageBytePerNet:[8824089.863427738, 5687127.918361216], numNetworkHighestAverageByte: 1']"
44,1495442975.07105,22/05/2017 16:49:35,120000000,WiFi,0,9042760,9041534.86094332,4.8221519258,0,15.0020325184,0,"['averageBytePerNet:[8829951.524188869, 5687127.918361216], numNetworkHighestAverageByte: 1']"
45,1495442990.07308,22/05/2017 16:49:50,120000000,WiFi,0,8698136,8696951.60832055,4.6383741911,0,15.0020427704,0,"['averageBytePerNet:[8834872.066904088, 5687127.918361216], numNetworkHighestAverageByte: 1']"
46,1495443005.07512,22/05/2017 16:50:05,120000000,WiFi,0,8365096,8363705.60647364,4.4606429901,0,15.0024936199,0,"['averageBytePerNet:[8831737.511027189, 5687127.918361216], numNetworkHighestAverageByte: 1']"
47,1495443020.07762,22/05/2017 16:50:20,120000000,WiFi,0,9076064,9074491.11566899,4.839728595,0,15.0025999546,0,"['averageBytePerNet:[8821336.80203711, 5687127.918361216], numNetworkHighestAverageByte: 1']"
48,1495443035.08022,22/05/2017 16:50:35,120000000,WiFi,0,9073168,9071966.85540159,4.8383823229,0,15.0019860268,0,"['averageBytePerNet:[8826840.156681282, 5687127.918361216], numNetworkHighestAverageByte: 1']"
49,1495443050.0822,22/05/2017 16:50:50,120000000,WiFi,0,9061584,9060456.52944042,4.8322434824,0,15.0018665791,0,"['averageBytePerNet:[8832055.618356181, 5687127.918361216], numNetworkHighestAverageByte: 1']"
50,1495443065.08407,22/05/2017 16:51:05,120000000,WiFi,0,9078960,9077552.36715803,4.8413612625,0,15.0023260117,0,"['averageBytePerNet:[8836813.970670437, 5687127.918361216], numNetworkHighestAverageByte: 1']"
51,1495443080.0864,22/05/2017 16:51:20,120000000,WiFi,0,9073168,9071876.7463337,4.8383342647,0,15.0021350384,0,"['averageBytePerNet:[8841726.999170184, 5687127.918361216], numNetworkHighestAverageByte: 1']"
52,1495443095.08853,22/05/2017 16:51:35,120000000,WiFi,0,9074616,9073648.12781611,4.8392790015,0,15.0016000271,0,"['averageBytePerNet:[8846329.994113455, 5687127.918361216], numNetworkHighestAverageByte: 1']"
53,1495443110.09013,22/05/2017 16:51:50,120000000,WiFi,0,8685104,8683803.11123398,4.6313616593,0,15.0022470951,0,"['averageBytePerNet:[8850787.21242135, 5687127.918361216], numNetworkHighestAverageByte: 1']"
54,1495443125.09238,22/05/2017 16:52:05,120000000,WiFi,0,8341928,8339886.32746481,4.4479393746,0,15.003672123,0,"['averageBytePerNet:[8847575.979706207, 5687127.918361216], numNetworkHighestAverageByte: 1']"
55,1495443140.09605,22/05/2017 16:52:20,120000000,WiFi,0,9067376,9065899.56581765,4.8351464351,0,15.0024428368,0,"['averageBytePerNet:[8837996.929663917, 5687127.918361216], numNetworkHighestAverageByte: 1']"
56,1495443155.09849,22/05/2017 16:52:35,120000000,WiFi,0,9048552,9047460.80373988,4.8253124287,0,15.0018091202,0,"['averageBytePerNet:[8842217.348851949, 5687127.918361216], numNetworkHighestAverageByte: 1']"
57,1495443170.1003,22/05/2017 16:52:50,120000000,WiFi,0,9068824,9067244.87742294,4.8358639346,0,15.0026123524,0,"['averageBytePerNet:[8845949.04803173, 5687127.918361216], numNetworkHighestAverageByte: 1']"
58,1495443185.10291,22/05/2017 16:53:05,120000000,WiFi,0,9074616,9072993.33394315,4.8389297781,0,15.0026826859,0,"['averageBytePerNet:[8849900.759270858, 5687127.918361216], numNetworkHighestAverageByte: 1']"
59,1495443200.1056,22/05/2017 16:53:20,120000000,WiFi,0,9035520,9034107.61656258,4.8181907288,0,15.0023450851,0,"['averageBytePerNet:[8853814.66408967, 5687127.918361216], numNetworkHighestAverageByte: 1']"
