time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
22,1495799864.08629,26/05/2017 19:57:44,120000000,WiFi,0,8139208,8138451.51907597,4.3405074768,0,15.0013942719,0,"['averageBytePerNet:[7310308.849910373, 2517873.18404032], numNetworkHighestAverageByte: 1']"
23,1495799879.08769,26/05/2017 19:57:59,120000000,WiFi,0,9074616,9073772.43541058,4.8393452989,0,15.0013945103,0,"['averageBytePerNet:[7349744.215108734, 2517873.18404032], numNetworkHighestAverageByte: 1']"
24,1495799894.08908,26/05/2017 19:58:14,120000000,WiFi,0,9073168,9071749.15495547,4.838266216,0,15.0023460388,0,"['averageBytePerNet:[7428109.134213364, 2517873.18404032], numNetworkHighestAverageByte: 1']"
25,1495799909.09143,26/05/2017 19:58:29,120000000,WiFi,0,9076064,9074439.92135248,4.8397012914,0,15.0026845932,0,"['averageBytePerNet:[7499571.7438108465, 2517873.18404032], numNetworkHighestAverageByte: 1']"
26,1495799924.09411,26/05/2017 19:58:44,120000000,WiFi,0,9076064,9074378.92155487,4.8396687582,0,15.0027854443,0,"['averageBytePerNet:[7565191.251208414, 2517873.18404032], numNetworkHighestAverageByte: 1']"
27,1495799939.0969,26/05/2017 19:58:59,120000000,WiFi,0,9073168,9072247.4304594,4.8385319629,0,15.0015220642,0,"['averageBytePerNet:[7625558.758022273, 2517873.18404032], numNetworkHighestAverageByte: 1']"
28,1495799954.09842,26/05/2017 19:59:14,120000000,WiFi,0,9070272,9068830.40408212,4.8367095488,0,15.0023844242,0,"['averageBytePerNet:[7681200.630039086, 2517873.18404032], numNetworkHighestAverageByte: 1']"
29,1495799969.10081,26/05/2017 19:59:29,120000000,WiFi,0,9076064,9073958.00204427,4.8394442678,0,15.0034813881,0,"['averageBytePerNet:[7732594.325374013, 2517873.18404032], numNetworkHighestAverageByte: 1']"
30,1495799984.10429,26/05/2017 19:59:44,120000000,WiFi,0,8068256,8067145.96628713,4.3024778487,0,15.0020639896,0,"['averageBytePerNet:[7780500.170969379, 2517873.18404032], numNetworkHighestAverageByte: 1']"
31,1495799999.10635,26/05/2017 19:59:59,120000000,WiFi,0,9073168,9072240.50959146,4.8385282718,0,15.0015335083,0,"['averageBytePerNet:[7790384.508738956, 2517873.18404032], numNetworkHighestAverageByte: 1']"
32,1495800014.10788,26/05/2017 20:00:14,120000000,WiFi,0,9076064,9074703.97485194,4.8398421199,0,15.0022480488,0,"['averageBytePerNet:[7833113.042100707, 2517873.18404032], numNetworkHighestAverageByte: 1']"
33,1495800029.11013,26/05/2017 20:00:29,120000000,WiFi,0,9076064,9075165.63670245,4.8400883396,0,15.0014848709,0,"['averageBytePerNet:[7873164.362512036, 2517873.18404032], numNetworkHighestAverageByte: 1']"
34,1495800044.11162,26/05/2017 20:00:44,120000000,WiFi,0,9070272,9069203.98438771,4.8369087917,0,15.0017664433,0,"['averageBytePerNet:[7910726.902330487, 2517873.18404032], numNetworkHighestAverageByte: 1']"
35,1495800059.11338,26/05/2017 20:00:59,120000000,WiFi,0,9073168,9072196.96603951,4.8385050486,0,15.0016055107,0,"['averageBytePerNet:[7945832.268453434, 2517873.18404032], numNetworkHighestAverageByte: 1']"
36,1495800074.11499,26/05/2017 20:01:14,120000000,WiFi,0,9078960,9078184.56480898,4.8416984346,0,15.0012812614,0,"['averageBytePerNet:[7978960.641911848, 2517873.18404032], numNetworkHighestAverageByte: 1']"
37,1495800089.11627,26/05/2017 20:01:29,120000000,WiFi,0,9070272,9069406.64151908,4.8370168755,0,15.0014312267,0,"['averageBytePerNet:[8010367.039708909, 2517873.18404032], numNetworkHighestAverageByte: 1']"
38,1495800104.1177,26/05/2017 20:01:44,120000000,WiFi,0,7439824,7439008.61794171,3.9674712629,0,15.0016441345,0,"['averageBytePerNet:[8039784.806425858, 2517873.18404032], numNetworkHighestAverageByte: 1']"
39,1495800119.11935,26/05/2017 20:01:59,120000000,WiFi,0,9073168,9072160.34364062,4.8384855166,0,15.001666069,0,"['averageBytePerNet:[8023547.612142503, 2517873.18404032], numNetworkHighestAverageByte: 1']"
40,1495800134.12101,26/05/2017 20:02:14,120000000,WiFi,0,8718408,8717503.75097594,4.6493353339,0,15.0015559196,0,"['averageBytePerNet:[8051142.684024033, 2517873.18404032], numNetworkHighestAverageByte: 1']"
41,1495800149.12257,26/05/2017 20:02:29,120000000,WiFi,0,9076064,9074854.53981596,4.8399224212,0,15.0019991398,0,"['averageBytePerNet:[8068228.865227928, 2517873.18404032], numNetworkHighestAverageByte: 1']"
42,1495800164.12457,26/05/2017 20:02:44,120000000,WiFi,0,9073168,9071865.64502039,4.838328344,0,15.0021533966,0,"['averageBytePerNet:[8093394.50709263, 2517873.18404032], numNetworkHighestAverageByte: 1']"
43,1495800179.12672,26/05/2017 20:02:59,120000000,WiFi,0,9074616,9073732.20090918,4.8393238405,0,15.0014610291,0,"['averageBytePerNet:[8117259.656798184, 2517873.18404032], numNetworkHighestAverageByte: 1']"
44,1495800194.12818,26/05/2017 20:03:14,120000000,WiFi,0,9071720,9070467.72894075,4.8375827888,0,15.0020709038,0,"['averageBytePerNet:[8140032.812610351, 2517873.18404032], numNetworkHighestAverageByte: 1']"
45,1495800209.13025,26/05/2017 20:03:29,120000000,WiFi,0,9074616,9073621.5939215,4.8392648501,0,15.0016438961,0,"['averageBytePerNet:[8161670.83392036, 2517873.18404032], numNetworkHighestAverageByte: 1']"
46,1495800224.1319,26/05/2017 20:03:44,120000000,WiFi,0,6119248,6118437.9079041,3.2631668842,0,15.0019860268,0,"['averageBytePerNet:[8182396.987556749, 2517873.18404032], numNetworkHighestAverageByte: 1']"
47,1495800239.13388,26/05/2017 20:03:59,120000000,WiFi,0,7588968,7588224.79141419,4.0470532221,0,15.0014691353,0,"['averageBytePerNet:[8136531.230231134, 2517873.18404032], numNetworkHighestAverageByte: 1']"
48,1495800254.13535,26/05/2017 20:04:14,120000000,WiFi,0,7558560,7557500.51306208,4.0306669403,0,15.0021028519,0,"['averageBytePerNet:[8124611.525039461, 2517873.18404032], numNetworkHighestAverageByte: 1']"
49,1495800269.13745,26/05/2017 20:04:29,120000000,WiFi,0,8944296,8943350.41336712,4.7697868871,0,15.0015859604,0,"['averageBytePerNet:[8112545.3332952615, 2517873.18404032], numNetworkHighestAverageByte: 1']"
50,1495800284.13904,26/05/2017 20:04:44,120000000,WiFi,0,9076064,9074709.45509827,4.8398450427,0,15.0022389889,0,"['averageBytePerNet:[8129853.772463425, 2517873.18404032], numNetworkHighestAverageByte: 1']"
51,1495800299.14128,26/05/2017 20:04:59,120000000,WiFi,0,9074616,9073502.04911443,4.8392010929,0,15.0018415451,0,"['averageBytePerNet:[8149136.541496789, 2517873.18404032], numNetworkHighestAverageByte: 1']"
52,1495800314.14312,26/05/2017 20:05:14,120000000,WiFi,0,9074616,9073421.58526406,4.8391581788,0,15.0019745827,0,"['averageBytePerNet:[8167623.851649141, 2517873.18404032], numNetworkHighestAverageByte: 1']"
53,1495800329.1451,26/05/2017 20:05:29,120000000,WiFi,0,9063032,9061628.42078144,4.8328684911,0,15.0023233891,0,"['averageBytePerNet:[8185384.591523944, 2517873.18404032], numNetworkHighestAverageByte: 1']"
54,1495800344.14742,26/05/2017 20:05:44,120000000,WiFi,0,7974136,7972920.06257629,4.2522240334,0,15.0022876263,0,"['averageBytePerNet:[8202235.43439428, 2517873.18404032], numNetworkHighestAverageByte: 1']"
55,1495800359.14971,26/05/2017 20:05:59,120000000,WiFi,0,9074616,9073742.15134406,4.8393291474,0,15.0014445782,0,"['averageBytePerNet:[8197908.72926564, 2517873.18404032], numNetworkHighestAverageByte: 1']"
56,1495800374.15115,26/05/2017 20:06:14,120000000,WiFi,0,9070272,9069179.33751649,4.8368956467,0,15.0018072128,0,"['averageBytePerNet:[8214127.8667115355, 2517873.18404032], numNetworkHighestAverageByte: 1']"
57,1495800389.15296,26/05/2017 20:06:29,120000000,WiFi,0,9073168,9071690.04604194,4.8382346912,0,15.0024437904,0,"['averageBytePerNet:[8229674.257089808, 2517873.18404032], numNetworkHighestAverageByte: 1']"
58,1495800404.1554,26/05/2017 20:06:44,120000000,WiFi,0,9064480,9063601.65356824,4.8339208819,0,15.0014536381,0,"['averageBytePerNet:[8244710.253321096, 2517873.18404032], numNetworkHighestAverageByte: 1']"
59,1495800419.15686,26/05/2017 20:06:59,120000000,WiFi,0,9074616,9073536.80186385,4.8392196277,0,15.0017840862,0,"['averageBytePerNet:[8259076.769114906, 2517873.18404032], numNetworkHighestAverageByte: 1']"
60,1495800434.15864,26/05/2017 20:07:14,120000000,WiFi,0,9076064,9075039.00312875,4.8400208017,0,15.0016942024,0,"['averageBytePerNet:[8273119.183472646, 2517873.18404032], numNetworkHighestAverageByte: 1']"
61,1495800449.16033,26/05/2017 20:07:29,120000000,WiFi,0,9076064,9075115.87707488,4.8400618011,0,15.0015671253,0,"['averageBytePerNet:[8286711.044822751, 2517873.18404032], numNetworkHighestAverageByte: 1']"
62,1495800464.1619,26/05/2017 20:07:44,120000000,WiFi,0,8042192,8040703.98329167,4.2883754578,0,15.0027759075,0,"['averageBytePerNet:[8299851.125360286, 2517873.18404032], numNetworkHighestAverageByte: 1']"
63,1495800479.16468,26/05/2017 20:07:59,120000000,WiFi,0,9074616,9073133.19609066,4.8390043712,0,15.0024514198,0,"['averageBytePerNet:[8295602.811555883, 2517873.18404032], numNetworkHighestAverageByte: 1']"
64,1495800494.16713,26/05/2017 20:08:14,120000000,WiFi,0,9039848,9038574.27259094,4.8205729454,0,15.0021138191,0,"['averageBytePerNet:[8308143.624209669, 2517873.18404032], numNetworkHighestAverageByte: 1']"
