time slot,timestamp,date time,block index,block length,gamma,max gain,weight,probability,selection type,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495886423.31843,27/05/2017 20:00:23,1,1,1,120000000,"[1, 1]","[0.5, 0.5]",2,Cellular,3.5699150562,3136128,3964978.30692782,2.114655097,0.0006062984,15.4342725277,0,"['exploring after a reset', 'prob current block:0.5', '']"
2,1495886438.7533,27/05/2017 20:00:38,2,1,0.793700526,120000000,"[0.9741158453013841, 1.0]","[0.4986475242796971, 0.501352475720303]",2,WiFi,4.1091413498,5502081,7578297.70638197,4.0417587767,0.010614872,14.9996101856,0,"['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:1.0', '<wifi_mac_address>']"
3,1495886453.76353,27/05/2017 20:00:53,3,2,0.6933612744,120000000,"[0.9956780641442058, 1.0]","[0.4996679642556157, 0.5003320357443843]",1,WiFi,0,8531616,8792386.46445181,4.689272781,0,14.5551199913,0,"['; gamma used= 0.6933612743506348', 'current gain: 7578297.706381967, prev block gain: [3964978.3069278244]', 'flipped coin and will select greedily...', 'averageBytePerNet:[7578297.706381967, 3964978.3069278244], numNetworkHighestAverageByte: 1', 'choosing greedily']"
4,1495886468.31865,27/05/2017 20:01:08,3,2,0.6933612744,120000000,"[1.0, 0.9590367974506696]","[0.5038687384503322, 0.4961312615496678]",1,WiFi,0,9067376,9066408.75592216,4.8354180032,0,15.0016002655,0,"['; gamma used= 0.6299605249474366', 'no selection ----- in the middle of a block']"
5,1495886483.32025,27/05/2017 20:01:23,4,2,0.6299605249,120000000,"[1.0, 0.914460049540679]","[0.5082668631219501, 0.49173313687804987]",0,Cellular,2.0559763908,6550376,7611639.96935353,4.059541317,0.0382897854,14.9645795822,23168,"['; gamma used= 0.6299605249474366', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
6,1495886498.32312,27/05/2017 20:01:38,5,2,0.6299605249,120000000,"[1.0, 0.9496102930278166]","[0.5053655922019392, 0.4946344077980608]",-1,WiFi,4.0088350773,6116032,8347064.69259501,4.4517678361,0.0106129646,14.9995825291,0,"['; gamma used= 0.5848035476425733', 'current gain: 7611639.969353525, prev block gain: [8792386.464451812, 9066408.755922163]', ' ----- switch back', '<wifi_mac_address>']"
7,1495886513.33331,27/05/2017 20:01:53,5,2,0.5848035476,120000000,"[1.0, 0.9316077166589489]","[0.5079608709054868, 0.4920391290945132]",-1,WiFi,0,8543200,8540253.68350028,4.5548019645,0,15.0051748753,0,"['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1495886528.33849,27/05/2017 20:02:08,6,2,0.5503212081,120000000,"[1.0, 0.9135416571913628]","[0.510158776265337, 0.489841223734663]",1,WiFi,0,9076064,9074859.73180039,4.8399251903,0,15.0019905567,0,"['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[8464882.260570247, 5788309.138140675], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1495886543.34048,27/05/2017 20:02:23,6,2,0.5503212081,120000000,"[1.0, 0.878131203477762]","[0.5154837194362722, 0.48451628056372775]",1,WiFi,0,8145000,8143860.64113993,4.3433923419,0,15.0020985603,0,"['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1495886558.34258,27/05/2017 20:02:38,7,2,0.5227579586,120000000,"[1.0, 0.8475236834392051]","[0.5196934169874952, 0.48030658301250484]",0,Cellular,2.9382145405,6390852,7947953.91181894,4.238908753,0.0035889149,14.999530077,0,"['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
11,1495886573.3457,27/05/2017 20:02:53,8,2,0.5227579586,120000000,"[1.0, 0.8772509456405841]","[0.5163469160375798, 0.4836530839624202]",-1,WiFi,3.9238483906,6295584,8526367.59483155,4.5473960506,0.0080282688,14.999345541,0,"['; gamma used= 0.5', 'current gain: 7947953.911818942, prev block gain: [9074859.731800385, 8143860.641139931]', ' ----- switch back', '<wifi_mac_address>']"
