time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1494491573.46565,11/05/17 04:32 PM,120000000,Cellular,0.7388775349,14386156,15130729.4570518,8.0697223771,0.0004944801,15.0007371902,0,['']
2,1494491588.46688,11/05/17 04:33 PM,120000000,WiFi,4.0963439941,6569256,9037439.00914601,4.8199674715,0.0114426613,14.9997470379,0,['<wifi_mac_address>']
3,1494491603.47807,11/05/17 04:33 PM,120000000,Cellular,2.2513101101,11085064,13042677.5544264,6.9560946957,0.0028214455,14.9999163151,0,"['averageBytePerNet:[9037439.009146009, 15130729.45705176], numNetworkHighestAverageByte: 1', '']"
4,1494491618.48081,11/05/17 04:33 PM,120000000,Cellular,0,14917008,14914762.7690362,7.9545401435,0,15.0022580624,0,"['averageBytePerNet:[9037439.009146009, 14086703.5057391], numNetworkHighestAverageByte: 1']"
5,1494491633.48307,11/05/17 04:33 PM,120000000,Cellular,0,10953720,10952486.9552945,5.8413263762,0,15.0016887188,0,"['averageBytePerNet:[9037439.009146009, 14362723.260171467], numNetworkHighestAverageByte: 1']"
6,1494491648.48476,11/05/17 04:34 PM,120000000,Cellular,0,12257744,12254420.8793325,6.5356911356,0,15.0040676594,0,"['averageBytePerNet:[9037439.009146009, 13510164.183952237], numNetworkHighestAverageByte: 1']"
7,1494491663.48882,11/05/17 04:34 PM,120000000,Cellular,0,16397279,16389778.699298,8.7412153063,0,15.0068643093,0,"['averageBytePerNet:[9037439.009146009, 13259015.52302829], numNetworkHighestAverageByte: 1']"
8,1494491678.49569,11/05/17 04:34 PM,120000000,Cellular,0,12576956,12573232.2667842,6.7057238756,0,15.0044424534,0,"['averageBytePerNet:[9037439.009146009, 13780809.385739915], numNetworkHighestAverageByte: 1']"
9,1494491693.50013,11/05/17 04:34 PM,120000000,Cellular,0,9025932,9024241.02771194,4.8129285481,0,15.0028107166,0,"['averageBytePerNet:[9037439.009146009, 13608298.368746247], numNetworkHighestAverageByte: 1']"
10,1494491708.50294,11/05/17 04:35 PM,120000000,Cellular,0,7737868,7735024.65316337,4.1253464817,0,15.0055139065,0,"['averageBytePerNet:[9037439.009146009, 13035291.201116959], numNetworkHighestAverageByte: 1']"
11,1494491723.50846,11/05/17 04:35 PM,120000000,Cellular,0,13122324,13116348.7905622,6.9953860216,0,15.0068333149,0,"['averageBytePerNet:[9037439.009146009, 12446372.695788782], numNetworkHighestAverageByte: 1']"
12,1494491738.51529,11/05/17 04:35 PM,120000000,Cellular,0,7723872,7721695.69759703,4.1182377054,0,15.0042276382,0,"['averageBytePerNet:[9037439.009146009, 12513370.305266125], numNetworkHighestAverageByte: 1']"
13,1494491753.51952,11/05/17 04:35 PM,120000000,Cellular,0,7697616,7694690.61508398,4.1038349947,0,15.005702734,0,"['averageBytePerNet:[9037439.009146009, 12077763.522750752], numNetworkHighestAverageByte: 1']"
14,1494491768.52522,11/05/17 04:36 PM,120000000,Cellular,0,7712508,7708781.19512636,4.1113499707,0,15.0072517395,0,"['averageBytePerNet:[9037439.009146009, 11712507.447111854], numNetworkHighestAverageByte: 1']"
