time slot,timestamp,date time,block index,block length,gamma,max gain,weight,probability,selection type,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495441396.31161,22/05/2017 16:23:16,1,1,1,120000000,"[1, 1]","[0.5, 0.5]",2,Cellular,0.7869281769,9380508,9899823.5018662,5.2799058677,0.0005125999,15.0000724792,0,"['exploring after a reset', 'prob current block:0.5', '']"
2,1495441411.31219,22/05/2017 16:23:31,2,1,0.793700526,120000000,"[0.9366185975276461, 1.0]","[0.4966241287755035, 0.5033758712244965]",2,WiFi,2.0047831535,7859425,9072137.86577444,4.8384735284,0.0114226341,14.9996666908,11104,"['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:1.0', '<wifi_mac_address>']"
3,1495441426.32328,22/05/2017 16:23:46,3,2,0.6933612744,120000000,"[0.9614913873195101, 1.0]","[0.4969899862943046, 0.5030100137056954]",-1,Cellular,2.3055782318,11011408,13014453.6865092,6.9410419661,0.0069637299,14.996938467,2896,"['; gamma used= 0.6933612743506348', 'current gain: 9072137.86577444, prev block gain: [9899823.5018662]', ' ----- switch back', '']"
4,1495441441.32718,22/05/2017 16:24:01,3,2,0.6933612744,120000000,"[0.92920074914802, 1.0]","[0.4932100074004866, 0.5067899925995134]",-1,Cellular,0,14487480,14482669.8277804,7.7240905748,0,15.0049819946,0,"['; gamma used= 0.6299605249474366', 'no selection ----- in the middle of a block']"
5,1495441456.33217,22/05/2017 16:24:16,4,2,0.6299605249,120000000,"[0.8945405020690484, 1.0]","[0.4897008859902817, 0.5102991140097183]",1,Cellular,0,18228312,18225076.2767904,9.720040681,0,15.0026631355,0,"['; gamma used= 0.6299605249474366', 'flipped coin and will select greedily...', 'averageBytePerNet:[9072137.86577444, 12465649.005385257], numNetworkHighestAverageByte: 1', 'choosing greedily']"
6,1495441471.33483,22/05/2017 16:24:31,4,2,0.6299605249,120000000,"[0.818515857440126, 1.0]","[0.47928212397991965, 0.5207178760200804]",1,Cellular,0,15579432,15574980.9133704,8.3066564871,0,15.0042867661,0,"['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
7,1495441486.33912,22/05/2017 16:24:46,5,2,0.5848035476,120000000,"[0.7586877045739837, 1.0]","[0.47151512212471536, 0.5284848778752846]",0,Cellular,0,17902480,17897015.4196833,9.5450748905,0,15.0045800209,0,"['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
8,1495441501.3437,22/05/2017 16:25:01,5,2,0.5848035476,120000000,"[0.7020033408404901, 1.0]","[0.46063380886189165, 0.5393661911381085]",0,Cellular,0,11838540,11833283.0251352,6.3110842801,0,15.0066637993,0,"['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
9,1495441516.35036,22/05/2017 16:25:16,6,2,0.5503212081,120000000,"[0.6668703053423641, 1.0]","[0.45506508270523927, 0.5449349172947607]",1,Cellular,0,14221736,14215988.5564047,7.5818605634,0,15.006064415,0,"['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[9072137.86577444, 14418186.093019292], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1495441531.35642,22/05/2017 16:25:31,6,2,0.5503212081,120000000,"[0.6268242756749981, 1.0]","[0.44526294353047746, 0.5547370564695226]",1,Cellular,0,15916252,15909480.0242435,8.4850560129,0,15.0063848495,0,"['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
11,1495441546.36281,22/05/2017 16:25:46,7,2,0.5227579586,120000000,"[0.5848524023807729, 1.0]","[0.43749389953191253, 0.5625061004680875]",0,Cellular,0,19578172,19571696.4809159,10.4382381232,0,15.0049629211,0,"['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
