time slot,timestamp,date time,block index,block length,gamma,max gain,weight,probability,selection type,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495792065.09826,26/05/2017 17:47:45,1,1,1,120000000,"[1, 1]","[0.5, 0.5]",2,Cellular,1.7347407341,11440783,12936903.8844615,6.8996820717,0.0006742477,15.000027895,0,"['exploring after a reset', 'prob current block:0.5', '']"
2,1495792080.09896,26/05/2017 17:48:00,2,1,0.793700526,120000000,"[0.9179917318078001, 1.0]","[0.4955895892791312, 0.5044104107208688]",2,WiFi,4.0886018276,6654688,9148597.18366823,4.8792518313,0.0076982975,14.9995992184,0,"['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:1.0', '<wifi_mac_address>']"
3,1495792095.10626,26/05/2017 17:48:15,3,2,0.6933612744,120000000,"[0.9425780519896354, 1.0]","[0.4954679316632431, 0.5045320683367569]",-1,Cellular,2.1375889778,9636672,11238221.278236,5.9937180151,0.0028195381,14.9999518394,2896,"['; gamma used= 0.6933612743506348', 'current gain: 9148597.183668226, prev block gain: [12936903.88446146]', ' ----- switch back', '']"
4,1495792110.10903,26/05/2017 17:48:30,3,2,0.6933612744,120000000,"[0.9151795241393476, 1.0]","[0.491805748765174, 0.508194251234826]",-1,Cellular,0,8960580,8957609.72326205,4.7773918524,0,15.0049738884,0,"['; gamma used= 0.6299605249474366', 'no selection ----- in the middle of a block']"
5,1495792125.11401,26/05/2017 17:48:45,4,2,0.6299605249,120000000,"[0.8939125888828248, 1.0]","[0.48963612942067153, 0.5103638705793285]",1,Cellular,0,0,0,0,0,15.0041730404,0,"['; gamma used= 0.6299605249474366', 'flipped coin and will select greedily...', 'averageBytePerNet:[9148597.183668226, 11044244.961986506], numNetworkHighestAverageByte: 1', 'choosing greedily']"
6,1495792140.11818,26/05/2017 17:49:00,4,2,0.6299605249,120000000,"[0.8939125888828248, 1.0]","[0.488371396601356, 0.511628603398644]",1,Cellular,0,0,0,0,0,15.0029745102,0,"['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
7,1495792155.12115,26/05/2017 17:49:15,5,2,0.5848035476,120000000,"[0.8939125888828248, 1.0]","[0.488371396601356, 0.511628603398644]",1,WiFi,3.110196352,7200584,9084712.73888077,4.8451801274,0.0045192242,14.999263525,0,"['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[9148597.183668226, 6626546.977191904], numNetworkHighestAverageByte: 1', 'choosing greedily', '<wifi_mac_address>']"
8,1495792170.12494,26/05/2017 17:49:30,5,2,0.5848035476,120000000,"[0.9319419983126782, 1.0]","[0.4920794102511177, 0.5079205897488823]",1,WiFi,0,9080408,9078851.82066672,4.8420543044,0,15.002571106,0,"['; gamma used= 0.5503212081491045', 'current gain: 9084712.73888077, prev block gain: [0, 0]', 'no selection ----- in the middle of a block']"
9,1495792185.12751,26/05/2017 17:49:45,6,2,0.5503212081,120000000,"[0.9715631653072578, 1.0]","[0.4967570297280577, 0.5032429702719423]",0,Cellular,1.9839818478,4156032,4797086.52291603,2.5584461456,0.0237798691,14.9794697762,14480,"['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
10,1495792200.13076,26/05/2017 17:50:00,7,2,0.5503212081,120000000,"[0.9515986179039234, 1.0]","[0.49408198638095313, 0.5059180136190469]",-1,WiFi,4.2578465939,5948064,8306160.97623072,4.4299525207,0.0083618164,14.999386549,0,"['; gamma used= 0.5227579585747102', 'current gain: 4797086.522916027, prev block gain: [9084712.73888077, 9078851.820666725]', ' ----- switch back', '<wifi_mac_address>']"
11,1495792215.13851,26/05/2017 17:50:15,7,2,0.5227579586,120000000,"[0.9682088596167222, 1.0]","[0.4959619198658789, 0.5040380801341211]",-1,WiFi,0,8608360,8607245.28451001,4.5905308184,0,15.0019426346,0,"['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
