time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
13,1495444462.23274,22/05/2017 17:14:22,120000000,Cellular,0,11510444,11507068.7646493,6.1371033411,0,15.0043997765,0,"['averageBytePerNet:[8333551.6981641315, 11056029.25074672], numNetworkHighestAverageByte: 1']"
14,1495444477.23714,22/05/2017 17:14:37,120000000,Cellular,0,11378136,11374386.21387,6.0663393141,0,15.0049450397,0,"['averageBytePerNet:[8333551.6981641315, 11093615.876905272], numNetworkHighestAverageByte: 1']"
15,1495444492.24209,22/05/2017 17:14:52,120000000,Cellular,0,13261008,13255755.5952906,7.0697363175,0,15.0059435368,0,"['averageBytePerNet:[8333551.6981641315, 11115213.59513333], numNetworkHighestAverageByte: 1']"
16,1495444507.24803,22/05/2017 17:15:07,120000000,Cellular,0,12163968,12158798.3245674,6.4846924398,0,15.006377697,0,"['averageBytePerNet:[8333551.6981641315, 11268109.452287419], numNetworkHighestAverageByte: 1']"
17,1495444522.25441,22/05/2017 17:15:22,120000000,Cellular,0,9554644,9551157.79922706,5.0939508263,0,15.0054750443,0,"['averageBytePerNet:[8333551.6981641315, 11327488.71043942], numNetworkHighestAverageByte: 1']"
18,1495444537.25988,22/05/2017 17:15:37,120000000,Cellular,0,6571832,6570770.68491332,3.504411032,0,15.0024228096,0,"['averageBytePerNet:[8333551.6981641315, 11216468.028488647], numNetworkHighestAverageByte: 1']"
19,1495444552.26231,22/05/2017 17:15:52,120000000,Cellular,0,8725256,8720349.61687123,4.650853129,0,15.0084395409,0,"['averageBytePerNet:[8333551.6981641315, 10943191.714160686], numNetworkHighestAverageByte: 1']"
20,1495444567.27075,22/05/2017 17:16:07,120000000,Cellular,0,11334580,11330815.4018792,6.0431015477,0,15.0049836636,0,"['averageBytePerNet:[8333551.6981641315, 10819700.486533495], numNetworkHighestAverageByte: 1']"
21,1495444582.27573,22/05/2017 17:16:22,120000000,Cellular,0,9678812,9674208.81887306,5.1595780367,0,15.0071372986,0,"['averageBytePerNet:[8333551.6981641315, 10846601.271551691], numNetworkHighestAverageByte: 1']"
22,1495444597.28287,22/05/2017 17:16:37,120000000,Cellular,0,7355416,7351783.49360272,3.9209511966,0,15.00741148,0,"['averageBytePerNet:[8333551.6981641315, 10787981.648917759], numNetworkHighestAverageByte: 1']"
23,1495444612.29028,22/05/2017 17:16:52,120000000,Cellular,0,10174328,10170708.1305062,5.4243776696,0,15.0053386688,0,"['averageBytePerNet:[8333551.6981641315, 10624353.165331328], numNetworkHighestAverageByte: 1']"
24,1495444627.29562,22/05/2017 17:17:07,120000000,Cellular,0,11293896,11289669.9032763,6.0211572817,0,15.005614996,0,"['averageBytePerNet:[8333551.6981641315, 10603732.936475642], numNetworkHighestAverageByte: 1']"
25,1495444642.30123,22/05/2017 17:17:22,120000000,Cellular,0,12306612,12302562.2845619,6.5613665518,0,15.0049376488,0,"['averageBytePerNet:[8333551.6981641315, 10633556.282858277], numNetworkHighestAverageByte: 1']"
26,1495444657.30617,22/05/2017 17:17:37,120000000,Cellular,0,9786736,9783425.48896353,5.2178269274,0,15.0050756931,0,"['averageBytePerNet:[8333551.6981641315, 10703098.199595928], numNetworkHighestAverageByte: 1']"
27,1495444672.31125,22/05/2017 17:17:52,120000000,Cellular,0,8951088,8945780.21385951,4.7710827807,0,15.0088999271,0,"['averageBytePerNet:[8333551.6981641315, 10666311.291170632], numNetworkHighestAverageByte: 1']"
28,1495444687.32015,22/05/2017 17:18:07,120000000,Cellular,0,12043212,12041412.3307319,6.4220865764,0,15.0022418499,0,"['averageBytePerNet:[8333551.6981641315, 10600137.018966358], numNetworkHighestAverageByte: 1']"
29,1495444702.32239,22/05/2017 17:18:22,120000000,Cellular,0,10810668,10807584.8578302,5.7640452575,0,15.0042791367,0,"['averageBytePerNet:[8333551.6981641315, 10653517.586068787], numNetworkHighestAverageByte: 1']"
30,1495444717.32667,22/05/2017 17:18:37,120000000,Cellular,0,12516404,12511532.1942416,6.6728171703,0,15.0058407784,0,"['averageBytePerNet:[8333551.6981641315, 10659019.988631696], numNetworkHighestAverageByte: 1']"
31,1495444732.33251,22/05/2017 17:18:52,120000000,Cellular,0,12023028,12019257.9976774,6.4102709321,0,15.0047049522,0,"['averageBytePerNet:[8333551.6981641315, 10722899.719859622], numNetworkHighestAverageByte: 1']"
32,1495444747.33721,22/05/2017 17:19:07,120000000,Cellular,0,9608024,9604002.24346056,5.1221345298,0,15.0062813759,0,"['averageBytePerNet:[8333551.6981641315, 10766111.662453549], numNetworkHighestAverageByte: 1']"
33,1495444762.34349,22/05/2017 17:19:22,120000000,Cellular,0,9786972,9782225.06493072,5.2171867013,0,15.0072789192,0,"['averageBytePerNet:[8333551.6981641315, 10728624.26184087], numNetworkHighestAverageByte: 1']"
34,1495444777.35077,22/05/2017 17:19:37,120000000,Cellular,0,14126472,14120445.8278313,7.5309044415,0,15.0064015388,0,"['averageBytePerNet:[8333551.6981641315, 10699049.286937429], numNetworkHighestAverageByte: 1']"
35,1495444792.35717,22/05/2017 17:19:52,120000000,Cellular,0,9802344,9797213.41035222,5.2251804855,0,15.0078551769,0,"['averageBytePerNet:[8333551.6981641315, 10802727.969994819], numNetworkHighestAverageByte: 1']"
36,1495444807.36503,22/05/2017 17:20:07,120000000,Cellular,0,10131936,10128561.506437,5.4018994701,0,15.0049974918,0,"['averageBytePerNet:[8333551.6981641315, 10773154.012358272], numNetworkHighestAverageByte: 1']"
37,1495444822.37003,22/05/2017 17:20:22,120000000,Cellular,0,10975840,10971246.0474098,5.8513312253,0,15.006280899,0,"['averageBytePerNet:[8333551.6981641315, 10754737.083617667], numNetworkHighestAverageByte: 1']"
38,1495444837.37631,22/05/2017 17:20:37,120000000,Cellular,0,9268600,9265418.97084283,4.9415567844,0,15.0051498413,0,"['averageBytePerNet:[8333551.6981641315, 10760751.221500782], numNetworkHighestAverageByte: 1']"
39,1495444852.38146,22/05/2017 17:20:52,120000000,Cellular,0,6506239,6503116.77923848,3.4683289489,0,15.0072016716,0,"['averageBytePerNet:[8333551.6981641315, 10720336.836347865], numNetworkHighestAverageByte: 1']"
40,1495444867.38866,22/05/2017 17:21:07,120000000,Cellular,0,9638281,9633278.67280832,5.1377486255,0,15.007789135,0,"['averageBytePerNet:[8333551.6981641315, 10609357.361160776], numNetworkHighestAverageByte: 1']"
41,1495444882.39645,22/05/2017 17:21:22,120000000,Cellular,0,9018876,9015409.95436643,4.8082186423,0,15.0057668686,0,"['averageBytePerNet:[8333551.6981641315, 10584329.702485071], numNetworkHighestAverageByte: 1']"
42,1495444897.40222,22/05/2017 17:21:37,120000000,Cellular,0,6749612,6747613.81717828,3.5987273692,0,15.0044419765,0,"['averageBytePerNet:[8333551.6981641315, 10545106.708782107], numNetworkHighestAverageByte: 1']"
43,1495444912.40666,22/05/2017 17:21:52,120000000,Cellular,0,5950124,5947423.88942856,3.1719594077,0,15.0068099499,0,"['averageBytePerNet:[8333551.6981641315, 10452484.930938112], numNetworkHighestAverageByte: 1']"
44,1495444927.41347,22/05/2017 17:22:07,120000000,Cellular,0,11621896,11619479.0058773,6.1970554698,0,15.0031201839,0,"['averageBytePerNet:[8333551.6981641315, 10345221.572806932], numNetworkHighestAverageByte: 1']"
45,1495444942.41659,22/05/2017 17:22:22,120000000,Cellular,0,10576848,10575453.5062248,5.64024187,0,15.0019779205,0,"['averageBytePerNet:[8333551.6981641315, 10374855.466599267], numNetworkHighestAverageByte: 1']"
46,1495444957.41857,22/05/2017 17:22:37,120000000,Cellular,0,9897364,9891724.19200498,5.2755862357,0,15.0085523129,0,"['averageBytePerNet:[8333551.6981641315, 10379414.512954392], numNetworkHighestAverageByte: 1']"
47,1495444972.42712,22/05/2017 17:22:52,120000000,Cellular,0,8534464,8530224.82214849,4.5494532385,0,15.0074543953,0,"['averageBytePerNet:[8333551.6981641315, 10368576.950266628], numNetworkHighestAverageByte: 1']"
48,1495444987.43457,22/05/2017 17:23:07,120000000,Cellular,0,10182540,10178219.5449072,5.4283837573,0,15.0063672066,0,"['averageBytePerNet:[8333551.6981641315, 10328612.773568407], numNetworkHighestAverageByte: 1']"
49,1495445002.44094,22/05/2017 17:23:22,120000000,Cellular,0,10282300,10278748.1991792,5.4819990396,0,15.0051832199,0,"['averageBytePerNet:[8333551.6981641315, 10325412.917639444], numNetworkHighestAverageByte: 1']"
50,1495445017.44612,22/05/2017 17:23:37,120000000,Cellular,0,9734508,9730257.68112957,5.1894707633,0,15.0065522194,0,"['averageBytePerNet:[8333551.6981641315, 10324440.736004855], numNetworkHighestAverageByte: 1']"
51,1495445032.45267,22/05/2017 17:23:52,120000000,Cellular,0,11171548,11168009.5010994,5.9562717339,0,15.004752636,0,"['averageBytePerNet:[8333551.6981641315, 10312314.551211482], numNetworkHighestAverageByte: 1']"
