"timestamp","date time","EcIo","RSCP"
1494240523.9595504,"08/05/2017 18:48:43"," 1340b"," -4"," -87"
1494240523.962029,"08/05/2017 18:48:43"," 1340b"," -7"," -86"
1494240524.7244787,"08/05/2017 18:48:44"," 1340b"," -4"," -86"
1494240526.2316895,"08/05/2017 18:48:46"," 1340b"," -6"," -87"
1494240527.7430813,"08/05/2017 18:48:47"," 1340b"," -6"," -88"
1494240529.2622051,"08/05/2017 18:48:49"," 1340b"," -5"," -88"
1494240530.766317,"08/05/2017 18:48:50"," 1340b"," -7"," -88"
1494240532.270806,"08/05/2017 18:48:52"," 1340b"," -6"," -87"
1494240533.771749,"08/05/2017 18:48:53"," 1340b"," -5"," -86"
1494240535.2865057,"08/05/2017 18:48:55"," 1340b"," -7"," -87"
1494240536.7916613,"08/05/2017 18:48:56"," 1340b"," -7"," -88"
1494240538.296297,"08/05/2017 18:48:58"," 1340b"," -6"," -88"
1494240539.7974563,"08/05/2017 18:48:59"," 1340b"," -4"," -89"
1494240541.3142433,"08/05/2017 18:49:01"," 1340b"," -5"," -87"
1494240542.8338675,"08/05/2017 18:49:02"," 1340b"," -5"," -88"
1494240544.3413486,"08/05/2017 18:49:04"," 1340b"," -7"," -86"
1494240545.8690703,"08/05/2017 18:49:05"," 134d3"," -13"," -91"
1494240547.4063613,"08/05/2017 18:49:07"," 134d3"," -14"," -92"
1494240548.9479096,"08/05/2017 18:49:08"," 134d3"," -13"," -88"
1494240550.483579,"08/05/2017 18:49:10"," 134d3"," -11"," -88"
1494240552.0199523,"08/05/2017 18:49:12"," 134d3"," -12"," -95"
1494240553.537689,"08/05/2017 18:49:13"," 134d3"," -12"," -89"
1494240555.069248,"08/05/2017 18:49:15"," 134d3"," -8"," -87"
1494240556.5963595,"08/05/2017 18:49:16"," 134d3"," -6"," -87"
1494240558.1193893,"08/05/2017 18:49:18"," 134d3"," -7"," -88"
1494240559.6471586,"08/05/2017 18:49:19"," 134d3"," -7"," -87"
1494240561.1541882,"08/05/2017 18:49:21"," 134d3"," -6"," -91"
1494240562.6760552,"08/05/2017 18:49:22"," fffff"," -18"," -98"
1494240564.1833801,"08/05/2017 18:49:24"," 134d3"," -16"," -103"
1494240565.6984935,"08/05/2017 18:49:25"," 134d3"," -12"," -99"
1494240567.2076974,"08/05/2017 18:49:27"," 134d3"," -4"," -94"
1494240568.7136874,"08/05/2017 18:49:28"," 134d3"," -4"," -91"
1494240570.2259007,"08/05/2017 18:49:30"," 134d3"," -6"," -86"
1494240571.7392197,"08/05/2017 18:49:31"," 134d3"," -10"," -90"
1494240573.2447276,"08/05/2017 18:49:33"," 134d3"," -7"," -92"
1494240574.7620063,"08/05/2017 18:49:34"," 134d3"," -12"," -94"
1494240576.2812374,"08/05/2017 18:49:36"," 134d3"," -10"," -94"
1494240577.7751355,"08/05/2017 18:49:37"," 134d3"," -14"," -96"
1494240579.2475743,"08/05/2017 18:49:39"," 134d3"," -21"," -100"
1494240580.720183,"08/05/2017 18:49:40"," 134d3"," -8"," -97"
1494240582.1994197,"08/05/2017 18:49:42"," 134d3"," -11"," -94"
