"timestamp","date time","EcIo","RSCP"
1495440324.459802,"22/05/2017 16:05:24"," 1340bc"," -6"," -83"
1495440325.972022,"22/05/2017 16:05:25"," 1340bc"," -4"," -82"
1495440327.4836133,"22/05/2017 16:05:27"," 1340bc"," -5"," -81"
1495440329.000365,"22/05/2017 16:05:29"," 1340bc"," -5"," -81"
1495440330.5145597,"22/05/2017 16:05:30"," 1340bc"," -5"," -80"
1495440332.0201864,"22/05/2017 16:05:32"," 1340bc"," -5"," -80"
1495440333.5251713,"22/05/2017 16:05:33"," 1340bc"," -6"," -80"
1495440335.0397356,"22/05/2017 16:05:35"," 1340bc"," -6"," -81"
1495440336.5549645,"22/05/2017 16:05:36"," 1340bc"," -6"," -81"
1495440338.0692894,"22/05/2017 16:05:38"," 1340bc"," -7"," -81"
1495440339.5832834,"22/05/2017 16:05:39"," 1340bc"," -7"," -82"
1495440341.0930395,"22/05/2017 16:05:41"," 1340bc"," -7"," -83"
1495440342.5985806,"22/05/2017 16:05:42"," 1340bc"," -10"," -86"
1495440344.0997958,"22/05/2017 16:05:44"," 1340bc"," -7"," -86"
1495440345.6050754,"22/05/2017 16:05:45"," 1340bc"," -5"," -85"
1495440347.1177592,"22/05/2017 16:05:47"," 1340bc"," -6"," -85"
1495440348.626673,"22/05/2017 16:05:48"," 1340bc"," -6"," -86"
1495440350.1444693,"22/05/2017 16:05:50"," 1340bc"," -10"," -87"
1495440351.6622686,"22/05/2017 16:05:51"," 1340bc"," -7"," -88"
1495440353.1798975,"22/05/2017 16:05:53"," 1340bc"," -9"," -88"
1495440354.694598,"22/05/2017 16:05:54"," 1340bc"," -7"," -87"
1495440356.2098322,"22/05/2017 16:05:56"," 1340bc"," -8"," -82"
1495440357.7225718,"22/05/2017 16:05:57"," 1340bc"," -13"," -85"
1495440359.22995,"22/05/2017 16:05:59"," 1340bc"," -13"," -82"
1495440360.7416465,"22/05/2017 16:06:00"," 1340bc"," -13"," -83"
1495440362.2553647,"22/05/2017 16:06:02"," 1340bc"," -13"," -86"
1495440363.7669773,"22/05/2017 16:06:03"," 1340bc"," -13"," -85"
