"timestamp","date time","EcIo","RSCP"
1495439383.284618,"22/05/2017 15:49:43"," 134d3"," -7"," -99"
1495439384.7980726,"22/05/2017 15:49:44"," 134d3"," -8"," -100"
1495439386.305566,"22/05/2017 15:49:46"," 134d3"," -6"," -100"
1495439387.8233347,"22/05/2017 15:49:47"," 134d3"," -6"," -100"
1495439389.339982,"22/05/2017 15:49:49"," 134d3"," -5"," -99"
1495439390.85869,"22/05/2017 15:49:50"," 134d3"," -7"," -99"
1495439392.361407,"22/05/2017 15:49:52"," 134d3"," -7"," -100"
1495439393.8760636,"22/05/2017 15:49:53"," 134d3"," -14"," -102"
1495439395.3812764,"22/05/2017 15:49:55"," 134d3"," -13"," -100"
1495439396.8974476,"22/05/2017 15:49:56"," 134d3"," -14"," -106"
1495439398.4006526,"22/05/2017 15:49:58"," 134d3"," -7"," -102"
1495439399.9116983,"22/05/2017 15:49:59"," 134d3"," -13"," -98"
1495439401.4269764,"22/05/2017 15:50:01"," 134d3"," -13"," -101"
1495439402.9314766,"22/05/2017 15:50:02"," 134d3"," -13"," -100"
1495439404.4446263,"22/05/2017 15:50:04"," 134d3"," -13"," -98"
1495439405.9550974,"22/05/2017 15:50:05"," 134d3"," -13"," -99"
1495439407.4702358,"22/05/2017 15:50:07"," 134d3"," -13"," -100"
1495439408.9788272,"22/05/2017 15:50:08"," 134d3"," -6"," -99"
1495439410.4846163,"22/05/2017 15:50:10"," 134d3"," -13"," -100"
1495439411.9909618,"22/05/2017 15:50:11"," 134d3"," -7"," -101"
1495439413.4991014,"22/05/2017 15:50:13"," 134d3"," -12"," -107"
1495439415.0044625,"22/05/2017 15:50:15"," 134d3"," -10"," -106"
1495439416.5075533,"22/05/2017 15:50:16"," 134d3"," -15"," -107"
1495439418.019638,"22/05/2017 15:50:18"," 134d3"," -8"," -106"
1495439419.5315628,"22/05/2017 15:50:19"," 134d3"," -7"," -104"
1495439421.0431163,"22/05/2017 15:50:21"," 134d3"," -10"," -103"
1495439422.5553656,"22/05/2017 15:50:22"," 134d3"," -7"," -102"
1495439424.066562,"22/05/2017 15:50:24"," 134d3"," -6"," -101"
1495439425.5791163,"22/05/2017 15:50:25"," 134d3"," -9"," -100"
1495439427.0906632,"22/05/2017 15:50:27"," 134d3"," -7"," -101"
1495439428.603207,"22/05/2017 15:50:28"," 134d3"," -6"," -98"
1495439430.115041,"22/05/2017 15:50:30"," 134d3"," -6"," -98"
1495439431.6279194,"22/05/2017 15:50:31"," 134d3"," -6"," -98"
1495439433.1335456,"22/05/2017 15:50:33"," 134d3"," -6"," -98"
1495439434.6466644,"22/05/2017 15:50:34"," 134d3"," -5"," -97"
1495439436.1594334,"22/05/2017 15:50:36"," 134d3"," -7"," -97"
1495439437.6774087,"22/05/2017 15:50:37"," 134d3"," -8"," -98"
1495439439.181206,"22/05/2017 15:50:39"," 134d3"," -6"," -97"
1495439440.6837876,"22/05/2017 15:50:40"," 134d3"," -7"," -97"
1495439442.1878202,"22/05/2017 15:50:42"," 134d3"," -6"," -97"
1495439443.6983683,"22/05/2017 15:50:43"," 134d3"," -6"," -97"
1495439445.2075858,"22/05/2017 15:50:45"," 134d3"," -6"," -97"
1495439446.7173212,"22/05/2017 15:50:46"," 134d3"," -6"," -97"
1495439448.2146046,"22/05/2017 15:50:48"," 134d3"," -6"," -98"
1495439449.7181613,"22/05/2017 15:50:49"," 134d3"," -5"," -97"
1495439451.217449,"22/05/2017 15:50:51"," 134d3"," -14"," -103"
1495439452.7244,"22/05/2017 15:50:52"," 134d3"," -9"," -103"
1495439454.2325861,"22/05/2017 15:50:54"," 134d3"," -12"," -99"
1495439455.7333012,"22/05/2017 15:50:55"," 134d3"," -13"," -101"
1495439457.2401707,"22/05/2017 15:50:57"," 134d3"," -13"," -99"
1495439458.7478416,"22/05/2017 15:50:58"," 134d3"," -12"," -100"
1495439460.2531977,"22/05/2017 15:51:00"," 134d3"," -12"," -98"
1495439461.7566674,"22/05/2017 15:51:01"," 134d3"," -11"," -97"
1495439463.2592194,"22/05/2017 15:51:03"," 134d3"," -12"," -95"
1495439464.766451,"22/05/2017 15:51:04"," 134d3"," -13"," -99"
1495439466.2772262,"22/05/2017 15:51:06"," 134d3"," -12"," -98"
1495439467.78677,"22/05/2017 15:51:07"," 134d3"," -12"," -98"
1495439469.3008022,"22/05/2017 15:51:09"," 134d3"," -5"," -97"
1495439470.8090322,"22/05/2017 15:51:10"," 134d3"," -7"," -99"
1495439472.3209317,"22/05/2017 15:51:12"," 134d3"," -12"," -97"
1495439473.828952,"22/05/2017 15:51:13"," 134d3"," -10"," -95"
1495439475.3381522,"22/05/2017 15:51:15"," 134d3"," -6"," -97"
1495439476.8495986,"22/05/2017 15:51:16"," 134d3"," -12"," -97"
1495439478.3510194,"22/05/2017 15:51:18"," 134d3"," -12"," -98"
1495439479.8643825,"22/05/2017 15:51:19"," 134d3"," -13"," -98"
1495439481.368387,"22/05/2017 15:51:21"," 134d3"," -6"," -99"
1495439482.8783307,"22/05/2017 15:51:22"," 134d3"," -13"," -99"
1495439484.389102,"22/05/2017 15:51:24"," 134d3"," -13"," -101"
1495439485.9020941,"22/05/2017 15:51:25"," 134d3"," -12"," -99"
1495439487.4124944,"22/05/2017 15:51:27"," 134d3"," -11"," -97"
1495439488.9245236,"22/05/2017 15:51:28"," 134d3"," -12"," -100"
1495439490.4447103,"22/05/2017 15:51:30"," 134d3"," -12"," -102"
1495439491.9455817,"22/05/2017 15:51:31"," 134d3"," -13"," -99"
1495439493.4596071,"22/05/2017 15:51:33"," 134d3"," -13"," -99"
1495439494.9613328,"22/05/2017 15:51:34"," 134d3"," -13"," -101"
1495439496.475877,"22/05/2017 15:51:36"," 134d3"," -10"," -98"
1495439497.9811084,"22/05/2017 15:51:37"," 134d3"," -9"," -102"
1495439499.4883401,"22/05/2017 15:51:39"," 134d3"," -7"," -99"
1495439500.997638,"22/05/2017 15:51:40"," 134d3"," -13"," -99"
1495439502.5127702,"22/05/2017 15:51:42"," 134d3"," -11"," -96"
