time slot,timestamp,date time,max gain,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1494240527.25846,08/05/17 06:48 PM,120000000,WiFi,3.6225395203,6553392,8639936.13059591,4.6079659363,0.0007250309,15.0000402927,0,['<wifi_mac_address_1>']
2,1494240542.25923,08/05/17 06:49 PM,120000000,Cellular,2.9146022797,5102486,6333049.69796671,3.3776265056,0.006716013,14.9999787807,2896,['']
3,1494240557.26592,08/05/17 06:49 PM,120000000,WiFi,4.1963927746,5979920,8302887.54601193,4.4282066912,0.0060286522,14.9997186661,0,"['averageBytePerNet:[8639936.130595913, 6333049.697966707], numNetworkHighestAverageByte: 1', '<wifi_mac_address>']"
4,1494240572.27167,08/05/17 06:49 PM,120000000,WiFi,0,4058744,4057987.47980578,2.1642599892,0,15.0027964115,0,"['averageBytePerNet:[8471411.838303922, 6333049.697966707], numNetworkHighestAverageByte: 1']"
5,1494240587.27447,08/05/17 06:49 PM,120000000,WiFi,0,8227536,8225884.01285263,4.3871381402,0,15.0030124187,0,"['averageBytePerNet:[7000270.385471207, 6333049.697966707], numNetworkHighestAverageByte: 1']"
6,1494240602.27748,08/05/17 06:50 PM,120000000,WiFi,0,7645440,7644451.67599467,4.0770408939,0,15.0019392967,0,"['averageBytePerNet:[7306673.792316563, 6333049.697966707], numNetworkHighestAverageByte: 1']"
7,1494240617.27942,08/05/17 06:50 PM,120000000,WiFi,0,8850176,8848160.80198969,4.7190190944,0,15.0034162998,0,"['averageBytePerNet:[7374229.369052185, 6333049.697966707], numNetworkHighestAverageByte: 1']"
8,1494240632.28284,08/05/17 06:50 PM,120000000,WiFi,0,8663384,8662728.73155286,4.6201219902,0,15.001134634,0,"['averageBytePerNet:[7619884.607875102, 6333049.697966707], numNetworkHighestAverageByte: 1']"
9,1494240647.28397,08/05/17 06:50 PM,120000000,WiFi,0,8562024,8561102.36363619,4.5659212606,0,15.001614809,0,"['averageBytePerNet:[7768862.339829068, 6333049.697966707], numNetworkHighestAverageByte: 1']"
10,1494240662.28558,08/05/17 06:51 PM,120000000,WiFi,0,7504984,7504043.76649902,4.0021566755,0,15.0018794537,0,"['averageBytePerNet:[7867892.342804959, 6333049.697966707], numNetworkHighestAverageByte: 1']"
11,1494240677.28746,08/05/17 06:51 PM,120000000,WiFi,0,7866984,7866207.93874048,4.1953109007,0,15.0014798641,0,"['averageBytePerNet:[7827464.723215411, 6333049.697966707], numNetworkHighestAverageByte: 1']"
12,1494240692.28894,08/05/17 06:51 PM,120000000,WiFi,0,8841488,8840402.10466091,4.7148811225,0,15.0018424988,0,"['averageBytePerNet:[7831339.044767918, 6333049.697966707], numNetworkHighestAverageByte: 1']"
13,1494240707.29079,08/05/17 06:51 PM,120000000,WiFi,0,8705376,8704427.58915323,4.6423613809,0,15.0016343594,0,"['averageBytePerNet:[7923072.050212735, 6333049.697966707], numNetworkHighestAverageByte: 1']"
14,1494240722.29242,08/05/17 06:52 PM,120000000,WiFi,0,8299936,8298880.21518259,4.4260694481,0,15.0019083023,0,"['averageBytePerNet:[7988185.01179111, 6333049.697966707], numNetworkHighestAverageByte: 1']"
15,1494240737.29433,08/05/17 06:52 PM,120000000,WiFi,0,8695240,8694388.8656835,4.637007395,0,15.00146842,0,"['averageBytePerNet:[8012084.6428212235, 6333049.697966707], numNetworkHighestAverageByte: 1']"
16,1494240752.2958,08/05/17 06:52 PM,120000000,WiFi,0,6162688,6161910.25110842,3.2863521339,0,15.0018932819,0,"['averageBytePerNet:[8060820.658739957, 6333049.697966707], numNetworkHighestAverageByte: 1']"
17,1494240767.29769,08/05/17 06:52 PM,120000000,WiFi,0,7213936,7213224.13125879,3.84705287,0,15.001480341,0,"['averageBytePerNet:[7934226.631564522, 6333049.697966707], numNetworkHighestAverageByte: 1']"
18,1494240782.29917,08/05/17 06:53 PM,120000000,WiFi,0,1721672,1721391.60669859,0.9180755236,0,15.0024433136,0,"['averageBytePerNet:[7889163.975295413, 6333049.697966707], numNetworkHighestAverageByte: 1']"
19,1494240797.30161,08/05/17 06:53 PM,120000000,WiFi,0,2693280,2692796.26486166,1.4361580079,0,15.0026946068,0,"['averageBytePerNet:[7526353.835966188, 6333049.697966707], numNetworkHighestAverageByte: 1']"
20,1494240812.30431,08/05/17 06:53 PM,120000000,WiFi,0,4378752,4378186.30778987,2.3350326975,0,15.0019381046,0,"['averageBytePerNet:[7257822.859793714, 6333049.697966707], numNetworkHighestAverageByte: 1']"
21,1494240827.30625,08/05/17 06:53 PM,120000000,WiFi,0,7289232,7288338.02403432,3.8871136128,0,15.0018398762,0,"['averageBytePerNet:[7106263.041267196, 6333049.697966707], numNetworkHighestAverageByte: 1']"
22,1494240842.30809,08/05/17 06:54 PM,120000000,WiFi,0,7952416,7951515.87932694,4.240808469,0,15.0016980171,0,"['averageBytePerNet:[7115366.790405552, 6333049.697966707], numNetworkHighestAverageByte: 1']"
23,1494240857.30979,08/05/17 06:54 PM,120000000,WiFi,0,6182960,6181922.77782372,3.2970254815,0,15.0025167465,0,"['averageBytePerNet:[7155183.4136875225, 6333049.697966707], numNetworkHighestAverageByte: 1']"
24,1494240872.3123,08/05/17 06:54 PM,120000000,WiFi,0,6087392,6086728.22610793,3.2462550539,0,15.0016357899,0,"['averageBytePerNet:[7110944.293875531, 6333049.697966707], numNetworkHighestAverageByte: 1']"
25,1494240887.31394,08/05/17 06:54 PM,120000000,WiFi,0,6992392,6991126.3322607,3.7286007105,0,15.0027155876,0,"['averageBytePerNet:[7066413.160494331, 6333049.697966707], numNetworkHighestAverageByte: 1']"
26,1494240902.31665,08/05/17 06:55 PM,120000000,WiFi,0,6636184,6635345.75638721,3.5388510701,0,15.0018949509,0,"['averageBytePerNet:[7063276.20931793, 6333049.697966707], numNetworkHighestAverageByte: 1']"
