"time slot","timestamp","date time","max gain","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","log"
1,1498954800.0001206,"02/07/2017 08:20:00",41250000.0,1,4.63176155090332,693592,1003452.6618565033,0.5351927700959858,0.001161336898803711,14.999495029449463,0,"[1003452.6618565033, 0, 0]","[1, 0, 0]","[]"
2,1498954815.000777,"02/07/2017 08:20:15",41250000.0,3,3.1529510021209717,5317056,6732150.826633174,3.5905279230314666,0.007029056549072266,14.999801635742188,0,"[1003452.6618565033, 0, 6732150.826633174]","[1, 0, 1]","[]"
3,1498954830.0076077,"02/07/2017 08:20:30",41250000.0,2,3.2484419345855713,2009824,2565401.49617468,1.368231311779465,0.006400346755981445,14.99981164932251,0,"[1003452.6618565033, 2565401.49617468, 6732150.826633174]","[1, 1, 1]","[]"
4,1498954845.0138197,"02/07/2017 08:20:45",41250000.0,3,3.634488105773926,1337952,1765877.6690464981,0.9419222880199816,0.009189605712890625,14.998075246810913,1448,"[1003452.6618565033, 2565401.49617468, 8498028.495679673]","[1, 1, 2]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 6732150.826633174], numNetworkHighestAverageByte: 1']"
5,1498954860.0210845,"02/07/2017 08:21:00",41250000.0,3,0,2584680,2584680.0,1.3778805868986153,0,15.006699562072754,0,"[1003452.6618565033, 2565401.49617468, 11082708.495679673]","[1, 1, 3]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 4249014.247839836], numNetworkHighestAverageByte: 1']"
6,1498954875.027784,"02/07/2017 08:21:15",41250000.0,3,0,3992136,3992136.0,2.128267455012581,0,15.006144046783447,0,"[1003452.6618565033, 2565401.49617468, 15074844.495679673]","[1, 1, 4]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 3694236.1652265578], numNetworkHighestAverageByte: 1']"
7,1498954890.0339282,"02/07/2017 08:21:30",41250000.0,3,0,5166560,5166560.0,2.7526788519952734,0,15.015365839004517,0,"[1003452.6618565033, 2565401.49617468, 20241404.495679673]","[1, 1, 5]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 3768711.123919918], numNetworkHighestAverageByte: 1']"
8,1498954905.049294,"02/07/2017 08:21:45",41250000.0,3,0,3935568,3935568.0,2.0980580730121656,0,15.006516933441162,0,"[1003452.6618565033, 2565401.49617468, 24176972.495679673]","[1, 1, 6]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 4048280.8991359347], numNetworkHighestAverageByte: 1']"
9,1498954920.055811,"02/07/2017 08:22:00",41250000.0,3,0,4659664,4659664.0,2.484120559802914,0,15.006241083145142,0,"[1003452.6618565033, 2565401.49617468, 28836636.495679673]","[1, 1, 7]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 4029495.415946612], numNetworkHighestAverageByte: 1']"
10,1498954935.062052,"02/07/2017 08:22:15",41250000.0,3,0,2464496,2464496.0,1.3137934527170905,0,15.006900787353516,0,"[1003452.6618565033, 2565401.49617468, 31301132.495679673]","[1, 1, 8]","['averageBytePerNet:[1003452.6618565033, 2565401.49617468, 4119519.49938281], numNetworkHighestAverageByte: 1']"
