"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498954800.0001404,"02/07/2017 08:20:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.402346849441528,5770504,8167911.968875911,4.356599878866956,0.0022132396697998047,14.998691082000732,0,"[0, 0, 8167911.968875911]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498954815.0010448,"02/07/2017 08:20:15",2,1,0.7937005259840998,41250000.0,"[0.8545667779353741, 0.8545667779353741, 1.0]","[0.3296417721019631, 0.3296417721019631, 0.3407164557960738]",2,1,4.094630002975464,451776,621448.2527631896,0.33150199679070996,0.01470947265625,14.99715256690979,5920,"[621448.2527631896, 0, 8167911.968875911]","[1, 0, 1]","[8167911.968875911]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498954830.0129068,"02/07/2017 08:20:30",3,1,0.6933612743506348,41250000.0,"[0.8605386212501646, 0.8545667779353741, 1.0]","[0.3283079837900453, 0.32763353541526974, 0.344058480794685]",2,2,4.072445869445801,1660048,2278840.8967400347,1.215570036439538,0.012586832046508789,14.997677326202393,0,"[621448.2527631896, 2278840.8967400347, 8167911.968875911]","[1, 1, 1]","[621448.2527631896]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498954845.023171,"02/07/2017 08:20:45",4,2,0.6299605249474366,41250000.0,"[0.8605386212501646, 0.8645380283222607, 1.0]","[0.32683979685678377, 0.32738287827569074, 0.34577732486752544]",1,3,4.808587074279785,2418608,3560112.5100433542,1.8991100585850578,0.01431584358215332,14.996971845626831,3704,"[621448.2527631896, 2278840.8967400347, 11728024.478919266]","[1, 1, 2]","[2278840.8967400347]","['; gamma used= 0.6299605249474366', 'current gain: 2278840.8967400347, prev block gain: [621448.2527631896]', 'flipped coin and will select greedily...', 'averageBytePerNet:[621448.2527631896, 2278840.8967400347, 8167911.968875911], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498954860.0344586,"02/07/2017 08:21:00",4,2,0.6299605249474366,41250000.0,"[0.8320649933221788, 0.83593206742735, 1.0]","[0.3244213277070749, 0.32502312576491055, 0.35055554652801457]",1,3,0,2391648,2391648.0,1.2744922905412834,0,15.012396812438965,0,"[621448.2527631896, 2278840.8967400347, 14119672.478919266]","[1, 1, 3]","[2278840.8967400347]","['; gamma used= 0.5848035476425733', 'current gain: 3560112.5100433542, prev block gain: [2278840.8967400347]', 'no selection ----- in the middle of a block']"
6,1498954875.0468554,"02/07/2017 08:21:15",5,2,0.5848035476425733,41250000.0,"[0.8134676858270554, 0.8172483277823136, 1.0]","[0.3233211967371484, 0.32391788186748416, 0.35276092139536747]",0,1,4.511805057525635,1346640,1926310.7354975273,1.0278293997310786,0.016219615936279297,14.99323320388794,0,"[2547758.988260717, 2278840.8967400347, 14119672.478919266]","[2, 1, 3]","[3560112.5100433542, 2391648.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498954890.0563083,"02/07/2017 08:21:30",6,2,0.5848035476425733,41250000.0,"[0.8353085352528934, 0.8172483277823136, 1.0]","[0.3250473700126152, 0.32198568549639567, 0.3529669444909891]",-1,3,3.9911067485809326,2008376,2736698.569966698,1.4598909342139916,0.015858173370361328,14.996728897094727,0,"[2547758.988260717, 2278840.8967400347, 16856371.048885964]","[2, 1, 4]","[1926310.7354975273]","['; gamma used= 0.5503212081491045', 'current gain: 1926310.7354975273, prev block gain: [3560112.5100433542, 2391648.0]', ' ----- switch back']"
8,1498954905.0688953,"02/07/2017 08:21:45",6,2,0.5503212081491045,41250000.0,"[0.8257074266033136, 0.8078548047215803, 1.0]","[0.3238835570400388, 0.32064838696876014, 0.3554680559912011]",-1,3,0,3081344,3081344.0,1.642072174842703,0,15.011978387832642,0,"[2547758.988260717, 2278840.8967400347, 19937715.048885964]","[2, 1, 5]","[1926310.7354975273]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498954920.0808737,"02/07/2017 08:22:00",7,2,0.5227579585747102,41250000.0,"[0.8150292184684802, 0.7974074701456657, 1.0]","[0.3231428478774684, 0.31992369268043896, 0.35693345944209265]",1,3,0,5866072,5866072.0,3.126399810704828,0,15.010420560836792,0,"[2547758.988260717, 2278840.8967400347, 25803787.048885964]","[2, 1, 6]","[2736698.569966698, 3081344.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1273879.4941303586, 2278840.8967400347, 3987543.009777193], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498954935.0912943,"02/07/2017 08:22:15",7,2,0.5227579585747102,41250000.0,"[0.777296102023946, 0.7604901814854046, 1.0]","[0.3198111822381415, 0.3165000443681508, 0.36368877339370764]",1,3,0,5510864,5510864.0,2.9370446082744697,0,15.010637521743774,0,"[2547758.988260717, 2278840.8967400347, 31314651.048885964]","[2, 1, 7]","[2736698.569966698, 3081344.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498954950.1019318,"02/07/2017 08:22:30",8,2,0.5,41250000.0,"[0.7434407909217671, 0.7273668561306253, 1.0]","[0.31711156103322574, 0.3138587916785741, 0.36902964728820015]",0,3,0,4394680,4394680.0,2.3422234759668377,0,15.010284185409546,0,"[2547758.988260717, 2278840.8967400347, 35709331.048885964]","[2, 1, 8]","[5866072.0, 5510864.0]","['; gamma used= 0.5', 'flipped coin but will not select greedily...', 'choosing randomly']"
