"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498954800.0001113,"02/07/2017 08:20:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,4.330096960067749,1149712,1616360.9415477042,0.8621496393289131,0.0022270679473876953,14.998425960540771,0,"[1616360.9415477042, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498954815.0007644,"02/07/2017 08:20:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.9693778894205086, 0.9693778894205086]","[0.3347664398997903, 0.33261678005010487, 0.33261678005010487]",2,2,4.163499116897583,2951024,4085086.182237813,2.179055934245722,0.010379314422607422,14.997636795043945,0,"[1616360.9415477042, 4085086.182237813, 0]","[1, 1, 0]","[1616360.9415477042]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498954830.0087805,"02/07/2017 08:20:30",3,1,0.6933612743506348,41250000.0,"[0.9854311155541644, 1.0, 0.9552551349651932]","[0.3338758076250142, 0.33539497144598107, 0.3307292209290047]",2,3,4.2279534339904785,4372960,6089567.366198637,3.248110260435763,0.008746862411499023,14.998425245285034,0,"[1616360.9415477042, 4085086.182237813, 6089567.366198637]","[1, 1, 1]","[4085086.182237813]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498954845.0159526,"02/07/2017 08:20:45",4,2,0.6299605249474366,41250000.0,"[0.9854311155541644, 1.0, 0.9853313230420562]","[0.33273257451644034, 0.33454728116628807, 0.3327201443172716]",1,3,0,4389688,4389688.0,2.340003636733212,0,15.00745701789856,0,"[1616360.9415477042, 4085086.182237813, 10479255.366198637]","[1, 1, 2]","[6089567.366198637]","['; gamma used= 0.6299605249474366', 'current gain: 6089567.366198637, prev block gain: [4085086.182237813]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1616360.9415477042, 4085086.182237813, 6089567.366198637], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498954860.0234096,"02/07/2017 08:21:00",4,2,0.6299605249474366,41250000.0,"[0.959457465359847, 0.9736423482226751, 1.0]","[0.33075101075789076, 0.3327589591456268, 0.3364900300964824]",1,3,0,3487404,3487404.0,1.8591040933118914,0,15.006815433502197,0,"[1616360.9415477042, 4085086.182237813, 13966659.366198637]","[1, 1, 3]","[6089567.366198637]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498954875.030225,"02/07/2017 08:21:15",5,2,0.5848035476425733,41250000.0,"[0.9283485336114097, 0.942073493477366, 1.0]","[0.3292168667230448, 0.3312021339037292, 0.33958099937322594]",0,1,4.343942165374756,1740496,2450369.143099186,1.3073344277141306,0.023400545120239258,14.99459719657898,4752,"[4066730.08464689, 4085086.182237813, 13966659.366198637]","[2, 1, 3]","[4389688.0, 3487404.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498954890.0482228,"02/07/2017 08:21:30",6,2,0.5848035476425733,41250000.0,"[0.9595905322982382, 0.942073493477366, 1.0]","[0.33215076594323734, 0.32943610263838774, 0.3384131314183749]",-1,3,4.613355875015259,1562392,2256471.1020212276,1.203599498196409,0.009083986282348633,14.998152494430542,0,"[4066730.08464689, 4085086.182237813, 16223130.468219865]","[2, 1, 4]","[2450369.143099186]","['; gamma used= 0.5503212081491045', 'current gain: 2450369.143099186, prev block gain: [4389688.0, 3487404.0]', ' ----- switch back']"
8,1498954905.0554593,"02/07/2017 08:21:45",6,2,0.5503212081491045,41250000.0,"[0.9504871461069325, 0.9331362868844904, 1.0]","[0.3315590545079141, 0.3286874730867536, 0.3397534724053324]",-1,3,0,3819824,3819824.0,2.0362229177847433,0,15.007488489151001,0,"[4066730.08464689, 4085086.182237813, 20042954.468219865]","[2, 1, 5]","[2450369.143099186]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498954920.0629478,"02/07/2017 08:22:00",7,2,0.5227579585747102,41250000.0,"[0.935273060798908, 0.9181999301638107, 1.0]","[0.33067664083338055, 0.3278211676105324, 0.34150219155608696]",0,1,4.067989826202393,1145368,1571759.6795958735,0.8385304738953581,0.011386871337890625,14.995373249053955,2928,"[5638489.764242764, 4085086.182237813, 20042954.468219865]","[3, 1, 5]","[2256471.1020212276, 3819824.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498954935.0697079,"02/07/2017 08:22:15",8,2,0.5227579585747102,41250000.0,"[0.9534082783197501, 0.9181999301638107, 1.0]","[0.3326726481761056, 0.3265422248035989, 0.3407851270202955]",-1,3,4.3740880489349365,1650720,2330303.144245393,1.2429254036820176,0.00800323486328125,14.998828649520874,0,"[5638489.764242764, 4085086.182237813, 22373257.61246526]","[3, 1, 6]","[1571759.6795958735]","['; gamma used= 0.5', 'current gain: 1571759.6795958735, prev block gain: [2256471.1020212276, 3819824.0]', ' ----- switch back']"
11,1498954950.0765398,"02/07/2017 08:22:30",8,2,0.5,41250000.0,"[0.9448161456861235, 0.9099250958000291, 1.0]","[0.33210297761812835, 0.32575662916890846, 0.34214039321296325]",-1,3,0,1846200,1846200.0,0.9841555289826691,0,15.007384061813354,0,"[5638489.764242764, 4085086.182237813, 24219457.61246526]","[3, 1, 7]","[1571759.6795958735]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
