"Time slot","distance (%)"
333,9.49069365454
334,8.61050568358
335,8.06253080137
336,7.88815702048
337,8.38911316039
338,8.55747368578
339,8.88567652847
340,8.71076625061
341,8.43687496984
342,8.59259863981
343,8.62199624125
344,8.72007802214
345,9.01819460355
346,9.23847454303
347,9.00345638147
348,9.05726510984
349,9.30401426514
350,9.18843078569
351,9.19786744565
352,9.39533248742
353,9.70749888657
354,9.95332558307
355,10.1223245267
356,10.2593950985
357,10.57957568
358,10.6060502218
359,10.6566626225
360,10.6612786296
361,10.6944231673
362,10.6462095784
363,10.4931882896
364,10.0528748773
365,9.54750411558
366,9.38367775458
367,8.99470484062
368,9.0629941829
369,9.45241753497
370,9.93810596833
371,9.97313184997
372,10.0571556215
373,9.75331482266
374,9.38920207969
375,9.23398930567
376,9.2638751002
377,9.0646059395
378,8.70707023862
379,8.7740603049
380,8.92558078354
381,8.91645812008
382,9.30905300402
383,10.1206660847
384,10.6209538511
385,10.7880222783
386,11.0129073391
387,11.0193415198
388,10.9881299711
389,11.1334099677
390,11.2204687301
391,11.5822115152
392,11.8354692553
393,11.6287233128
394,11.3133388735
395,11.084878716
396,10.9499744436
397,10.7386670823
398,11.2329314192
399,11.5342630158
400,11.9517421382
401,11.9510458553
402,12.000062737
403,11.5094310472
404,10.7867117512
405,10.3566451894
406,10.0935707076
407,10.0289640794
408,9.96960564512
409,9.97203864556
410,9.77207548374
411,10.2834732369
412,9.92757750348
413,10.0677437518
414,10.0771607826
415,10.3263847777
416,9.68434352788
417,10.1141180946
418,9.95160649492
419,10.1644340306
420,10.0232979732
421,10.3336935034
422,10.1975594814
423,10.2280143196
424,10.3182559038
425,10.0696613272
426,9.65625016446
427,9.50834369711
428,9.35745145493
429,8.9653322714
430,9.68917899983
431,10.1246039326
432,10.6351959506
433,10.7773945877
434,11.1062303202
435,10.9540452007
436,10.605354472
437,10.6343928191
438,11.2144312549
439,11.7495498131
440,11.9678831956
441,12.7513503601
442,13.1418662307
443,12.946946869
444,12.5802076157
445,12.2382202919
446,11.8091057154
447,11.0759189575
448,10.4195043052
449,10.2068612669
450,10.0322217921
451,9.8195410046
452,9.76738576492
453,9.7146570476
454,9.81220347538
455,9.97747376794
456,9.90438279995
457,9.68154740615
458,10.541619644
459,10.5136369806
460,10.5328056695
461,10.6573065224
462,10.6662673569
463,9.84409165862
464,10.0049398246
465,10.4904889464
466,10.9479845784
467,11.3499431445
468,12.186728836
469,12.2354581978
470,11.8695417798
471,11.7645205803
472,11.1691335958
473,10.5266283664
474,10.7850670477
475,11.1307479785
476,11.132720024
477,11.6803121441
478,12.003813774
