"Time slot","distance (%)"
307,5.308295474761564
308,5.209434946110697
309,5.0868815144823945
310,5.140506423709153
311,5.131800920186774
312,5.218592712111589
313,5.198002074764289
314,5.298403997878143
315,5.238989588467618
316,5.20160368962233
317,5.227904702378947
318,5.302589555827611
319,4.915517850530273
320,5.1859134314735185
321,5.063377549405463
322,5.172376432088724
323,5.242754225210235
324,5.161966331500526
325,5.170192447499319
326,5.2476097489039635
327,5.255578428028628
328,5.277913896929294
329,5.16647654702999
330,5.125328236966693
331,5.257997813927311
332,5.201916327469854
333,5.1721799804185595
334,5.364381202707292
335,5.382031368264673
336,5.253721268400897
337,5.12424161488998
338,5.229172853130841
339,5.137147027761813
340,5.253338081602836
341,5.090093334559253
342,5.368646778223072
343,5.485722681659828
344,5.34926216889319
345,5.349332902723868
346,5.2416723519137545
347,5.0575103248329025
348,5.11700473372291
349,5.11076313414908
350,5.1310507774423915
351,5.096236235119823
352,5.04690625389331
353,5.22308600272141
354,5.123910385985296
355,5.226818010546451
356,5.107860622553262
357,5.142528005711571
358,5.2737461106101104
359,5.221992202237924
360,5.207440927478061
361,5.10014341919356
362,5.092502953808051
363,5.37708827787692
364,5.134707633881634
365,5.1686411405848345
366,5.470564749330043
367,5.236618321032786
368,4.859030816252664
369,5.238787344127601
370,5.299765351844333
371,5.182183863472195
372,5.156208227540766
373,5.163517183532247
374,5.3518844353589765
375,5.234148209760772
376,5.188806510508552
377,5.127137810625395
378,5.045768930434211
379,5.281247136918633
380,5.260693818730399
381,5.138885947002325
382,5.23399736034849
383,5.269972200361763
384,5.160663574989311
385,5.186094187882004
386,5.14538543165065
387,5.156101868469052
388,5.127289997134345
389,5.0661692316405675
390,5.163214223678719
391,5.178539168352555
392,4.92967374607102
393,5.079771818624381
394,5.159581888723481
395,4.843261364806209
396,5.391161325008083
397,5.213952916311021
398,5.259185412844784
399,5.354262342187653
400,5.359902314803914
401,5.454411250128518
402,5.244518782963067
403,5.186059624575766
404,5.303244572682823
405,5.2718496286391066
406,5.343983665855917
407,5.2624736197373085
408,5.271640627088264
409,4.749935496935498
410,5.1130347479149085
411,5.179481361539123
412,5.196620445953715
413,5.221096230991276
414,5.266329902515777
415,5.233669522208549
416,5.155055673692422
417,5.173422054845707
418,5.193939054515388
419,5.105043180836269
420,5.286819651207213
421,5.136110982399514
422,5.338204382937677
423,5.047516158727847
424,5.186781067251556
425,5.145651616759001
426,5.2630923653356225
427,5.167590654933528
428,5.1704605539872075
429,5.168246671479693
430,5.213414295971067
431,5.296215092872744
432,5.118201286028893
433,5.133680084196472
434,5.070448134614338
435,5.092752236847596
436,5.148409047910858
437,5.128969412450142
438,5.210454341847038
439,5.059574846043096
440,5.124802380194657
441,5.076198258994786
442,5.021398453668527
443,5.09861367808855
444,5.223651465767356
445,5.110590751928735
446,5.261307608668361
447,5.2061873685444295
448,5.1629515526119025
449,5.193201198752216
450,5.154614367736475
451,4.8130934708595925
452,5.203487449532438
453,5.211234952016037
454,5.223056412198721
455,5.322196809821855
456,5.25787808637528
457,5.158098094670271
458,5.127866813198933
459,5.139613199699968
460,5.198314323326815
461,5.144855531685172
462,5.089609685734838
463,5.081226209620874
464,5.083062985494931
465,5.122922795472339
466,5.303368827567005
467,5.142455307251952
468,5.12724327508851
469,5.127355919483894
470,5.292254417916488
471,5.194205136165868
472,5.047977984780834
473,5.144029668399012
474,5.150092832868021
475,5.13824689504022
476,5.091409635024734
477,5.140350902906745
478,5.2365031490255465
479,5.128534593378068
480,5.144060471660422
