"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498914900.000106,"01/07/2017 21:15:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,4.432656526565552,372136,528247.9465790677,0.2817487809280349,0.001531362533569336,14.999119281768799,0,"[528247.9465790677, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498914915.0007567,"01/07/2017 21:15:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.989887342752184, 0.989887342752184]","[0.3338000880583972, 0.3330999559708014, 0.3330999559708014]",2,2,4.433568477630615,1459680,2072226.296534074,1.1052880759589496,0.008524656295776367,14.99863314628601,0,"[528247.9465790677, 2072226.296534074, 0]","[1, 1, 0]","[528247.9465790677]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498914930.0079145,"01/07/2017 21:15:30",3,1,0.6933612743506348,41250000.0,"[0.9870279752216298, 1.0, 0.9770464996142076]","[0.3332302074734675, 0.3345721862870571, 0.33219760623947536]",2,3,4.4118921756744385,2945232,4172750.4692048514,2.2258358460760936,0.01056528091430664,14.997513771057129,4248,"[528247.9465790677, 2072226.296534074, 4172750.4692048514]","[1, 1, 1]","[2072226.296534074]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498914945.0159936,"01/07/2017 21:15:45",4,2,0.6299605249474366,41250000.0,"[0.9870279752216298, 1.0, 0.9980226859078164]","[0.332342994115587, 0.33395106104117167, 0.3337059448432413]",0,1,5.012908935546875,599472,900510.1978575442,0.48042077241477416,0.01123809814453125,14.995358228683472,0,"[1428758.1444366118, 2072226.296534074, 4172750.4692048514]","[2, 1, 1]","[4172750.4692048514]","['; gamma used= 0.6299605249474366', 'current gain: 4172750.4692048514, prev block gain: [2072226.296534074]', 'flipped coin but will not select greedily...', 'choosing randomly']"
5,1498914960.02259,"01/07/2017 21:16:00",5,2,0.6299605249474366,41250000.0,"[0.9997477615604581, 1.0, 0.9980226859078164]","[0.33340133017704265, 0.33343626564227635, 0.333162404180681]",-1,3,4.427229404449463,1946112,2761138.817022526,1.4727528078005736,0.009243488311767578,14.998518705368042,1448,"[1428758.1444366118, 2072226.296534074, 6933889.286227377]","[2, 1, 2]","[900510.1978575442]","['; gamma used= 0.5848035476425733', 'current gain: 900510.1978575442, prev block gain: [4172750.4692048514]', ' ----- switch back']"
6,1498914975.030352,"01/07/2017 21:16:15",5,2,0.5848035476425733,41250000.0,"[0.9895035822876961, 0.9897532360995014, 1.0]","[0.33279267495724874, 0.3328303568461617, 0.33437696819658963]",-1,3,0,2031544,2031544.0,1.0829732150611833,0,15.00715970993042,0,"[1428758.1444366118, 2072226.296534074, 8965433.286227377]","[2, 1, 3]","[900510.1978575442]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
7,1498914990.0375118,"01/07/2017 21:16:30",6,2,0.5503212081491045,41250000.0,"[0.9806043132337442, 0.9808517217414583, 1.0]","[0.3323391058039592, 0.3323766732564314, 0.33528422093960947]",1,3,0,1950456,1950456.0,1.0398038729737697,0,15.006337642669678,0,"[1428758.1444366118, 2072226.296534074, 10915889.286227377]","[2, 1, 4]","[2761138.817022526, 2031544.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[714379.0722183059, 2072226.296534074, 2988477.7620757925], numNetworkHighestAverageByte: 1', 'choosing greedily']"
8,1498915005.0438495,"01/07/2017 21:16:45",6,2,0.5503212081491045,41250000.0,"[0.9645776903144935, 0.9648210552719125, 1.0]","[0.3313965127484443, 0.3314361604711263, 0.3371673267804295]",1,3,0,1739048,1739048.0,0.927087802167608,0,15.00654411315918,0,"[1428758.1444366118, 2072226.296534074, 12654937.286227377]","[2, 1, 5]","[2761138.817022526, 2031544.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498915020.0503936,"01/07/2017 21:17:00",7,2,0.5227579585747102,41250000.0,"[0.9505091938943128, 0.9507490093408251, 1.0]","[0.3306065229073768, 0.33064597131397894, 0.33874750577864426]",0,1,4.2775373458862305,4914512,6875768.630149468,3.668010767056211,0.010303497314453125,14.996179819107056,0,"[8304526.77458608, 2072226.296534074, 12654937.286227377]","[3, 1, 5]","[1950456.0, 1739048.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498915035.056877,"01/07/2017 21:17:15",7,2,0.5227579585747102,41250000.0,"[1.0, 0.9196355930904123, 0.9672748370550663]","[0.33986220289769675, 0.32594344634910205, 0.33419435075320114]",0,1,0,6054088,6054088.0,3.22713643390901,0,15.0079505443573,0,"[14358614.77458608, 2072226.296534074, 12654937.286227377]","[4, 1, 5]","[1950456.0, 1739048.0]","['; gamma used= 0.5', 'current gain: 6875768.630149468, prev block gain: [1950456.0, 1739048.0]', 'no selection ----- in the middle of a block']"
11,1498915050.0648274,"01/07/2017 21:17:30",8,2,0.5,41250000.0,"[1.0, 0.8540496731422532, 0.8982914152436344]","[0.34833019743683924, 0.3218163457428002, 0.3298534568203605]",0,2,5.471708536148071,1322024,2081555.086032181,1.1104847138906555,0.011876106262207031,14.99565052986145,2896,"[14358614.77458608, 4153781.382566255, 12654937.286227377]","[4, 2, 5]","[6875768.630149468, 6054088.0]","['; gamma used= 0.5', 'flipped coin but will not select greedily...', 'choosing randomly']"
12,1498915065.072354,"01/07/2017 21:17:45",9,2,0.5,41250000.0,"[1.0, 0.875781925794383, 0.8982914152436344]","[0.3474296261133677, 0.32417852749641707, 0.32839184639021524]",-1,1,4.188587665557861,4973880,6901496.686957832,3.681654707257705,0.014087915420532227,14.99651050567627,8688,"[21260111.46154391, 4153781.382566255, 12654937.286227377]","[5, 2, 5]","[2081555.086032181]","['; gamma used= 0.4807498567691362', 'current gain: 2081555.086032181, prev block gain: [6875768.630149468, 6054088.0]', ' ----- switch back']"
13,1498915080.0829525,"01/07/2017 21:18:00",9,2,0.4807498567691362,41250000.0,"[1.0, 0.8534023538422002, 0.875336639894465]","[0.3510891295491336, 0.3223018228136385, 0.3266090476372278]",-1,1,0,7176288,7176288.0,3.8254055268087797,0,15.007638692855835,0,"[28436399.46154391, 4153781.382566255, 12654937.286227377]","[6, 2, 5]","[2081555.086032181]","['; gamma used= 0.4641588833612779', 'no selection ----- in the middle of a block']"
14,1498915095.0905912,"01/07/2017 21:18:15",10,2,0.4641588833612779,41250000.0,"[1.0, 0.830737997757752, 0.8520897608449599]","[0.35444960110368096, 0.32064290591232447, 0.3249074929839946]",0,2,4.820237874984741,899208,1325161.2926382206,0.7069415305809056,0.010967493057250977,14.99599313735962,4344,"[28436399.46154391, 5478942.675204475, 12654937.286227377]","[6, 3, 5]","[6901496.686957832, 7176288.0]","['; gamma used= 0.4641588833612779', 'flipped coin but will not select greedily...', 'choosing randomly']"
15,1498915110.0975518,"01/07/2017 21:18:30",11,2,0.4641588833612779,41250000.0,"[1.0, 0.8433069758150696, 0.8520897608449599]","[0.3540649923591278, 0.32207085368671784, 0.32386415395415435]",-1,1,5.110502243041992,4522104,6859239.716903336,3.658561301031222,0.00850987434387207,14.998769521713257,0,"[35295639.17844725, 5478942.675204475, 12654937.286227377]","[7, 3, 5]","[1325161.2926382206]","['; gamma used= 0.4496443130226092', 'current gain: 1325161.2926382206, prev block gain: [6901496.686957832, 7176288.0]', ' ----- switch back']"
16,1498915125.1048312,"01/07/2017 21:18:45",11,2,0.4496443130226092,41250000.0,"[1.0, 0.8231352643112041, 0.8317079671161108]","[0.3577410097293353, 0.320220170264927, 0.3220388200057377]",-1,1,0,5681952,5681952.0,3.0286469784274117,0,15.00855541229248,0,"[40977591.17844725, 5478942.675204475, 12654937.286227377]","[8, 3, 5]","[1325161.2926382206]","['; gamma used= 0.43679023236814946', 'no selection ----- in the middle of a block']"
17,1498915140.1133866,"01/07/2017 21:19:00",12,2,0.43679023236814946,41250000.0,"[1.0, 0.8067916222258209, 0.815194110981564]","[0.36039950239054863, 0.31889780992420164, 0.32070268768524973]",0,3,4.833721160888672,1629000,2403816.8684633593,1.282352610212891,0.011007308959960938,14.99629259109497,2896,"[40977591.17844725, 5478942.675204475, 15058754.154690737]","[8, 3, 6]","[6859239.716903336, 5681952.0]","['; gamma used= 0.43679023236814946', 'flipped coin but will not select greedily...', 'choosing randomly']"
18,1498915155.1206865,"01/07/2017 21:19:15",13,2,0.43679023236814946,41250000.0,"[1.0, 0.8067916222258209, 0.8364659867344004]","[0.3591882086159941, 0.3171799250221366, 0.32363186636186925]",-1,1,4.34929895401001,1623208,2286155.2317667124,1.2194098198846168,0.009012699127197266,14.998437404632568,0,"[43263746.41021396, 5478942.675204475, 15058754.154690737]","[9, 3, 6]","[2403816.8684633593]","['; gamma used= 0.42529037028299016', 'current gain: 2403816.8684633593, prev block gain: [6859239.716903336, 5681952.0]', ' ----- switch back']"
