"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498475700.000099,"26/06/2017 19:15:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,4.11962366104126,1468272,2024240.9413638504,1.079649962440163,0.0015072822570800781,14.999238729476929,0,"[2024240.9413638504, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498475715.000845,"26/06/2017 19:15:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.961799879765382, 0.961799879765382]","[0.33513035649198225, 0.33243482175400885, 0.33243482175400885]",2,2,3.553828716278076,2245848,2943412.9764744216,1.5702838423906509,0.01497340202331543,14.995571613311768,8688,"[2024240.9413638504, 2943412.9764744216, 0]","[1, 1, 0]","[2024240.9413638504]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498475730.01139,"26/06/2017 19:15:30",3,1,0.6933612743506348,41250000.0,"[1.0, 0.9940522941714784, 0.961799879765382]","[0.33485995829376003, 0.33424294606565325, 0.33089709564058667]",2,3,4.91533637046814,1985560,2953456.41735458,1.5753085354154868,0.008098602294921875,14.998745203018188,0,"[2024240.9413638504, 2943412.9764744216, 2953456.41735458]","[1, 1, 1]","[2943412.9764744216]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498475745.0182338,"26/06/2017 19:15:45",4,2,0.6299605249474366,41250000.0,"[1.0, 0.9940522941714784, 0.9763696357165474]","[0.3345615599170357, 0.33382062613910735, 0.331617813943857]",1,3,0,2225384,2225384.0,1.1862518924824559,0,15.007834434509277,0,"[2024240.9413638504, 2943412.9764744216, 5178840.41735458]","[1, 1, 2]","[2953456.41735458]","['; gamma used= 0.6299605249474366', 'current gain: 2953456.41735458, prev block gain: [2943412.9764744216]', 'flipped coin and will select greedily...', 'averageBytePerNet:[2024240.9413638504, 2943412.9764744216, 2953456.41735458], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498475760.0260682,"26/06/2017 19:16:00",4,2,0.6299605249474366,41250000.0,"[1.0, 0.9940522941714784, 0.997123035883238]","[0.3337416423590745, 0.33291605840387967, 0.33334229923704584]",1,3,0,2565696,2565696.0,1.3677637403843907,0,15.006661891937256,0,"[2024240.9413638504, 2943412.9764744216, 7744536.41735458]","[1, 1, 3]","[2953456.41735458]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498475775.03273,"26/06/2017 19:16:15",5,2,0.5848035476425733,41250000.0,"[0.9788584503415122, 0.9730364882311183, 1.0]","[0.3326150785022379, 0.3317961950174606, 0.33558872648030147]",0,2,3.4208102226257324,3385424,4385985.790034889,2.339941066398899,0.020101547241210938,14.995200872421265,0,"[2024240.9413638504, 7329398.766509311, 7744536.41735458]","[1, 2, 3]","[2225384.0, 2565696.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498475790.0480325,"26/06/2017 19:16:30",5,2,0.5848035476425733,41250000.0,"[0.9485511327721673, 1.0, 0.9690380998817847]","[0.32963758586328645, 0.3375672368909824, 0.33279517724573127]",0,2,0,4566992,4566992.0,2.434352099424708,0,15.008484601974487,0,"[2024240.9413638504, 11896390.766509311, 7744536.41735458]","[1, 3, 3]","[2225384.0, 2565696.0]","['; gamma used= 0.5503212081491045', 'current gain: 4385985.790034889, prev block gain: [2225384.0, 2565696.0]', 'no selection ----- in the middle of a block']"
8,1498475805.0565171,"26/06/2017 19:16:45",6,2,0.5503212081491045,41250000.0,"[0.8922306168263513, 1.0, 0.9115011639477215]","[0.3265415326383189, 0.34382621241987166, 0.3296322549418094]",0,2,0,3531672,3531672.0,1.8827550775687176,0,15.006400108337402,0,"[2024240.9413638504, 15428062.766509311, 7744536.41735458]","[1, 4, 3]","[4385985.790034889, 4566992.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498475820.0629172,"26/06/2017 19:17:00",6,2,0.5503212081491045,41250000.0,"[0.8543439986327837, 1.0, 0.8727962641939835]","[0.32376050162738323, 0.34924990104913595, 0.3269895973234809]",0,2,0,3670680,3670680.0,1.9568469436310572,0,15.006508350372314,0,"[2024240.9413638504, 19098742.76650931, 7744536.41735458]","[1, 5, 3]","[4385985.790034889, 4566992.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498475835.0694256,"26/06/2017 19:17:15",7,2,0.5227579585747102,41250000.0,"[0.8166701897757276, 1.0, 0.8343087700686458]","[0.32127356643147287, 0.35427748468613873, 0.3244489488823884]",1,2,0,5332984,5332984.0,2.8429022156127948,0,15.0071542263031,0,"[2024240.9413638504, 24431726.76650931, 7744536.41735458]","[1, 6, 3]","[3531672.0, 3670680.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[2024240.9413638504, 3819748.553301862, 2581512.139118193], numNetworkHighestAverageByte: 1', 'choosing greedily']"
