"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498475700.0001464,"26/06/2017 19:15:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,5.150486469268799,842736,1283515.0595051479,0.684640663960776,0.00310516357421875,14.997824430465698,0,"[1283515.0595051479, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498475715.001076,"26/06/2017 19:15:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.9756060592298295, 0.9756060592298295]","[0.3344701446836219, 0.33276492765818905, 0.33276492765818905]",2,2,5.147859811782837,881928,1342910.2370179314,0.7163866210385886,0.015435218811035156,14.996485948562622,0,"[1283515.0595051479, 1342910.2370179314, 0]","[1, 1, 0]","[1283515.0595051479]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498475730.0129972,"26/06/2017 19:15:30",3,1,0.6933612743506348,41250000.0,"[1.0, 0.9903984260311776, 0.9756060592298295]","[0.3345048691338983, 0.33351221574424283, 0.3319829151218588]",2,3,4.519063711166382,8509264,12179378.653649399,6.497123985361354,0.015497922897338867,14.996639966964722,5696,"[1283515.0595051479, 1342910.2370179314, 12179378.653649399]","[1, 1, 1]","[1342910.2370179314]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498475745.025135,"26/06/2017 19:15:45",4,2,0.6299605249474366,41250000.0,"[0.963383393311587, 0.9541333964003705, 1.0]","[0.33217633046116113, 0.3310031190461199, 0.3368205504927189]",1,3,0,7357224,7357224.0,3.9203385842900245,0,15.01344609260559,0,"[1283515.0595051479, 1342910.2370179314, 19536602.653649397]","[1, 1, 2]","[12179378.653649399]","['; gamma used= 0.6299605249474366', 'current gain: 12179378.653649399, prev block gain: [1342910.2370179314]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1283515.0595051479, 1342910.2370179314, 12179378.653649399], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498475760.0385811,"26/06/2017 19:16:00",4,2,0.6299605249474366,41250000.0,"[0.8986697432277323, 0.8900410992145885, 1.0]","[0.3287327152317578, 0.3274480419237949, 0.3438192428444473]",1,3,0,2632464,2632464.0,1.4029472745286329,0,15.0110502243042,0,"[1283515.0595051479, 1342910.2370179314, 22169066.653649397]","[1, 1, 3]","[12179378.653649399]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498475775.0496314,"26/06/2017 19:16:15",5,2,0.5848035476425733,41250000.0,"[0.8765863482373543, 0.8681697395746933, 1.0]","[0.32753483821522755, 0.3262616664120444, 0.34620349537272804]",0,3,0,3452096,3452096.0,1.8378771741752258,0,15.026449203491211,0,"[1283515.0595051479, 1342910.2370179314, 25621162.653649397]","[1, 1, 4]","[7357224.0, 2632464.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498475790.0760806,"26/06/2017 19:16:30",5,2,0.5848035476425733,41250000.0,"[0.8385653215916492, 0.8305137746286976, 1.0]","[0.32471948329340183, 0.3233629817509942, 0.35191753495560407]",0,3,0,3205808,3205808.0,1.7082125694388162,0,15.013625621795654,0,"[1283515.0595051479, 1342910.2370179314, 28826970.653649397]","[1, 1, 5]","[7357224.0, 2632464.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498475805.0897062,"26/06/2017 19:16:45",6,2,0.5503212081491045,41250000.0,"[0.8047352628239772, 0.797008537672653, 1.0]","[0.3225288020727627, 0.32119333451813714, 0.35627786340910017]",0,2,5.151124477386475,1086000,1654794.4030121022,0.8833712413809754,0.025716304779052734,14.9861741065979,4440,"[1283515.0595051479, 2997704.640030034, 28826970.653649397]","[1, 2, 5]","[3452096.0, 3205808.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498475820.1015966,"26/06/2017 19:17:00",7,2,0.5503212081491045,41250000.0,"[0.8047352628239772, 0.8145445337494391, 1.0]","[0.32087826350871285, 0.3226655473595964, 0.3564561891316908]",-1,3,4.3549416065216064,9024784,12717730.662442535,6.783919503145169,0.014050960540771484,14.997501850128174,0,"[1283515.0595051479, 2997704.640030034, 41544701.31609193]","[1, 2, 6]","[1654794.4030121022]","['; gamma used= 0.5227579585747102', 'current gain: 1654794.4030121022, prev block gain: [3452096.0, 3205808.0]', ' ----- switch back']"
10,1498475835.1131494,"26/06/2017 19:17:15",7,2,0.5227579585747102,41250000.0,"[0.7644285696427111, 0.7737465246139833, 1.0]","[0.3172529227867501, 0.3190884846816636, 0.3636585925315863]",-1,3,0,11329152,11329152.0,6.036699055088019,0,15.013704538345337,0,"[1283515.0595051479, 2997704.640030034, 52873853.31609193]","[1, 2, 7]","[1654794.4030121022]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498475850.126854,"26/06/2017 19:17:30",8,2,0.5,41250000.0,"[0.7302261169339487, 0.7391271632143326, 1.0]","[0.3145244322614906, 0.3163267353891843, 0.36914883234932494]",1,3,0,3847240,3847240.0,2.0505441717476396,0,15.009635210037231,0,"[1283515.0595051479, 2997704.640030034, 56721093.31609193]","[1, 2, 8]","[12717730.662442535, 11329152.0]","['; gamma used= 0.5', 'flipped coin and will select greedily...', 'averageBytePerNet:[1283515.0595051479, 1498852.320015017, 7553407.616584562], numNetworkHighestAverageByte: 1', 'choosing greedily']"
