"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498746720.0000641,"29/06/2017 22:32:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.66602087020874,834048,1210655.712940999,0.6457025777069036,0.0008718967437744141,14.99954628944397,0,"[0, 1210655.712940999, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498746735.0004823,"29/06/2017 22:32:15",2,1,0.7937005259840998,41250000.0,"[0.9769747235038033, 1.0, 0.9769747235038033]","[0.3327973162128138, 0.33440536757437245, 0.3327973162128138]",2,3,5.184397220611572,3626544,5542146.230062836,2.955949783241129,0.0046329498291015625,14.999297380447388,0,"[0, 1210655.712940999, 5542146.230062836]","[0, 1, 1]","[1210655.712940999]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498746750.0044127,"29/06/2017 22:32:30",3,1,0.6933612743506348,41250000.0,"[0.9397847708322896, 0.9619335569520813, 1.0]","[0.33043206428810423, 0.3327726345238235, 0.33679530118807227]",2,1,5.321561574935913,402544,623893.6705841846,0.3327589730453889,0.0044345855712890625,14.999293088912964,0,"[623893.6705841846, 1210655.712940999, 5542146.230062836]","[1, 1, 1]","[5542146.230062836]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498746765.0081403,"29/06/2017 22:32:45",4,2,0.6299605249474366,41250000.0,"[0.9427742597699884, 0.9619335569520813, 1.0]","[0.33008969336111027, 0.3325304539191337, 0.337379852719756]",-1,3,5.091943264007568,3072656,4651855.013379581,2.481094437233281,0.004504203796386719,14.999364614486694,0,"[623893.6705841846, 1210655.712940999, 10194001.243442416]","[1, 1, 2]","[623893.6705841846]","['; gamma used= 0.6299605249474366', 'current gain: 623893.6705841846, prev block gain: [5542146.230062836]', ' ----- switch back']"
5,1498746780.0120091,"29/06/2017 22:33:00",4,2,0.6299605249474366,41250000.0,"[0.9222752052237737, 0.9410179154297873, 1.0]","[0.32867052444526346, 0.3313883414682457, 0.33994113408649085]",-1,3,0,7048864,7048864.0,3.75840606258667,0,15.00394344329834,0,"[623893.6705841846, 1210655.712940999, 17242865.243442416]","[1, 1, 3]","[623893.6705841846]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498746795.0159526,"29/06/2017 22:33:15",5,2,0.5848035476425733,41250000.0,"[0.8920596064555499, 0.9101882676139406, 1.0]","[0.32710697190054316, 0.32979301401287875, 0.3431000140865781]",0,3,0,5928112,5928112.0,3.1609022971686027,0,15.003594398498535,0,"[623893.6705841846, 1210655.712940999, 23170977.243442416]","[1, 1, 4]","[4651855.013379581, 7048864.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498746810.019547,"29/06/2017 22:33:30",5,2,0.5848035476425733,41250000.0,"[0.8260841188953528, 0.8428720094930287, 1.0]","[0.32262309837812986, 0.32545160435520126, 0.351925297266669]",0,3,0,4115216,4115216.0,2.193913292011175,0,15.005938529968262,0,"[623893.6705841846, 1210655.712940999, 27286193.243442416]","[1, 1, 5]","[4651855.013379581, 7048864.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498746825.0254855,"29/06/2017 22:33:45",6,2,0.5503212081491045,41250000.0,"[0.7831763106721333, 0.7990922179284509, 1.0]","[0.31982349893144046, 0.32259511073980274, 0.35758139032875685]",1,3,0,5574800,5574800.0,2.97248877181946,0,15.003723621368408,0,"[623893.6705841846, 1210655.712940999, 32860993.243442416]","[1, 1, 6]","[5928112.0, 4115216.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[623893.6705841846, 1210655.712940999, 5457238.648688483], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498746840.0292091,"29/06/2017 22:34:00",6,2,0.5503212081491045,41250000.0,"[0.7471444302750354, 0.7623280885360038, 1.0]","[0.31634176938417957, 0.3192293403818495, 0.36442889023397096]",1,3,0,6744784,6744784.0,3.5963695522417223,0,15.003539323806763,0,"[623893.6705841846, 1210655.712940999, 39605777.243442416]","[1, 1, 7]","[5928112.0, 4115216.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498746855.0327485,"29/06/2017 22:34:15",7,2,0.5227579585747102,41250000.0,"[0.705759438361988, 0.7201020603401732, 1.0]","[0.3130973788655703, 0.3159190165377632, 0.3709836045966665]",0,3,0,4746544,4746544.0,2.530892755597232,0,15.003540515899658,0,"[623893.6705841846, 1210655.712940999, 44352321.243442416]","[1, 1, 8]","[5574800.0, 6744784.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
11,1498746870.036289,"29/06/2017 22:34:30",7,2,0.5227579585747102,41250000.0,"[0.6702022640475741, 0.6838222841276003, 1.0]","[0.30901910402062516, 0.31191202629082504, 0.37906886968854975]",0,3,0,4368616,4368616.0,2.329004143772727,0,15.005953550338745,0,"[623893.6705841846, 1210655.712940999, 48720937.243442416]","[1, 1, 9]","[5574800.0, 6744784.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
12,1498746885.0422425,"29/06/2017 22:34:45",8,2,0.5,41250000.0,"[0.6390615053310087, 0.6520486750287259, 1.0]","[0.3061321342834767, 0.30896638682380584, 0.3849014788927174]",1,3,0,3008944,3008944.0,1.604083851413401,0,15.006417512893677,0,"[623893.6705841846, 1210655.712940999, 51729881.243442416]","[1, 1, 10]","[4746544.0, 4368616.0]","['; gamma used= 0.5', 'flipped coin and will select greedily...', 'averageBytePerNet:[623893.6705841846, 1210655.712940999, 5413437.471493602], numNetworkHighestAverageByte: 1', 'choosing greedily']"
13,1498746900.04866,"29/06/2017 22:35:00",8,2,0.5,41250000.0,"[0.6242944462759378, 0.6369815160610729, 1.0]","[0.3036048483620233, 0.3065181428527598, 0.38987700878521697]",1,3,0,3449136,3449136.0,1.8387301413893369,0,15.006600141525269,0,"[623893.6705841846, 1210655.712940999, 55179017.243442416]","[1, 1, 11]","[4746544.0, 4368616.0]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
14,1498746915.0552602,"29/06/2017 22:35:15",9,2,0.4807498567691362,41250000.0,"[0.6077863319961732, 0.62013791970368, 1.0]","[0.30190339478342343, 0.30478211190379145, 0.39331449331278506]",1,3,0,2791744,2791744.0,1.488308736729806,0,15.00626277923584,0,"[623893.6705841846, 1210655.712940999, 57970761.243442416]","[1, 1, 12]","[3008944.0, 3449136.0]","['; gamma used= 0.4807498567691362', 'flipped coin and will select greedily...', 'averageBytePerNet:[623893.6705841846, 1210655.712940999, 5016274.294858402], numNetworkHighestAverageByte: 1', 'choosing greedily']"
15,1498746930.061523,"29/06/2017 22:35:30",9,2,0.4807498567691362,41250000.0,"[0.595190167564238, 0.6072857728292832, 1.0]","[0.2995236450073788, 0.30246638890427013, 0.39800996608835104]",1,3,0,3944352,3944352.0,2.1031032737793796,0,15.003930807113647,0,"[623893.6705841846, 1210655.712940999, 61915113.243442416]","[1, 1, 13]","[3008944.0, 3449136.0]","['; gamma used= 0.4641588833612779', 'no selection ----- in the middle of a block']"
16,1498746945.0654538,"29/06/2017 22:35:45",10,2,0.4641588833612779,41250000.0,"[0.5778372066880019, 0.589580160689002, 1.0]","[0.29757579325272704, 0.3004789524131374, 0.4019452543341355]",0,3,0,4397358,4397358.0,2.3446504797886174,0,15.003884077072144,0,"[623893.6705841846, 1210655.712940999, 66312471.243442416]","[1, 1, 14]","[2791744.0, 3944352.0]","['; gamma used= 0.4641588833612779', 'flipped coin but will not select greedily...', 'choosing randomly']"
17,1498746960.0693378,"29/06/2017 22:36:00",10,2,0.4641588833612779,41250000.0,"[0.5553181042373203, 0.5666034193373264, 1.0]","[0.29391243663106026, 0.29683947105510294, 0.40924809231383674]",0,3,0,3240560,3240560.0,1.7278123547354118,0,15.00422191619873,0,"[623893.6705841846, 1210655.712940999, 69553031.24344242]","[1, 1, 15]","[2791744.0, 3944352.0]","['; gamma used= 0.4496443130226092', 'no selection ----- in the middle of a block']"
18,1498746975.0735598,"29/06/2017 22:36:15",11,2,0.4496443130226092,41250000.0,"[0.5392866347785664, 0.5502461542976655, 1.0]","[0.2919225044202751, 0.2948090989381541, 0.41326839664157067]",0,2,4.379972696304321,1497232,2114962.6188346567,1.1282821362898043,0.010051250457763672,14.995984077453613,0,"[623893.6705841846, 3325618.331775656, 69553031.24344242]","[1, 2, 15]","[4397358.0, 3240560.0]","['; gamma used= 0.4496443130226092', 'flipped coin but will not select greedily...', 'choosing randomly']"
19,1498746990.079595,"29/06/2017 22:36:30",12,3,0.4496443130226092,41250000.0,"[0.5392866347785664, 0.564357116748548, 1.0]","[0.2899802691564153, 0.29669240390569573, 0.4133273269378892]",-1,3,6.132244825363159,4494592,7603184.996401901,4.055406246723434,0.008220911026000977,14.998615741729736,0,"[623893.6705841846, 3325618.331775656, 77156216.23984432]","[1, 2, 16]","[2114962.6188346567]","['; gamma used= 0.43679023236814946', 'current gain: 2114962.6188346567, prev block gain: [4397358.0, 3240560.0]', ' ----- switch back']"
20,1498747005.0864317,"29/06/2017 22:36:45",12,3,0.43679023236814946,41250000.0,"[0.5253776990620295, 0.549801579207276, 1.0]","[0.287263956911196, 0.2940280178583705, 0.4187080252304333]",-1,3,0,6497176,6497176.0,3.4635008048735596,0,15.007188081741333,0,"[623893.6705841846, 3325618.331775656, 83653392.23984432]","[1, 2, 17]","[2114962.6188346567]","['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
21,1498747020.0936198,"29/06/2017 22:37:00",12,3,0.43679023236814946,41250000.0,"[0.5137766571338704, 0.5376612253552968, 1.0]","[0.28569781368160363, 0.2923890673996206, 0.42191311891877575]",-1,3,0,3944352,3944352.0,2.102707665253168,0,15.00675368309021,0,"[623893.6705841846, 3325618.331775656, 87597744.23984432]","[1, 2, 18]","[2114962.6188346567]","['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
22,1498747035.1003735,"29/06/2017 22:37:15",13,3,0.42529037028299016,41250000.0,"[0.5068591413629471, 0.5304221265092001, 1.0]","[0.28474657551102966, 0.2913936078486775, 0.42385981664029276]",1,3,0,3579456,3579456.0,1.9085643795144676,0,15.003763198852539,0,"[623893.6705841846, 3325618.331775656, 91177200.23984432]","[1, 2, 19]","[7603184.996401901, 6497176.0, 3944352.0]","['; gamma used= 0.42529037028299016', 'flipped coin and will select greedily...', 'averageBytePerNet:[623893.6705841846, 1662809.165887828, 4866541.3466580175], numNetworkHighestAverageByte: 1', 'choosing greedily']"
23,1498747050.1041367,"29/06/2017 22:37:30",13,3,0.42529037028299016,41250000.0,"[0.49483802674454774, 0.5178421715304729, 1.0]","[0.2821539840394024, 0.28884129578275886, 0.42900472017783875]",1,3,0,3217456,3217456.0,1.7152069680324933,0,15.006730079650879,0,"[623893.6705841846, 3325618.331775656, 94394656.23984432]","[1, 2, 20]","[7603184.996401901, 6497176.0, 3944352.0]","['; gamma used= 0.41491326668312173', 'no selection ----- in the middle of a block']"
24,1498747065.1108668,"29/06/2017 22:37:45",13,3,0.42529037028299016,41250000.0,"[0.48427614692163695, 0.5067892885923484, 1.0]","[0.2806119244181218, 0.2872275485366814, 0.4321605270451969]",1,3,0,3569320,3569320.0,1.9031777723554353,0,15.003622055053711,0,"[623893.6705841846, 3325618.331775656, 97963976.23984432]","[1, 2, 21]","[7603184.996401901, 6497176.0, 3944352.0]","['; gamma used= 0.41491326668312173', 'no selection ----- in the middle of a block']"
25,1498747080.1144888,"29/06/2017 22:38:00",14,3,0.41491326668312173,41250000.0,"[0.47282276638502774, 0.49480346064888603, 1.0]","[0.278901413679223, 0.28543751917841864, 0.4356610671423584]",1,3,0,1727464,1727464.0,0.921094893207903,0,15.003570318222046,0,"[623893.6705841846, 3325618.331775656, 99691440.23984432]","[1, 2, 22]","[3579456.0, 3217456.0, 3569320.0]","['; gamma used= 0.41491326668312173', 'flipped coin and will select greedily...', 'averageBytePerNet:[623893.6705841846, 1662809.165887828, 4664951.249516396], numNetworkHighestAverageByte: 1', 'choosing greedily']"
26,1498747095.1180592,"29/06/2017 22:38:15",14,3,0.41491326668312173,41250000.0,"[0.46750038649104025, 0.4892336527257867, 1.0]","[0.27720196829220073, 0.283805246147835, 0.43899278555996424]",1,3,0,3815480,3815480.0,2.034045222918351,0,15.006470680236816,0,"[623893.6705841846, 3325618.331775656, 103506920.23984432]","[1, 2, 23]","[3579456.0, 3217456.0, 3569320.0]","['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
27,1498747110.1245298,"29/06/2017 22:38:30",14,3,0.41491326668312173,41250000.0,"[0.45595609293684164, 0.47715268537931893, 1.0]","[0.27538751563682284, 0.2819064427972082, 0.4427060415659688]",1,3,0,2434088,2434088.0,1.297871304503893,0,15.003570795059204,0,"[623893.6705841846, 3325618.331775656, 105941008.23984432]","[1, 2, 24]","[3579456.0, 3217456.0, 3569320.0]","['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
