"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498746720.0000691,"29/06/2017 22:32:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,2.169551134109497,15377976,17978396.04426703,9.588785452929672,0.0009708404541015625,14.999518871307373,0,"[0, 0, 17978396.04426703]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498746735.0005589,"29/06/2017 22:32:15",2,1,0.7937005259840998,41250000.0,"[0.7075645894436712, 0.7075645894436712, 1.0]","[0.3250067571390131, 0.3250067571390131, 0.3499864857219738]",2,1,3.8959484100341797,2715000,3667759.282478487,1.9564104699633404,0.007323741912841797,14.997913122177124,16280,"[3667759.282478487, 0, 17978396.04426703]","[1, 0, 1]","[17978396.04426703]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498746750.0057957,"29/06/2017 22:32:30",3,1,0.6933612743506348,41250000.0,"[0.7372516140990935, 0.7075645894436712, 1.0]","[0.32358950082397997, 0.3198660342519454, 0.35654446492407466]",2,2,4.130324363708496,2394992,3305219.878741407,1.7630148116002011,0.009597063064575195,14.998035669326782,0,"[3667759.282478487, 3305219.878741407, 17978396.04426703]","[1, 1, 1]","[3667759.282478487]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498746765.0134284,"29/06/2017 22:32:45",4,2,0.6299605249474366,41250000.0,"[0.7372516140990935, 0.7195704504982386, 1.0]","[0.32102955988018556, 0.3183664738588334, 0.360603966260981]",-1,1,4.018531799316406,5120128,6994189.241848587,3.730837699813418,0.010744094848632812,14.997573852539062,4344,"[10661948.524327073, 3305219.878741407, 17978396.04426703]","[2, 1, 1]","[3305219.878741407]","['; gamma used= 0.6299605249474366', 'current gain: 3305219.878741407, prev block gain: [3667759.282478487]', ' ----- switch back']"
5,1498746780.0217464,"29/06/2017 22:33:00",4,2,0.6299605249474366,41250000.0,"[0.7620266843186776, 0.7195704504982386, 1.0]","[0.3224293342346636, 0.3153259742994885, 0.3622446914658479]",-1,1,0,7176288,7176288.0,3.8255486507775993,0,15.00707721710205,0,"[17838236.524327073, 3305219.878741407, 17978396.04426703]","[3, 1, 1]","[3305219.878741407]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498746795.0288236,"29/06/2017 22:33:15",5,2,0.5848035476425733,41250000.0,"[0.7883123953513433, 0.7195704504982386, 1.0]","[0.3254448028509749, 0.31406412305630527, 0.36049107409271985]",0,3,4.18142032623291,9220920,12786418.360860152,6.8216023890090005,0.011279821395874023,14.995208024978638,4344,"[17838236.524327073, 3305219.878741407, 30764814.405127183]","[3, 1, 2]","[6994189.241848587, 7176288.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498746810.0353115,"29/06/2017 22:33:30",5,2,0.5848035476425733,41250000.0,"[0.6732794061427356, 0.6145684990445829, 1.0]","[0.31577414275472315, 0.3042344552988799, 0.3799914019463969]",0,3,0,8553336,8553336.0,4.55967404577167,0,15.006925344467163,0,"[17838236.524327073, 3305219.878741407, 39318150.40512718]","[3, 1, 3]","[6994189.241848587, 7176288.0]","['; gamma used= 0.5503212081491045', 'current gain: 12786418.360860152, prev block gain: [6994189.241848587, 7176288.0]', 'no selection ----- in the middle of a block']"
8,1498746825.0422368,"29/06/2017 22:33:45",6,2,0.5503212081491045,41250000.0,"[0.6058581783608402, 0.5530264967441618, 1.0]","[0.3096359224770688, 0.29863149642560144, 0.3917325810973298]",0,3,0,4700208,4700208.0,2.506183465249885,0,15.0035560131073,0,"[17838236.524327073, 3305219.878741407, 44018358.40512718]","[3, 1, 4]","[12786418.360860152, 8553336.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498746840.0457928,"29/06/2017 22:34:00",6,2,0.5503212081491045,41250000.0,"[0.5759152620168225, 0.5256946446383821, 1.0]","[0.3050338099428668, 0.2936295098948763, 0.40133668016225693]",0,3,0,3982000,3982000.0,2.1227533476037794,0,15.006924867630005,0,"[17838236.524327073, 3305219.878741407, 48000358.40512718]","[3, 1, 5]","[12786418.360860152, 8553336.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498746855.0527177,"29/06/2017 22:34:15",7,2,0.5227579585747102,41250000.0,"[0.5517086197809355, 0.5035988555052382, 1.0]","[0.30235929925649496, 0.29118822028582836, 0.4064524804576767]",0,3,0,4991256,4991256.0,2.6609452009580936,0,15.005964040756226,0,"[17838236.524327073, 3305219.878741407, 52991614.40512718]","[3, 1, 6]","[4700208.0, 3982000.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
11,1498746870.0586817,"29/06/2017 22:34:30",7,2,0.5227579585747102,41250000.0,"[0.5250028485237678, 0.4792218649013312, 1.0]","[0.2976407148876792, 0.28621959446246503, 0.41613969064985573]",0,3,0,3983448,3983448.0,2.1236454694697535,0,15.006075382232666,0,"[17838236.524327073, 3305219.878741407, 56975062.40512718]","[3, 1, 7]","[4700208.0, 3982000.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
