"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498746720.0001051,"29/06/2017 22:32:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,3.8733837604522705,4088912,5512474.562673103,2.9401942089143946,0.0017230510711669922,14.998939990997314,0,"[0, 0, 5512474.562673103]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498746735.0007682,"29/06/2017 22:32:15",2,1,0.7937005259840998,41250000.0,"[0.8993646020952765, 0.8993646020952765, 1.0]","[0.33086065994713604, 0.33086065994713604, 0.3382786801057279]",2,1,4.59384298324585,922376,1329614.7385893555,0.7091905231843422,0.009294748306274414,14.998674631118774,0,"[1329614.7385893555, 0, 5512474.562673103]","[1, 0, 1]","[5512474.562673103]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498746750.0087376,"29/06/2017 22:32:30",3,1,0.6933612743506348,41250000.0,"[0.9128649627892246, 0.8993646020952765, 1.0]","[0.33065701751940124, 0.329184970766643, 0.34015801171395577]",2,2,4.323248386383057,2089560,2935765.668110352,1.5658700911576535,0.00800323486328125,14.998769998550415,0,"[1329614.7385893555, 2935765.668110352, 5512474.562673103]","[1, 1, 1]","[1329614.7385893555]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498746765.0155108,"29/06/2017 22:32:45",4,2,0.6299605249474366,41250000.0,"[0.9128649627892246, 0.9129063450379794, 1.0]","[0.3295280340622503, 0.32953345313688076, 0.34093851280086895]",1,3,5.263699293136597,1097584,1691696.9574817426,0.902958811885647,0.019475221633911133,14.988032102584839,1352,"[1329614.7385893555, 2935765.668110352, 7204171.520154846]","[1, 1, 2]","[2935765.668110352]","['; gamma used= 0.6299605249474366', 'current gain: 2935765.668110352, prev block gain: [1329614.7385893555]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1329614.7385893555, 2935765.668110352, 5512474.562673103], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498746780.0230181,"29/06/2017 22:33:00",5,2,0.6299605249474366,41250000.0,"[0.8983853621539705, 0.8984260880094362, 1.0]","[0.32830296844292706, 0.3283090143387659, 0.34338801721830703]",-1,2,3.6015167236328125,3479544,4579075.275530435,2.4423738328141913,0.008250713348388672,14.998769521713257,0,"[1329614.7385893555, 7514840.943640787, 7204171.520154846]","[1, 2, 2]","[1691696.9574817426]","['; gamma used= 0.5848035476425733', 'current gain: 1691696.9574817426, prev block gain: [2935765.668110352]', ' ----- switch back']"
6,1498746795.0300384,"29/06/2017 22:33:15",5,2,0.5848035476425733,41250000.0,"[0.8983853621539705, 0.9169085798974225, 1.0]","[0.3269369087954311, 0.32989556900907724, 0.34316752219549174]",-1,2,0,7643992,7643992.0,4.074724257658117,0,15.007625579833984,0,"[1329614.7385893555, 15158832.943640787, 7204171.520154846]","[1, 3, 2]","[1691696.9574817426]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
7,1498746810.037664,"29/06/2017 22:33:30",6,2,0.5503212081491045,41250000.0,"[0.8983853621539705, 0.9486129937858612, 1.0]","[0.3253389195971642, 0.33327229288578497, 0.3413887875170509]",1,2,0,4597400,4597400.0,2.450216995706077,0,15.010588884353638,0,"[1329614.7385893555, 19756232.943640787, 7204171.520154846]","[1, 4, 2]","[4579075.275530435, 7643992.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[1329614.7385893555, 5052944.314546929, 3602085.760077423], numNetworkHighestAverageByte: 1', 'choosing greedily']"
8,1498746825.0482528,"29/06/2017 22:33:45",6,2,0.5503212081491045,41250000.0,"[0.8983853621539705, 0.9861836223037778, 1.0]","[0.32288742863620506, 0.3374133495392059, 0.3396992218245891]",1,2,0,2526760,2526760.0,1.3469662611869744,0,15.007116794586182,0,"[1329614.7385893555, 22282992.943640787, 7204171.520154846]","[1, 5, 2]","[4579075.275530435, 7643992.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498746840.0553696,"29/06/2017 22:34:00",7,2,0.5227579585747102,41250000.0,"[0.8917307200723714, 1.0, 0.992592664170703]","[0.3217990034421758, 0.3397133096044397, 0.33848768695338455]",0,1,4.77947998046875,860112,1262500.6152353287,0.6735270228220337,0.010831832885742188,14.995693683624268,4440,"[2592115.3538246844, 22282992.943640787, 7204171.520154846]","[2, 5, 2]","[4597400.0, 2526760.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498746855.0618951,"29/06/2017 22:34:15",8,2,0.5227579585747102,41250000.0,"[0.9059786606642116, 1.0, 0.992592664170703]","[0.3229468749371688, 0.3391654407061418, 0.33788768435668937]",-1,2,4.568781852722168,1010704,1453431.7759685332,0.7752224382606449,0.008145570755004883,14.99886178970337,0,"[2592115.3538246844, 23736424.71960932, 7204171.520154846]","[2, 6, 2]","[1262500.6152353287]","['; gamma used= 0.5', 'current gain: 1262500.6152353287, prev block gain: [4597400.0, 2526760.0]', ' ----- switch back']"
11,1498746870.0689025,"29/06/2017 22:34:30",8,2,0.5,41250000.0,"[0.9008775932803093, 1.0, 0.9870039209866309]","[0.3222305657383754, 0.3400530849907458, 0.33771634927087874]",-1,2,0,1225008,1225008.0,0.6530526380758747,0,15.006545305252075,0,"[2592115.3538246844, 24961432.71960932, 7204171.520154846]","[2, 7, 2]","[1262500.6152353287]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
12,1498746885.0754478,"29/06/2017 22:34:45",9,2,0.4807498567691362,41250000.0,"[0.8966005299697914, 1.0, 0.9823179588878093]","[0.32196344133554466, 0.3406128716097885, 0.33742368705466674]",1,3,3.674556255340576,2161864,2863374.067027279,1.5272811589322306,0.008025407791137695,14.99854326248169,0,"[2592115.3538246844, 24961432.71960932, 10067545.587182125]","[2, 7, 3]","[1453431.7759685332, 1225008.0]","['; gamma used= 0.4807498567691362', 'flipped coin and will select greedily...', 'averageBytePerNet:[1296057.6769123422, 3565918.9599441886, 3602085.760077423], numNetworkHighestAverageByte: 1', 'choosing greedily']"
13,1498746900.0820165,"29/06/2017 22:35:00",9,2,0.4807498567691362,41250000.0,"[0.8933432566616274, 0.9963670852299475, 1.0]","[0.3203729257151795, 0.3394767101118913, 0.3401503641729291]",1,3,0,2464496,2464496.0,1.3137279578197674,0,15.007648944854736,0,"[2592115.3538246844, 24961432.71960932, 12532041.587182125]","[2, 7, 4]","[1453431.7759685332, 1225008.0]","['; gamma used= 0.4641588833612779', 'current gain: 2863374.067027279, prev block gain: [1453431.7759685332, 1225008.0]', 'no selection ----- in the middle of a block']"
14,1498746915.0896654,"29/06/2017 22:35:15",10,2,0.4641588833612779,41250000.0,"[0.8769792518584282, 0.978115919570085, 1.0]","[0.3193101277071676, 0.33829134609247935, 0.342398526200353]",0,1,4.638418436050415,2678800,3878596.9861399843,2.069320830246793,0.011633157730102539,14.994666576385498,2928,"[6470712.339964669, 24961432.71960932, 12532041.587182125]","[3, 7, 4]","[2863374.067027279, 2464496.0]","['; gamma used= 0.4641588833612779', 'flipped coin but will not select greedily...', 'choosing randomly']"
15,1498746930.0959651,"29/06/2017 22:35:30",10,2,0.4641588833612779,41250000.0,"[0.9165518240591206, 0.978115919570085, 1.0]","[0.3241430640355093, 0.3358480861931123, 0.34000884977137846]",0,1,0,5198320,5198320.0,2.7708983212042466,0,15.008331298828125,0,"[11669032.33996467, 24961432.71960932, 12532041.587182125]","[4, 7, 4]","[2863374.067027279, 2464496.0]","['; gamma used= 0.4496443130226092', 'current gain: 3878596.9861399843, prev block gain: [2863374.067027279, 2464496.0]', 'no selection ----- in the middle of a block']"
16,1498746945.1042964,"29/06/2017 22:35:45",11,2,0.4496443130226092,41250000.0,"[0.9724039091097365, 0.978115919570085, 1.0]","[0.3312623645927808, 0.33232781665664096, 0.3364098187505782]",0,2,4.644758462905884,2435536,3528420.700269656,1.8823535544380807,0.010247230529785156,14.99578309059143,0,"[11669032.33996467, 28489853.419878975, 12532041.587182125]","[4, 8, 4]","[3878596.9861399843, 5198320.0]","['; gamma used= 0.4496443130226092', 'flipped coin but will not select greedily...', 'choosing randomly']"
17,1498746960.1103268,"29/06/2017 22:36:00",12,2,0.4496443130226092,41250000.0,"[0.9575935073515074, 1.0, 0.9847692901895175]","[0.3288936567984524, 0.33701085801191233, 0.33409548518963533]",-1,1,4.622597932815552,663184,958701.3385769047,0.511430745865297,0.012521743774414062,14.996381759643555,0,"[12627733.678541575, 28489853.419878975, 12532041.587182125]","[5, 8, 4]","[3528420.700269656]","['; gamma used= 0.43679023236814946', 'current gain: 3528420.700269656, prev block gain: [3878596.9861399843, 5198320.0]', ' ----- switch back']"
18,1498746975.1192303,"29/06/2017 22:36:15",12,2,0.43679023236814946,41250000.0,"[0.9607537506022795, 1.0, 0.9847692901895175]","[0.32921893567296534, 0.33687638636908424, 0.33390467795795037]",-1,1,0,2056160,2056160.0,1.0960645765823014,0,15.007582902908325,0,"[14683893.678541575, 28489853.419878975, 12532041.587182125]","[6, 8, 4]","[3528420.700269656]","['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
19,1498746990.1268132,"29/06/2017 22:36:30",13,2,0.42529037028299016,41250000.0,"[0.9675668493855893, 1.0, 0.9847692901895175]","[0.33011260111583773, 0.33642612474558486, 0.33346127413857735]",0,1,0,3867672,3867672.0,2.061839143980588,0,15.006687641143799,0,"[18551565.678541575, 28489853.419878975, 12532041.587182125]","[7, 8, 4]","[958701.3385769047, 2056160.0]","['; gamma used= 0.42529037028299016', 'flipped coin but will not select greedily...', 'choosing randomly']"
20,1498747005.1335008,"29/06/2017 22:36:45",13,2,0.42529037028299016,41250000.0,"[1.0, 0.9937080911750594, 0.9785732116020437]","[0.33515212058324717, 0.33391357281279466, 0.3309343066039583]",0,1,0,2780096,2780096.0,1.4812207437892666,0,15.015161037445068,0,"[21331661.678541575, 28489853.419878975, 12532041.587182125]","[8, 8, 4]","[958701.3385769047, 2056160.0]","['; gamma used= 0.41491326668312173', 'no selection ----- in the middle of a block']"
21,1498747020.1486619,"29/06/2017 22:37:00",14,2,0.41491326668312173,41250000.0,"[1.0, 0.9660417585218517, 0.9513282568329972]","[0.3388572250046674, 0.332046804498848, 0.32909597049648465]",0,1,0,2796088,2796088.0,1.490631011616993,0,15.006197929382324,0,"[24127749.678541575, 28489853.419878975, 12532041.587182125]","[9, 8, 4]","[3867672.0, 2780096.0]","['; gamma used= 0.41491326668312173', 'flipped coin but will not select greedily...', 'choosing randomly']"
22,1498747035.1548598,"29/06/2017 22:37:15",14,2,0.41491326668312173,41250000.0,"[1.0, 0.9402728171979641, 0.925951794776537]","[0.3425826812454974, 0.33019391149412536, 0.32722340726037724]",0,1,0,7129952,7129952.0,3.8003442328477575,0,15.009065628051758,0,"[31257701.678541575, 28489853.419878975, 12532041.587182125]","[10, 8, 4]","[3867672.0, 2780096.0]","['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
23,1498747050.1639254,"29/06/2017 22:37:30",15,2,0.4054801330382267,41250000.0,"[1.0, 0.8776311659758577, 0.864264220366244]","[0.35198810785396467, 0.3254551105387916, 0.32255678160724377]",0,2,4.561596870422363,1190084,1710566.8271965964,0.9128081099343693,0.017641782760620117,14.991688251495361,8688,"[31257701.678541575, 30200420.247075573, 12532041.587182125]","[10, 9, 4]","[2796088.0, 7129952.0]","['; gamma used= 0.4054801330382267', 'flipped coin but will not select greedily...', 'choosing randomly']"
24,1498747065.1732554,"29/06/2017 22:37:45",16,2,0.4054801330382267,41250000.0,"[1.0, 0.8925490636428183, 0.864264220366244]","[0.35106854529522297, 0.3275598788283941, 0.321371575876383]",-1,1,4.773363828659058,1198944,1758702.6117197773,0.9381369312081552,0.01065683364868164,14.997406482696533,0,"[33016404.29026135, 30200420.247075573, 12532041.587182125]","[11, 9, 4]","[1710566.8271965964]","['; gamma used= 0.3968502629920499', 'current gain: 1710566.8271965964, prev block gain: [2796088.0, 7129952.0]', ' ----- switch back']"
25,1498747080.1813188,"29/06/2017 22:38:00",16,2,0.3968502629920499,41250000.0,"[1.0, 0.8876294611057842, 0.8595005198321487]","[0.35208333280270565, 0.3270869229579806, 0.3208297442393139]",-1,1,0,7144432,7144432.0,3.8085801684875467,0,15.00702452659607,0,"[40160836.29026135, 30200420.247075573, 12532041.587182125]","[12, 9, 4]","[1710566.8271965964]","['; gamma used= 0.3889111187328203', 'no selection ----- in the middle of a block']"
26,1498747095.1883433,"29/06/2017 22:38:15",17,2,0.3889111187328203,41250000.0,"[1.0, 0.8679216632101264, 0.8404172612447615]","[0.3552693914776463, 0.3254682457127016, 0.31926236280965226]",1,2,4.705005407333374,776128,1130891.3283723283,0.6032100669969607,0.008001327514648438,14.998308420181274,2896,"[40160836.29026135, 31331311.575447902, 12532041.587182125]","[12, 10, 4]","[1758702.6117197773, 7144432.0]","['; gamma used= 0.3889111187328203', 'flipped coin and will select greedily...', 'averageBytePerNet:[3346736.3575217794, 3355602.2496750634, 3133010.3967955313], numNetworkHighestAverageByte: 1', 'choosing greedily']"
27,1498747110.194653,"29/06/2017 22:38:30",18,2,0.3889111187328203,41250000.0,"[1.0, 0.8739956981452391, 0.8404172612447615]","[0.35502190127221, 0.3263141610099369, 0.3186639377178531]",-1,1,4.159769773483276,4946368,6844726.011487732,3.650890534546289,0.00820302963256836,14.998479843139648,0,"[47005562.30174908, 31331311.575447902, 12532041.587182125]","[13, 10, 4]","[1130891.3283723283]","['; gamma used= 0.38157141418444396', 'current gain: 1130891.3283723283, prev block gain: [1758702.6117197773, 7144432.0]', ' ----- switch back']"
28,1498747125.201336,"29/06/2017 22:38:45",18,2,0.38157141418444396,41250000.0,"[1.0, 0.856065888498349, 0.823176305082097]","[0.3582846470160564, 0.3246953304615197, 0.3170200225224239]",-1,1,0,4527896,4527896.0,2.4136317004608463,0,15.007744550704956,0,"[51533458.30174908, 31331311.575447902, 12532041.587182125]","[14, 10, 4]","[1130891.3283723283]","['; gamma used= 0.3747561767843155', 'no selection ----- in the middle of a block']"
29,1498747140.2090805,"29/06/2017 22:39:00",19,3,0.3747561767843155,41250000.0,"[1.0, 0.8444076452679864, 0.8119659651829659]","[0.3602936821730905, 0.32367113843412443, 0.316035179392785]",0,1,0,4474320,4474320.0,2.3853788464388535,0,15.005817651748657,0,"[56007778.30174908, 31331311.575447902, 12532041.587182125]","[15, 10, 4]","[6844726.011487732, 4527896.0]","['; gamma used= 0.3747561767843155', 'flipped coin but will not select greedily...', 'choosing randomly']"
30,1498747155.214898,"29/06/2017 22:39:15",19,3,0.3747561767843155,41250000.0,"[1.0, 0.8137599730263584, 0.7824957597534697]","[0.3660732523658443, 0.32076623082685185, 0.31316051680730383]",0,1,0,5359048,5359048.0,2.8570455337896115,0,15.005845546722412,0,"[61366826.30174908, 31331311.575447902, 12532041.587182125]","[16, 10, 4]","[6844726.011487732, 4527896.0]","['; gamma used= 0.36840314986403866', 'no selection ----- in the middle of a block']"
31,1498747170.2207437,"29/06/2017 22:39:30",19,3,0.3747561767843155,41250000.0,"[1.0, 0.7785126922435851, 0.7486026602283268]","[0.3727290358371449, 0.31737315911105435, 0.30989780505180076]",0,1,0,5531360,5531360.0,2.94886509796461,0,15.006071329116821,0,"[66898186.30174908, 31331311.575447902, 12532041.587182125]","[17, 10, 4]","[6844726.011487732, 4527896.0]","['; gamma used= 0.36840314986403866', 'no selection ----- in the middle of a block']"
32,1498747185.226815,"29/06/2017 22:39:45",20,3,0.36840314986403866,41250000.0,"[1.0, 0.7437324644757785, 0.715158669796658]","[0.379663519924439, 0.3138380077766244, 0.3064984722989367]",1,1,0,3744784,3744784.0,1.996393645391461,0,15.006194829940796,0,"[70642970.30174908, 31331311.575447902, 12532041.587182125]","[18, 10, 4]","[4474320.0, 5359048.0, 5531360.0]","['; gamma used= 0.36840314986403866', 'flipped coin and will select greedily...', 'averageBytePerNet:[3935187.4295146517, 3133131.1575447903, 3133010.3967955313], numNetworkHighestAverageByte: 1', 'choosing greedily']"
33,1498747200.2330098,"29/06/2017 22:40:00",20,3,0.36840314986403866,41250000.0,"[1.0, 0.7275950578099214, 0.6996412534724201]","[0.3834808597187318, 0.31193075470121334, 0.3045883855800549]",1,1,0,4121172,4121172.0,2.196929294761945,0,15.007026433944702,0,"[74764142.30174908, 31331311.575447902, 12532041.587182125]","[19, 10, 4]","[4474320.0, 5359048.0, 5531360.0]","['; gamma used= 0.3624601243342974', 'no selection ----- in the middle of a block']"
34,1498747215.2400362,"29/06/2017 22:40:15",20,3,0.36840314986403866,41250000.0,"[1.0, 0.7102400916146866, 0.6829530555902712]","[0.38721720893218486, 0.31002599008692333, 0.3027568009808919]",1,1,0,6860700,6860700.0,3.6574070462937294,0,15.006697177886963,0,"[81624842.30174908, 31331311.575447902, 12532041.587182125]","[20, 10, 4]","[4474320.0, 5359048.0, 5531360.0]","['; gamma used= 0.3624601243342974', 'no selection ----- in the middle of a block']"
35,1498747230.2467334,"29/06/2017 22:40:30",21,3,0.3624601243342974,41250000.0,"[1.0, 0.6822618247927823, 0.6560496984836638]","[0.3934697159297038, 0.3068385058880177, 0.29969177818227843]",0,1,0,7110180,7110180.0,3.790183394358252,0,15.007569313049316,0,"[88735022.30174908, 31331311.575447902, 12532041.587182125]","[21, 10, 4]","[3744784.0, 4121172.0, 6860700.0]","['; gamma used= 0.3624601243342974', 'flipped coin but will not select greedily...', 'choosing randomly']"
