"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498680300.0001106,"29/06/2017 04:05:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,5.017920255661011,1566736,2354449.1190034947,1.255839995647327,0.0022547245025634766,14.998401880264282,0,"[0, 2354449.1190034947, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498680315.0007672,"29/06/2017 04:05:15",2,1,0.7937005259840998,41250000.0,"[0.9557083507144509, 1.0, 0.9557083507144509]","[0.3322871823940076, 0.3354256352119848, 0.3322871823940076]",2,1,3.296335220336914,974504,1249022.8943433454,0.6662402358830172,0.009889364242553711,14.997868061065674,0,"[1249022.8943433454, 2354449.1190034947, 0]","[1, 1, 0]","[2354449.1190034947]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498680330.0085247,"29/06/2017 04:05:30",3,1,0.6933612743506348,41250000.0,"[0.9691788273534397, 1.0, 0.9557083507144509]","[0.3327269970898039, 0.3359582209039147, 0.3313147820062814]",2,3,4.482345342636108,883280,1259750.8480531173,0.6719176132586184,0.007905006408691406,14.998872756958008,0,"[1249022.8943433454, 2354449.1190034947, 1259750.8480531173]","[1, 1, 1]","[1249022.8943433454]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498680345.0153024,"29/06/2017 04:05:45",4,2,0.6299605249474366,41250000.0,"[0.9691788273534397, 1.0, 0.961856882904935]","[0.3323444175908974, 0.3362355508536963, 0.3314200315554063]",1,2,4.529923915863037,2134352,3058930.5088436855,1.632837153146817,0.02076411247253418,14.987069606781006,0,"[1249022.8943433454, 5413379.62784718, 1259750.8480531173]","[1, 2, 1]","[1259750.8480531173]","['; gamma used= 0.6299605249474366', 'current gain: 1259750.8480531173, prev block gain: [1249022.8943433454]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1249022.8943433454, 2354449.1190034947, 1259750.8480531173], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498680360.0231361,"29/06/2017 04:06:00",4,2,0.6299605249474366,41250000.0,"[0.941559984543644, 1.0, 0.9344466947077638]","[0.3308633953527197, 0.33930012370534923, 0.3298364809419311]",1,2,0,5434344,5434344.0,2.896846794793406,0,15.007611751556396,0,"[1249022.8943433454, 10847723.62784718, 1259750.8480531173]","[1, 3, 1]","[1259750.8480531173]","['; gamma used= 0.5848035476425733', 'current gain: 3058930.5088436855, prev block gain: [1259750.8480531173]', 'no selection ----- in the middle of a block']"
6,1498680375.030748,"29/06/2017 04:06:15",5,2,0.5848035476425733,41250000.0,"[0.8944205329360161, 1.0, 0.8876633718518819]","[0.3284172737342679, 0.3441738870022261, 0.32740883926350595]",0,3,4.62992000579834,1395872,2019463.3147576125,1.0774982098639285,0.012820243835449219,14.993720054626465,7240,"[1249022.8943433454, 10847723.62784718, 3279214.16281073]","[1, 3, 2]","[3058930.5088436855, 5434344.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498680390.0372882,"29/06/2017 04:06:30",6,2,0.5848035476425733,41250000.0,"[0.8944205329360161, 1.0, 0.9123484636908955]","[0.3267375337380717, 0.34365265829967606, 0.32960980796225225]",-1,2,4.643333673477173,8475368,12276136.71910938,6.5483447650027085,0.011133193969726562,14.997544765472412,2896,"[1249022.8943433454, 23123860.34695656, 3279214.16281073]","[1, 4, 2]","[2019463.3147576125]","['; gamma used= 0.5503212081491045', 'current gain: 2019463.3147576125, prev block gain: [3058930.5088436855, 5434344.0]', ' ----- switch back']"
8,1498680405.0459661,"29/06/2017 04:06:45",6,2,0.5503212081491045,41250000.0,"[0.8492196698163629, 1.0, 0.8662415861023998]","[0.32350292404450187, 0.35000255184319473, 0.3264945241123033]",-1,2,0,6592104,6592104.0,3.513855398060693,0,15.008253335952759,0,"[1249022.8943433454, 29715964.34695656, 3279214.16281073]","[1, 5, 2]","[2019463.3147576125]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498680420.0542195,"29/06/2017 04:07:00",7,2,0.5227579585747102,41250000.0,"[0.8258976232065289, 1.0, 0.8424520680724826]","[0.32196682577777286, 0.35310553821470403, 0.3249276360075232]",0,3,4.711123943328857,2364584,3447815.1462015244,1.839444105876983,0.01152491569519043,14.995030879974365,0,"[1249022.8943433454, 29715964.34695656, 6727029.309012255]","[1, 5, 3]","[12276136.71910938, 6592104.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498680435.0607753,"29/06/2017 04:07:15",8,2,0.5227579585747102,41250000.0,"[0.8258976232065289, 1.0, 0.8793558008164163]","[0.3193136637783731, 0.35149223441567884, 0.3291941018059481]",-1,2,4.742212772369385,5051024,7386589.195413215,3.9400428576658406,0.00965118408203125,14.997987508773804,0,"[1249022.8943433454, 37102553.542369775, 6727029.309012255]","[1, 6, 3]","[3447815.1462015244]","['; gamma used= 0.5', 'current gain: 3447815.1462015244, prev block gain: [12276136.71910938, 6592104.0]', ' ----- switch back']"
