"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498439100.0001504,"26/06/2017 09:05:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.602925777435303,2206752,3183831.875418941,1.6981892346973426,0.002254962921142578,14.998714208602905,0,"[0, 3183831.875418941, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498439115.0011196,"26/06/2017 09:05:15",2,1,0.7937005259840998,41250000.0,"[0.9405778814871988, 1.0, 0.9405778814871988]","[0.33191506548036054, 0.33616986903927887, 0.33191506548036054]",2,1,4.091196060180664,602368,828338.3863810013,0.441866648397237,0.014548301696777344,14.997074604034424,0,"[828338.3863810013, 3183831.875418941, 0]","[1, 1, 0]","[3183831.875418941]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498439130.0127425,"26/06/2017 09:05:30",3,1,0.6933612743506348,41250000.0,"[0.9493491839703729, 1.0, 0.9405778814871988]","[0.331852110177428, 0.3372264678441209, 0.330921421978451]",2,3,4.946200609207153,8156816,12170594.617033517,6.491897816780062,0.013126134872436523,14.997888088226318,0,"[828338.3863810013, 3183831.875418941, 12170594.617033517]","[1, 1, 1]","[828338.3863810013]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498439145.0237567,"26/06/2017 09:05:45",4,2,0.6299605249474366,41250000.0,"[0.9486899158644972, 0.99930555783161, 1.0]","[0.32906867932036143, 0.3354220763150576, 0.33550924436458085]",1,3,0,10364032,10364032.0,5.523271742791309,0,15.011438846588135,0,"[828338.3863810013, 3183831.875418941, 22534626.61703352]","[1, 1, 2]","[12170594.617033517]","['; gamma used= 0.6299605249474366', 'current gain: 12170594.617033517, prev block gain: [828338.3863810013]', 'flipped coin and will select greedily...', 'averageBytePerNet:[828338.3863810013, 3183831.875418941, 12170594.617033517], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498439160.0351956,"26/06/2017 09:06:00",4,2,0.6299605249474366,41250000.0,"[0.860167975869998, 0.9060606891476951, 1.0]","[0.3240412294830782, 0.3309294856792934, 0.3450292848376284]",1,3,0,8666672,8666672.0,4.618809480337005,0,15.0110924243927,0,"[828338.3863810013, 3183831.875418941, 31201298.61703352]","[1, 1, 3]","[12170594.617033517]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498439175.046288,"26/06/2017 09:06:15",5,2,0.5848035476425733,41250000.0,"[0.7925184317157371, 0.834801825395017, 1.0]","[0.3201765149807697, 0.3268585762946712, 0.35296490872455905]",1,3,0,11914328,11914328.0,6.341010646502628,0,15.031456232070923,0,"[828338.3863810013, 3183831.875418941, 43115626.61703352]","[1, 1, 4]","[10364032.0, 8666672.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[828338.3863810013, 3183831.875418941, 10400432.872344507], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498439190.0777442,"26/06/2017 09:06:30",5,2,0.5848035476425733,41250000.0,"[0.7128341432694331, 0.7508661252419416, 1.0]","[0.3135481112036301, 0.32048977367924697, 0.36596211511712295]",1,3,0,10729680,10729680.0,5.718068294662618,0,15.01161503791809,0,"[828338.3863810013, 3183831.875418941, 53845306.61703352]","[1, 1, 5]","[10364032.0, 8666672.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498439205.0893593,"26/06/2017 09:06:45",6,2,0.5503212081491045,41250000.0,"[0.6479529861687623, 0.6825233508485151, 1.0]","[0.30846665222957614, 0.3151372026128221, 0.3763961451576019]",1,3,0,12032224,12032224.0,6.412837421433448,0,15.010171890258789,0,"[828338.3863810013, 3183831.875418941, 65877530.61703352]","[1, 1, 6]","[11914328.0, 10729680.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[828338.3863810013, 3183831.875418941, 10769061.323406704], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498439220.0995312,"26/06/2017 09:07:00",6,2,0.5503212081491045,41250000.0,"[0.585322239148177, 0.6165510531122379, 1.0]","[0.3011175280009524, 0.30788617494348325, 0.3909962970555644]",1,3,0,7087224,7087224.0,3.7768947770361,0,15.01174783706665,0,"[828338.3863810013, 3183831.875418941, 72964754.61703351]","[1, 1, 7]","[11914328.0, 10729680.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498439235.111279,"26/06/2017 09:07:15",7,2,0.5227579585747102,41250000.0,"[0.5513034125396604, 0.580717213274463, 1.0]","[0.2976591353563543, 0.30424326598754536, 0.3980975986561004]",0,2,4.227661848068237,2909384,4051876.039780911,2.161936466707629,0.015496969223022461,14.99350643157959,0,"[828338.3863810013, 7235707.915199852, 72964754.61703351]","[1, 2, 7]","[12032224.0, 7087224.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
