"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498387320.0000713,"25/06/2017 18:42:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,3.8037822246551514,4733512,6341734.208735458,3.3823644230973455,0.0009808540344238281,14.999529123306274,0,"[0, 0, 6341734.208735458]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498387335.0005813,"25/06/2017 18:42:15",2,1,0.7937005259840998,41250000.0,"[0.8851282457764067, 0.8851282457764067, 1.0]","[0.3304818545926617, 0.3304818545926617, 0.33903629081467657]",2,1,4.016391754150391,596576,814836.4169199327,0.43473929891304147,0.014423608779907227,14.994483709335327,5792,"[814836.4169199327, 0, 6341734.208735458]","[1, 0, 1]","[6341734.208735458]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498387350.0094886,"25/06/2017 18:42:30",3,1,0.6933612743506348,41250000.0,"[0.8932472966773483, 0.8851282457764067, 1.0]","[0.329704726494242, 0.32880865777217555, 0.34148661573358247]",2,2,4.664929628372192,2798984,4062734.3670803527,2.167235894653927,0.010812759399414062,14.996925354003906,4440,"[814836.4169199327, 4062734.3670803527, 6341734.208735458]","[1, 1, 1]","[814836.4169199327]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498387365.0172267,"25/06/2017 18:42:45",4,2,0.6299605249474366,41250000.0,"[0.8932472966773483, 0.9036248274267452, 1.0]","[0.32816770444439625, 0.3295407010850913, 0.3422915944705124]",1,3,4.98494815826416,2439880,3654726.7501593693,1.9496238862911643,0.011249780654907227,14.996643304824829,0,"[814836.4169199327, 4062734.3670803527, 9996460.958894826]","[1, 1, 2]","[4062734.3670803527]","['; gamma used= 0.6299605249474366', 'current gain: 4062734.3670803527, prev block gain: [814836.4169199327]', 'flipped coin and will select greedily...', 'averageBytePerNet:[814836.4169199327, 4062734.3670803527, 6341734.208735458], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498387380.0251198,"25/06/2017 18:43:00",5,2,0.6299605249474366,41250000.0,"[0.8629194021136136, 0.8729445907293479, 1.0]","[0.32589171088953867, 0.3274131398634774, 0.3466951492469839]",-1,2,4.377240419387817,931064,1314773.94909946,0.7012819262107134,0.008587837219238281,14.998520851135254,0,"[814836.4169199327, 5377508.316179813, 9996460.958894826]","[1, 2, 2]","[3654726.7501593693]","['; gamma used= 0.5848035476425733', 'current gain: 3654726.7501593693, prev block gain: [4062734.3670803527]', ' ----- switch back']"
6,1498387395.0322285,"25/06/2017 18:43:15",5,2,0.5848035476425733,41250000.0,"[0.8629194021136136, 0.878063519156921, 1.0]","[0.32500879819811723, 0.32749330410394983, 0.34749789769793293]",-1,2,0,1507368,1507368.0,0.8035038798117059,0,15.007947444915771,0,"[814836.4169199327, 6884876.316179813, 9996460.958894826]","[1, 3, 2]","[3654726.7501593693]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
7,1498387410.040176,"25/06/2017 18:43:30",6,2,0.5503212081491045,41250000.0,"[0.8629194021136136, 0.8839692369391606, 1.0]","[0.3247044309301059, 0.3281503894442003, 0.3471451796256938]",1,3,4.3636603355407715,2108288,2973478.290042248,1.5861734846693163,0.009885072708129883,14.996989011764526,0,"[814836.4169199327, 6884876.316179813, 12969939.248937074]","[1, 3, 3]","[1314773.94909946, 1507368.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[814836.4169199327, 2294958.7720599375, 4998230.479447413], numNetworkHighestAverageByte: 1', 'choosing greedily']"
8,1498387425.04705,"25/06/2017 18:43:45",6,2,0.5503212081491045,41250000.0,"[0.8415113701449262, 0.8620389829231103, 1.0]","[0.3227997674754323, 0.3264233877334132, 0.35077684479115456]",1,3,0,3954488,3954488.0,2.108107883778181,0,15.006776571273804,0,"[814836.4169199327, 6884876.316179813, 16924427.248937074]","[1, 3, 4]","[1314773.94909946, 1507368.0]","['; gamma used= 0.5227579585747102', 'current gain: 2973478.290042248, prev block gain: [1314773.94909946, 1507368.0]', 'no selection ----- in the middle of a block']"
9,1498387440.0538266,"25/06/2017 18:44:00",7,2,0.5227579585747102,41250000.0,"[0.8138609958953615, 0.8337141125277964, 1.0]","[0.32095620883359494, 0.32453485779436436, 0.35450893337204076]",0,3,0,6539168,6539168.0,3.4860747784173562,0,15.006374597549438,0,"[814836.4169199327, 6884876.316179813, 23463595.248937074]","[1, 3, 5]","[2973478.290042248, 3954488.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
10,1498387455.0602012,"25/06/2017 18:44:15",7,2,0.5227579585747102,41250000.0,"[0.755410624289194, 0.773837917530953, 1.0]","[0.31600165921460555, 0.319644498764984, 0.3643538420204104]",0,3,0,4260016,4260016.0,2.271397203160459,0,15.004037141799927,0,"[814836.4169199327, 6884876.316179813, 27723611.248937074]","[1, 3, 6]","[2973478.290042248, 3954488.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498387470.0642383,"25/06/2017 18:44:30",8,2,0.5,41250000.0,"[0.7196099164364417, 0.7371638963825531, 1.0]","[0.31312091342753023, 0.3166934808031914, 0.3701856057692783]",1,3,0,6372648,6372648.0,3.3972813272187836,0,15.006465196609497,0,"[814836.4169199327, 6884876.316179813, 34096259.24893707]","[1, 3, 7]","[6539168.0, 4260016.0]","['; gamma used= 0.5', 'flipped coin and will select greedily...', 'averageBytePerNet:[814836.4169199327, 2294958.7720599375, 4620601.874822846], numNetworkHighestAverageByte: 1', 'choosing greedily']"
12,1498387485.0707035,"25/06/2017 18:44:45",8,2,0.5,41250000.0,"[0.6848472038877615, 0.701553191129751, 1.0]","[0.3092639272173438, 0.3128989359469465, 0.3778371368357097]",1,3,0,6843248,6843248.0,3.6488914179382124,0,15.003456592559814,0,"[814836.4169199327, 6884876.316179813, 40939507.24893707]","[1, 3, 8]","[6539168.0, 4260016.0]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
13,1498387500.07416,"25/06/2017 18:45:00",9,2,0.4807498567691362,41250000.0,"[0.6493850290910747, 0.665225961126058, 1.0]","[0.30593027209962254, 0.30948396050032606, 0.38458576740005135]",0,1,2.8820106983184814,3243520,4015038.619267731,2.141612089692453,0.00554347038269043,14.998191833496094,0,"[4829875.036187664, 6884876.316179813, 40939507.24893707]","[2, 3, 8]","[6372648.0, 6843248.0]","['; gamma used= 0.4807498567691362', 'flipped coin but will not select greedily...', 'choosing randomly']"
