"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498739160.0001242,"29/06/2017 20:26:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,4.201428413391113,2762784,3837822.100710995,2.046995440473628,0.001967191696166992,14.998849630355835,0,"[0, 3837822.100710995, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498739175.000941,"29/06/2017 20:26:15",2,1,0.7937005259840998,41250000.0,"[0.9288162082017016, 1.0, 0.9288162082017016]","[0.33162035598395484, 0.3367592880320903, 0.33162035598395484]",2,3,4.340414047241211,6649968,9359588.800983874,4.994216259540719,0.019940614700317383,14.992684841156006,10360,"[0, 3837822.100710995, 9359588.800983874]","[0, 1, 1]","[3837822.100710995]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498739190.0135665,"29/06/2017 20:26:30",3,1,0.6933612743506348,41250000.0,"[0.9004307283158693, 0.9694390777904383, 1.0]","[0.3273292947743811, 0.3347026718861315, 0.3379680333394874]",2,1,4.871574401855469,719656,1066065.1300785188,0.5688659993723254,0.021797895431518555,14.992144107818604,8752,"[1066065.1300785188, 3837822.100710995, 9359588.800983874]","[1, 1, 1]","[9359588.800983874]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498739205.0275085,"29/06/2017 20:26:45",4,2,0.6299605249474366,41250000.0,"[0.9053305597972956, 0.9694390777904383, 1.0]","[0.32652071647382375, 0.3347727454483911, 0.33870653807778517]",-1,3,4.66524600982666,1377488,1999630.9485245182,1.0668555479630695,0.016314983367919922,14.994576930999756,1448,"[1066065.1300785188, 3837822.100710995, 11359219.749508392]","[1, 1, 2]","[1066065.1300785188]","['; gamma used= 0.6299605249474366', 'current gain: 1066065.1300785188, prev block gain: [9359588.800983874]', ' ----- switch back']"
5,1498739220.0384004,"29/06/2017 20:27:00",4,2,0.6299605249474366,41250000.0,"[0.896815818121803, 0.9603213878724468, 1.0]","[0.32525893478555673, 0.3344875035816531, 0.3402535616327902]",-1,3,0,4636764,4636764.0,2.47122171479032,0,15.010434627532959,0,"[1066065.1300785188, 3837822.100710995, 15995983.749508392]","[1, 1, 3]","[1066065.1300785188]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498739235.048835,"29/06/2017 20:27:15",5,2,0.5848035476425733,41250000.0,"[0.87737862162821, 0.9395077992448859, 1.0]","[0.32425619827988456, 0.33341376102120834, 0.34233004069890716]",0,1,4.77151083946228,925272,1357227.3702134187,0.7242240619318764,0.01667332649230957,14.992347717285156,0,"[2423292.5002919375, 3837822.100710995, 15995983.749508392]","[2, 1, 3]","[1999630.9485245182, 4636764.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498739250.057856,"29/06/2017 20:27:30",6,2,0.5848035476425733,41250000.0,"[0.8938629258498885, 0.9395077992448859, 1.0]","[0.32530366014909945, 0.3325478697898139, 0.34214847006108673]",-1,3,4.9456939697265625,4015304,5990948.619289934,3.195740992278442,0.013331174850463867,14.997332096099854,0,"[2423292.5002919375, 3837822.100710995, 21986932.368798327]","[2, 1, 4]","[1357227.3702134187]","['; gamma used= 0.5503212081491045', 'current gain: 1357227.3702134187, prev block gain: [1999630.9485245182, 4636764.0]', ' ----- switch back']"
8,1498739265.0685194,"29/06/2017 20:27:45",6,2,0.5503212081491045,41250000.0,"[0.8715252451589593, 0.9160294508099558, 1.0]","[0.32346173842517195, 0.33108106083258754, 0.34545720074224057]",-1,3,0,5434344,5434344.0,2.8963263932016936,0,15.010308265686035,0,"[2423292.5002919375, 3837822.100710995, 27421276.368798327]","[2, 1, 5]","[1357227.3702134187]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
9,1498739280.0788276,"29/06/2017 20:28:00",7,2,0.5227579585747102,41250000.0,"[0.8517461156156745, 0.8952403052588943, 1.0]","[0.322229014118541, 0.3297853877859654, 0.3479855980954937]",1,3,0,8129104,8129104.0,4.332928143348833,0,15.00898003578186,0,"[2423292.5002919375, 3837822.100710995, 35550380.36879833]","[2, 1, 6]","[5990948.619289934, 5434344.0]","['; gamma used= 0.5227579585747102', 'flipped coin and will select greedily...', 'averageBytePerNet:[1211646.2501459687, 3837822.100710995, 5484255.273759665], numNetworkHighestAverageByte: 1', 'choosing greedily']"
10,1498739295.0878077,"29/06/2017 20:28:15",7,2,0.5227579585747102,41250000.0,"[0.7975932588053465, 0.8383221471684682, 1.0]","[0.31796007634850787, 0.32568583421441233, 0.3563540894370797]",1,3,0,10314072,10314072.0,5.497098878736384,0,15.010204076766968,0,"[2423292.5002919375, 3837822.100710995, 45864452.36879833]","[2, 1, 7]","[5990948.619289934, 5434344.0]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
