"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498621200.0000703,"28/06/2017 11:40:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,2,5.218382120132446,851424,1305684.958853408,0.6964012192221424,0.001257181167602539,14.999226570129395,0,"[0, 1305684.958853408, 0]","[0, 1, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498621215.000554,"28/06/2017 11:40:15",2,1,0.7937005259840998,41250000.0,"[0.9751899778326902, 1.0, 0.9751899778326902]","[0.33275506944864164, 0.3344898611027167, 0.33275506944864164]",2,3,5.843341827392578,2002584,3280911.86450726,1.7501325813453932,0.011678695678710938,14.997318029403687,0,"[0, 1305684.958853408, 3280911.86450726]","[0, 1, 1]","[1305684.958853408]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498621230.0095508,"28/06/2017 11:40:30",3,1,0.6933612743506348,41250000.0,"[0.9639022697902863, 0.9884251189009444, 1.0]","[0.33123458041248766, 0.333781606609307, 0.3349838129782053]",2,1,5.616638898849487,344624,550934.730295723,0.2938564988936478,0.008090972900390625,14.99874210357666,0,"[550934.730295723, 1305684.958853408, 3280911.86450726]","[1, 1, 1]","[3280911.86450726]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498621245.016384,"28/06/2017 11:40:45",4,2,0.6299605249474366,41250000.0,"[0.9666094080204116, 0.9884251189009444, 1.0]","[0.3310289596569469, 0.33376079717985435, 0.3352102431631988]",-1,3,5.311611175537109,3427416,5306743.732092238,2.8305200361767078,0.008118867874145508,14.998639583587646,0,"[550934.730295723, 1305684.958853408, 8587655.596599497]","[1, 1, 2]","[550934.730295723]","['; gamma used= 0.6299605249474366', 'current gain: 550934.730295723, prev block gain: [3280911.86450726]', ' ----- switch back']"
5,1498621260.0231423,"28/06/2017 11:41:00",4,2,0.6299605249474366,41250000.0,"[0.9426702050940894, 0.963945624595894, 1.0]","[0.3295905378085507, 0.33262963179865923, 0.33777983039279]",-1,3,0,3760456,3760456.0,2.0049051889320495,0,15.005022764205933,0,"[550934.730295723, 1305684.958853408, 12348111.596599497]","[1, 1, 3]","[550934.730295723]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498621275.028165,"28/06/2017 11:41:15",5,2,0.5848035476425733,41250000.0,"[0.9260662353898115, 0.9469669146919738, 1.0]","[0.32876499937907355, 0.33178546153345945, 0.339449539087467]",1,3,0,3252208,3252208.0,1.7337087343675268,0,15.006940603256226,0,"[550934.730295723, 1305684.958853408, 15600319.596599497]","[1, 1, 4]","[5306743.732092238, 3760456.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[550934.730295723, 1305684.958853408, 4116037.198866499], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498621290.0351057,"28/06/2017 11:41:30",5,2,0.5848035476425733,41250000.0,"[0.8996631019064982, 0.9199678806084463, 1.0]","[0.32691996413660057, 0.330158199356781, 0.34292183650661845]",1,3,0,4572848,4572848.0,2.437753439149144,0,15.006761312484741,0,"[550934.730295723, 1305684.958853408, 20173167.596599497]","[1, 1, 5]","[5306743.732092238, 3760456.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498621305.041867,"28/06/2017 11:41:45",6,2,0.5503212081491045,41250000.0,"[0.863806759227924, 0.8833022848865865, 1.0]","[0.32483835002917927, 0.32802960464772724, 0.3471320453230936]",1,3,0,4636432,4636432.0,2.4716399670500206,0,15.0068199634552,0,"[550934.730295723, 1305684.958853408, 24809599.596599497]","[1, 1, 6]","[3252208.0, 4572848.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[550934.730295723, 1305684.958853408, 4034633.5193198994], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498621320.048687,"28/06/2017 11:42:00",6,2,0.5503212081491045,41250000.0,"[0.8306243638772748, 0.8493709856485068, 1.0]","[0.32216666589729553, 0.32550498364680713, 0.35232835045589733]",1,3,0,3511400,3511400.0,1.8719766857167406,0,15.00616979598999,0,"[550934.730295723, 1305684.958853408, 28320999.596599497]","[1, 1, 7]","[3252208.0, 4572848.0]","['; gamma used= 0.5227579585747102', 'no selection ----- in the middle of a block']"
10,1498621335.0548568,"28/06/2017 11:42:15",7,2,0.5227579585747102,41250000.0,"[0.8063446062293341, 0.8245432505355199, 1.0]","[0.32052325309673024, 0.3238244801473339, 0.35565226675593586]",0,2,4.233717679977417,958576,1335672.858551751,0.7125592910177467,0.010101556777954102,14.99578070640564,0,"[550934.730295723, 2641357.8174051587, 28320999.596599497]","[1, 2, 7]","[4636432.0, 3511400.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
