"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498621200.00013,"28/06/2017 11:40:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,3,4.7569825649261475,9764208,14299268.110917939,7.626784498821632,0.0018732547760009766,14.999000549316406,0,"[0, 0, 14299268.110917939]","[0, 0, 1]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498621215.0010037,"28/06/2017 11:40:15",2,1,0.7937005259840998,41250000.0,"[0.7594692588831058, 0.7594692588831058, 1.0]","[0.326766894728727, 0.326766894728727, 0.34646621054254606]",2,2,5.041262865066528,2921352,4400510.920401791,2.3472831470886146,0.013841629028320312,14.997801780700684,4440,"[0, 4400510.920401791, 14299268.110917939]","[0, 1, 1]","[14299268.110917939]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498621230.0126472,"28/06/2017 11:40:30",3,1,0.6933612743506348,41250000.0,"[0.7594692588831058, 0.7978584985884902, 1.0]","[0.3221852814619208, 0.32678837838898256, 0.35102634014909656]",2,1,4.526781797409058,884728,1267224.9759986685,0.675971572064894,0.014359712600708008,14.997375965118408,5056,"[1267224.9759986685, 4400510.920401791, 14299268.110917939]","[1, 1, 1]","[4400510.920401791]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498621245.0243828,"28/06/2017 11:40:45",4,2,0.6299605249474366,41250000.0,"[0.7643843729969663, 0.7978584985884902, 1.0]","[0.32037934005705704, 0.3252136779721301, 0.35440698197081283]",-1,2,4.929223537445068,1327816,1977969.9453180167,1.0551827327433507,0.016464710235595703,14.996226787567139,7400,"[1267224.9759986685, 6378480.865719808, 14299268.110917939]","[1, 2, 1]","[1267224.9759986685]","['; gamma used= 0.6299605249474366', 'current gain: 1267224.9759986685, prev block gain: [4400510.920401791]', ' ----- switch back']"
5,1498621260.0370743,"28/06/2017 11:41:00",4,2,0.6299605249474366,41250000.0,"[0.7643843729969663, 0.8053512559349284, 1.0]","[0.31843736821034446, 0.3250564555080731, 0.35650617628158243]",-1,2,0,4784192,4784192.0,2.54969727628778,0,15.011011838912964,0,"[1267224.9759986685, 11162672.865719808, 14299268.110917939]","[1, 3, 1]","[1267224.9759986685]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498621275.0480862,"28/06/2017 11:41:15",5,2,0.5848035476425733,41250000.0,"[0.7643843729969663, 0.8237664955091802, 1.0]","[0.3175586193547711, 0.327084820821827, 0.35535655982340186]",0,2,0,8682208,8682208.0,4.627384677888907,0,15.010133981704712,0,"[1267224.9759986685, 19844880.86571981, 14299268.110917939]","[1, 4, 1]","[1977969.9453180167, 4784192.0]","['; gamma used= 0.5848035476425733', 'flipped coin but will not select greedily...', 'choosing randomly']"
7,1498621290.0582201,"28/06/2017 11:41:30",5,2,0.5848035476425733,41250000.0,"[0.7643843729969663, 0.9269784085670368, 1.0]","[0.31115541895778076, 0.33832198675687264, 0.3505225942853466]",0,2,0,6653560,6653560.0,3.5461053904574533,0,15.010405540466309,0,"[1267224.9759986685, 26498440.86571981, 14299268.110917939]","[1, 5, 1]","[1977969.9453180167, 4784192.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498621305.0686257,"28/06/2017 11:41:45",6,2,0.5503212081491045,41250000.0,"[0.7532777948648176, 1.0, 0.9854699042464691]","[0.30712213098686036, 0.3476317928166007, 0.34524607619653896]",1,3,5.530833959579468,6210728,9839326.986729449,5.248537943099411,0.013105154037475586,14.997436761856079,1480,"[1267224.9759986685, 26498440.86571981, 24138595.097647388]","[1, 5, 2]","[8682208.0, 6653560.0]","['; gamma used= 0.5503212081491045', 'flipped coin and will select greedily...', 'averageBytePerNet:[1267224.9759986685, 5299688.173143962, 14299268.110917939], numNetworkHighestAverageByte: 1', 'choosing greedily']"
9,1498621320.0791676,"28/06/2017 11:42:00",6,2,0.5503212081491045,41250000.0,"[0.703411520445348, 0.9338009499823123, 1.0]","[0.30154522171408127, 0.34323754757252783, 0.35521723071339095]",1,3,0,7119624,7119624.0,3.7937357501403186,0,15.013431549072266,0,"[1267224.9759986685, 26498440.86571981, 31258219.097647388]","[1, 5, 3]","[8682208.0, 6653560.0]","['; gamma used= 0.5227579585747102', 'current gain: 9839326.986729449, prev block gain: [8682208.0, 6653560.0]', 'no selection ----- in the middle of a block']"
10,1498621335.0925992,"28/06/2017 11:42:15",7,2,0.5227579585747102,41250000.0,"[0.6623480326656507, 0.8792878765057915, 1.0]","[0.29862149975040486, 0.33935621457212906, 0.3620222856774661]",0,1,5.145953416824341,1644928,2504525.349473198,1.3363468805027323,0.017804861068725586,14.99326491355896,7400,"[3771750.3254718664, 26498440.86571981, 31258219.097647388]","[2, 5, 3]","[9839326.986729449, 7119624.0]","['; gamma used= 0.5227579585747102', 'flipped coin but will not select greedily...', 'choosing randomly']"
11,1498621350.103669,"28/06/2017 11:42:30",8,2,0.5227579585747102,41250000.0,"[0.6851774373870235, 0.8792878765057915, 1.0]","[0.30025736755763244, 0.33810354899498474, 0.3616390834473828]",-1,3,4.529486417770386,3077000,4408341.8118713135,2.3514221067502996,0.012551307678222656,14.998044967651367,0,"[3771750.3254718664, 26498440.86571981, 35666560.909518704]","[2, 5, 4]","[2504525.349473198]","['; gamma used= 0.5', 'current gain: 2504525.349473198, prev block gain: [9839326.986729449, 7119624.0]', ' ----- switch back']"
12,1498621365.1142652,"28/06/2017 11:42:45",8,2,0.5,41250000.0,"[0.6735431772088172, 0.8643576360036768, 1.0]","[0.29805572835964145, 0.3370960385813534, 0.36484823305900516]",-1,3,0,4487352,4487352.0,2.3915741852680994,0,15.010538339614868,0,"[3771750.3254718664, 26498440.86571981, 40153912.909518704]","[2, 5, 5]","[2504525.349473198]","['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
13,1498621380.1248035,"28/06/2017 11:43:00",9,2,0.4807498567691362,41250000.0,"[0.6619032684340646, 0.8494201466603256, 1.0]","[0.2971074214591046, 0.3358790767910925, 0.36701350174980285]",1,3,0,3675024,3675024.0,1.9586592096105153,0,15.010366201400757,0,"[3771750.3254718664, 26498440.86571981, 43828936.909518704]","[2, 5, 6]","[4408341.8118713135, 4487352.0]","['; gamma used= 0.4807498567691362', 'flipped coin and will select greedily...', 'averageBytePerNet:[1885875.1627359332, 5299688.173143962, 8030782.581903741], numNetworkHighestAverageByte: 1', 'choosing greedily']"
14,1498621395.1351697,"28/06/2017 11:43:15",9,2,0.4807498567691362,41250000.0,"[0.6439048845802692, 0.8263228293001793, 1.0]","[0.29439529834323525, 0.33396534876587736, 0.37163935289088734]",1,3,0,3353632,3353632.0,1.7872324847817596,0,15.011508703231812,0,"[3771750.3254718664, 26498440.86571981, 47182568.909518704]","[2, 5, 7]","[4408341.8118713135, 4487352.0]","['; gamma used= 0.4641588833612779', 'no selection ----- in the middle of a block']"
15,1498621410.1466784,"28/06/2017 11:43:30",10,2,0.4641588833612779,41250000.0,"[0.6279079356614001, 0.8057939524313124, 1.0]","[0.2929694648099836, 0.3321355772770719, 0.3748949579129446]",0,3,0,4026824,4026824.0,2.146109668472068,0,15.010692358016968,0,"[3771750.3254718664, 26498440.86571981, 51209392.909518704]","[2, 5, 8]","[3675024.0, 3353632.0]","['; gamma used= 0.4641588833612779', 'flipped coin but will not select greedily...', 'choosing randomly']"
16,1498621425.1573708,"28/06/2017 11:43:45",10,2,0.4641588833612779,41250000.0,"[0.6038739584246289, 0.7749511609799467, 1.0]","[0.28959135772067107, 0.3291711110074822, 0.3812375312718467]",0,3,0,3698192,3698192.0,1.970699934951627,0,15.012704610824585,0,"[3771750.3254718664, 26498440.86571981, 54907584.909518704]","[2, 5, 9]","[3675024.0, 3353632.0]","['; gamma used= 0.4496443130226092', 'no selection ----- in the middle of a block']"
17,1498621440.1700754,"28/06/2017 11:44:00",11,2,0.4496443130226092,41250000.0,"[0.5826126443133965, 0.7476665267866752, 1.0]","[0.28748047991747416, 0.3264622225358851, 0.38605729754664075]",0,1,4.531462669372559,2360560,3382881.430785575,1.8048414039824874,0.015173673629760742,14.99469780921936,0,"[7154631.756257441, 26498440.86571981, 54907584.909518704]","[3, 5, 9]","[4026824.0, 3698192.0]","['; gamma used= 0.4496443130226092', 'flipped coin but will not select greedily...', 'choosing randomly']"
18,1498621455.179947,"28/06/2017 11:44:15",12,2,0.4496443130226092,41250000.0,"[0.607320570196056, 0.7476665267866752, 1.0]","[0.2908412245092143, 0.3244058303198983, 0.38475294517088743]",-1,3,5.1099677085876465,6679600,10131688.445398252,5.404477902428673,0.015830039978027344,14.997472286224365,5920,"[7154631.756257441, 26498440.86571981, 65039273.35491696]","[3, 5, 10]","[3382881.430785575]","['; gamma used= 0.43679023236814946', 'current gain: 3382881.430785575, prev block gain: [4026824.0, 3698192.0]', ' ----- switch back']"
19,1498621470.1932492,"28/06/2017 11:44:30",12,2,0.43679023236814946,41250000.0,"[0.5865379095580298, 0.7220811926828047, 1.0]","[0.2877767096574545, 0.32151897141889285, 0.39070431892365254]",-1,3,0,11985096,11985096.0,6.387601726846583,0,15.010448694229126,0,"[7154631.756257441, 26498440.86571981, 77024369.35491696]","[3, 5, 11]","[3382881.430785575]","['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
20,1498621485.203698,"28/06/2017 11:44:45",13,2,0.42529037028299016,41250000.0,"[0.5628697463776372, 0.6929435440851427, 1.0]","[0.2851648033561468, 0.31830347863233943, 0.39653171801151366]",0,1,5.166968584060669,890520,1358740.6804191743,0.7249444974193426,0.015051841735839844,14.99414849281311,0,"[8513372.436676616, 26498440.86571981, 77024369.35491696]","[4, 5, 11]","[10131688.445398252, 11985096.0]","['; gamma used= 0.42529037028299016', 'flipped coin but will not select greedily...', 'choosing randomly']"
21,1498621500.2128983,"28/06/2017 11:45:00",14,2,0.42529037028299016,41250000.0,"[0.571934047353792, 0.6929435440851427, 1.0]","[0.28605237324449106, 0.31731280489452285, 0.3966348218609862]",-1,3,4.619559049606323,3343432,4831872.72616534,2.577632557881791,0.016541481018066406,14.996311902999878,5792,"[8513372.436676616, 26498440.86571981, 81856242.0810823]","[4, 5, 12]","[1358740.6804191743]","['; gamma used= 0.41491326668312173', 'current gain: 1358740.6804191743, prev block gain: [10131688.445398252, 11985096.0]', ' ----- switch back']"
22,1498621515.2257516,"28/06/2017 11:45:15",14,2,0.41491326668312173,41250000.0,"[0.5629504053245347, 0.682059147929068, 1.0]","[0.2842396772565783, 0.31578186544219444, 0.3999784573012273]",-1,3,0,11934312,11934312.0,6.359923308956572,0,15.011894226074219,0,"[8513372.436676616, 26498440.86571981, 93790554.0810823]","[4, 5, 13]","[1358740.6804191743]","['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
23,1498621530.2376459,"28/06/2017 11:45:30",15,2,0.4054801330382267,41250000.0,"[0.541361618921873, 0.6559026177634428, 1.0]","[0.2816377561688327, 0.31262943129648435, 0.40573281253468296]",0,3,0,11030968,11030968.0,5.878998410262522,0,15.010676622390747,0,"[8513372.436676616, 26498440.86571981, 104821522.0810823]","[4, 5, 14]","[4831872.72616534, 11934312.0]","['; gamma used= 0.4054801330382267', 'flipped coin but will not select greedily...', 'choosing randomly']"
24,1498621545.2483225,"28/06/2017 11:45:45",15,2,0.4054801330382267,41250000.0,"[0.4961606846322895, 0.601138094218286, 1.0]","[0.2749713343587733, 0.30516116597554976, 0.419867499665677]",0,3,0,5402488,5402488.0,2.8793509383313274,0,15.010293960571289,0,"[8513372.436676616, 26498440.86571981, 110224010.0810823]","[4, 5, 15]","[4831872.72616534, 11934312.0]","['; gamma used= 0.3968502629920499', 'no selection ----- in the middle of a block']"
25,1498621560.2586164,"28/06/2017 11:46:00",16,3,0.3968502629920499,41250000.0,"[0.475420236102288, 0.5760093927940737, 1.0]","[0.272063789933339, 0.3016384448714866, 0.42629776519517437]",0,3,0,4991256,4991256.0,2.6600871543410416,0,15.010804414749146,0,"[8513372.436676616, 26498440.86571981, 115215266.0810823]","[4, 5, 16]","[11030968.0, 5402488.0]","['; gamma used= 0.3968502629920499', 'flipped coin but will not select greedily...', 'choosing randomly']"
26,1498621575.2694209,"28/06/2017 11:46:15",16,3,0.3968502629920499,41250000.0,"[0.45824455647937873, 0.5551996921563227, 1.0]","[0.2687162087949835, 0.29814250427551514, 0.4331412869295015]",0,3,0,4513608,4513608.0,2.405648979474537,0,15.010030269622803,0,"[8513372.436676616, 26498440.86571981, 119728874.0810823]","[4, 5, 17]","[11030968.0, 5402488.0]","['; gamma used= 0.3889111187328203', 'no selection ----- in the middle of a block']"
27,1498621590.2794511,"28/06/2017 11:46:30",16,3,0.3968502629920499,41250000.0,"[0.44324744064969046, 0.5370294946621157, 1.0]","[0.26641769777807756, 0.2953576755395049, 0.4382246266824176]",0,3,0,4505984,4505984.0,2.4013857676695363,0,15.011279106140137,0,"[8513372.436676616, 26498440.86571981, 124234858.0810823]","[4, 5, 18]","[11030968.0, 5402488.0]","['; gamma used= 0.3889111187328203', 'no selection ----- in the middle of a block']"
