"time slot","timestamp","date time","block index","block length","gamma","max gain","weight","probability","selection type","network selected","delay","#bytes","#bytes w/o delay","bit rate (Mbps)","selection duration","connect and download duration","#bytes downloaded during selection by previous network","#bytes per network","#time network selected","gain prev block","log"
1,1498467900.0000665,"26/06/2017 17:05:00",1,1,1.0,41250000.0,"[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",2,1,4.454423904418945,1308992,1861931.267050719,0.9930608831407962,0.0009541511535644531,14.999533653259277,0,"[1861931.267050719, 0, 0]","[1, 0, 0]","[]","['exploring after a reset', 'prob current block:0.3333333333333333']"
2,1498467915.0005543,"26/06/2017 17:05:15",2,1,0.7937005259840998,41250000.0,"[1.0, 0.9648083115977829, 0.9648083115977829]","[0.3349854327353795, 0.33250728363231025, 0.33250728363231025]",2,2,2.980811595916748,1986656,2479429.6871221485,1.3225221957594966,0.010236978530883789,14.998188734054565,0,"[1861931.267050719, 2479429.6871221485, 0]","[1, 1, 0]","[1861931.267050719]","['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:0.5']"
3,1498467930.00898,"26/06/2017 17:05:30",3,1,0.6933612743506348,41250000.0,"[1.0, 0.9919904994877428, 0.9648083115977829]","[0.3348267454502491, 0.3339961096217448, 0.33117714492800604]",2,3,3.835696220397949,8805648,11831426.662247669,6.31077851505925,0.0058135986328125,14.99837350845337,0,"[1861931.267050719, 2479429.6871221485, 11831426.662247669]","[1, 1, 1]","[2479429.6871221485]","['; gamma used= 0.6933612743506348', 'exploring after a reset', 'prob current block:1.0']"
4,1498467945.0131671,"26/06/2017 17:05:45",4,2,0.6299605249474366,41250000.0,"[0.9758922431855587, 0.9680758337638561, 1.0]","[0.3326507578117316, 0.3316682811123919, 0.3356809610758765]",1,3,0,6728064,6728064.0,3.587269912395984,0,15.004310607910156,0,"[1861931.267050719, 2479429.6871221485, 18559490.66224767]","[1, 1, 2]","[11831426.662247669]","['; gamma used= 0.6299605249474366', 'current gain: 11831426.662247669, prev block gain: [2479429.6871221485]', 'flipped coin and will select greedily...', 'averageBytePerNet:[1861931.267050719, 2479429.6871221485, 11831426.662247669], numNetworkHighestAverageByte: 1', 'choosing greedily']"
5,1498467960.0174778,"26/06/2017 17:06:00",4,2,0.6299605249474366,41250000.0,"[0.9157677169095134, 0.9084328749118181, 1.0]","[0.32956500506968817, 0.3284866820975648, 0.341948312832747]",1,3,0,4781200,4781200.0,2.548796377913616,0,15.006926536560059,0,"[1861931.267050719, 2479429.6871221485, 23340690.66224767]","[1, 1, 3]","[11831426.662247669]","['; gamma used= 0.5848035476425733', 'no selection ----- in the middle of a block']"
6,1498467975.0244043,"26/06/2017 17:06:15",5,2,0.5848035476425733,41250000.0,"[0.8753062769225158, 0.868295510849123, 1.0]","[0.32739690984933156, 0.3263359522369863, 0.34626713791368213]",1,3,0,3634480,3634480.0,1.9376191462794914,0,15.005962371826172,0,"[1861931.267050719, 2479429.6871221485, 26975170.66224767]","[1, 1, 4]","[6728064.0, 4781200.0]","['; gamma used= 0.5848035476425733', 'flipped coin and will select greedily...', 'averageBytePerNet:[1861931.267050719, 2479429.6871221485, 7780230.220749223], numNetworkHighestAverageByte: 1', 'choosing greedily']"
7,1498467990.0303667,"26/06/2017 17:06:30",5,2,0.5848035476425733,41250000.0,"[0.8474641178367984, 0.840676353550865, 1.0]","[0.3252062980265612, 0.3240708240154536, 0.3507228779579852]",1,3,0,3878032,3878032.0,2.0674759283789412,0,15.005860805511475,0,"[1861931.267050719, 2479429.6871221485, 30853202.66224767]","[1, 1, 5]","[6728064.0, 4781200.0]","['; gamma used= 0.5503212081491045', 'no selection ----- in the middle of a block']"
8,1498468005.0362275,"26/06/2017 17:06:45",6,2,0.5503212081491045,41250000.0,"[0.8187321393370461, 0.8121745038476247, 1.0]","[0.3233794158395865, 0.3222585742422913, 0.35436200991812217]",0,2,4.288384437561035,1197496,1677031.08465254,0.8945748062182028,0.0077953338623046875,14.997346878051758,5920,"[1861931.267050719, 4156460.7717746887, 30853202.66224767]","[1, 2, 5]","[3634480.0, 3878032.0]","['; gamma used= 0.5503212081491045', 'flipped coin but will not select greedily...', 'choosing randomly']"
9,1498468020.0413697,"26/06/2017 17:07:00",7,2,0.5503212081491045,41250000.0,"[0.8187321393370461, 0.8302264395387162, 1.0]","[0.3217571856484538, 0.3238280233492563, 0.3544147910022899]",-1,3,4.5993359088897705,5061568,7300148.510857896,3.8937456279826534,0.008652687072753906,14.998716831207275,0,"[1861931.267050719, 4156460.7717746887, 38153351.17310557]","[1, 2, 6]","[1677031.08465254]","['; gamma used= 0.5227579585747102', 'current gain: 1677031.08465254, prev block gain: [3634480.0, 3878032.0]', ' ----- switch back']"
10,1498468035.0487392,"26/06/2017 17:07:15",7,2,0.5227579585747102,41250000.0,"[0.7949358524228503, 0.8060960730735474, 1.0]","[0.3194782958955427, 0.3216236406991378, 0.3588980634053195]",-1,3,0,5877432,5877432.0,3.133036456866465,0,15.007631301879883,0,"[1861931.267050719, 4156460.7717746887, 44030783.17310557]","[1, 2, 7]","[1677031.08465254]","['; gamma used= 0.5', 'no selection ----- in the middle of a block']"
11,1498468050.0563705,"26/06/2017 17:07:30",8,2,0.5,41250000.0,"[0.776280731860543, 0.7871790505463129, 1.0]","[0.3180793662510709, 0.3202050712768656, 0.3617155624720635]",1,3,0,6140968,6140968.0,3.2743748339355703,0,15.00370192527771,0,"[1861931.267050719, 4156460.7717746887, 50171751.17310557]","[1, 2, 8]","[7300148.510857896, 5877432.0]","['; gamma used= 0.5', 'flipped coin and will select greedily...', 'averageBytePerNet:[1861931.267050719, 2078230.3858873444, 6290111.881872224], numNetworkHighestAverageByte: 1', 'choosing greedily']"
